사업장명,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,Reviews,stars,stars_vote_num,n_reviews,n_stars,소재지,법정동
아뜰리에안,한식,영업,제주특별자치도 서귀포시 법환동 1541번지 ,제주특별자치도 서귀포시 막숙포로 166 (법환동),73,4.0,42,0,0.0,서귀포시,서귀포
제2 덕승,한식,영업,제주특별자치도 서귀포시 대정읍 하모리 2126-10번지 ,"제주특별자치도 서귀포시 대정읍 최남단해안로30번길 4, 1층",81,3.9,7,0,0.0,서귀포시,대정
우리들국수,한식,영업,제주특별자치도 서귀포시 성산읍 고성리 224-18번지 1층 ,"제주특별자치도 서귀포시 성산읍 섭지코지로 63, 1층",30,3.9,22,0,0.0,서귀포시,성산
제주곰집,한식,영업,제주특별자치도 서귀포시 강정동 2623-1번지 ,제주특별자치도 서귀포시 이어도로 703-4 (강정동),293,4.6,225,0,0.0,서귀포시,중문
제주커피박물관,카페,영업,제주특별자치도 서귀포시 성산읍 고성리 2040-1번지 ,제주특별자치도 서귀포시 성산읍 서성일로1168번길 89-17,79,3.6,43,0,0.0,서귀포시,성산
서귀포중문마리조아,한식,영업,"제주특별자치도 서귀포시 대포동 2232-1 , 1,2층 ","제주특별자치도 서귀포시 이어도로 215, 1,2층 (대포동)",252,4.8,61,0,0.0,서귀포시,서귀포
이드레국수,한식,영업,제주특별자치도 서귀포시 색달동 2504 ,제주특별자치도 서귀포시 천제연로 93 (색달동),169,3.6,37,0,0.0,서귀포시,중문
탐라갈치요리전문,한식,영업,제주특별자치도 서귀포시 서귀동 89-1번지 ,제주특별자치도 서귀포시 소암로 37 (서귀동),73,3.8,46,0,0.0,서귀포시,서귀포
새벽숯불가든,한식,영업,제주특별자치도 서귀포시 성산읍 오조리 458번지 ,제주특별자치도 서귀포시 성산읍 일주동로 4036,85,3.9,87,0,0.0,서귀포시,성산
팔팔자연산회센타,해산물,영업,제주특별자치도 서귀포시 성산읍 고성리 1170-1번지 ,제주특별자치도 서귀포시 성산읍 일주동로 4213,203,4.2,53,0,0.0,서귀포시,성산
섭지바당,해산물,영업,제주특별자치도 서귀포시 성산읍 고성리 542-9번지 ,제주특별자치도 서귀포시 성산읍 섭지코지로26번길 31,37,4.0,11,0,0.0,서귀포시,성산
큰솔가,한식,영업,제주특별자치도 서귀포시 대포동 2211번지 ,제주특별자치도 서귀포시 이어도로 193 (대포동),127,4.7,61,0,0.0,서귀포시,서귀포
서바당횟집,해산물,영업,제주특별자치도 서귀포시 대정읍 가파리 716번지 ,제주특별자치도 서귀포시 대정읍 마라로 75,63,3.8,23,0,0.0,서귀포시,대정
제주돌하르방밀면,한식,영업,제주특별자치도 서귀포시 중문동 2439-8번지 ,제주특별자치도 서귀포시 중문관광로 331 (중문동),70,3.7,28,0,0.0,서귀포시,중문
제주할망밥상,한식,영업,제주특별자치도 서귀포시 안덕면 화순리 776-5 ,제주특별자치도 서귀포시 안덕면 화순해안로 89,67,4.1,21,0,0.0,서귀포시,안덕
남궁미락,일식,영업,제주특별자치도 서귀포시 서귀동 726-6 ,제주특별자치도 서귀포시 부두로 29 (서귀동),136,4.2,20,0,0.0,서귀포시,서귀포
성산수산식당,한식,영업,제주특별자치도 서귀포시 성산읍 성산리 174-10번지 ,제주특별자치도 서귀포시 성산읍 성산중앙로 29,46,4.6,78,0,0.0,서귀포시,성산
다정한식탁,양식,영업,제주특별자치도 서귀포시 중문동 1430-2번지 2층 ,"제주특별자치도 서귀포시 중문로81번길 5, 2층 (중문동)",30,4.2,29,0,0.0,서귀포시,중문
장수애섬식당,한식,영업,제주특별자치도 서귀포시 서귀동 644-11번지 ,"제주특별자치도 서귀포시 솔동산로 30, 1층 (서귀동)",58,4.4,42,0,0.0,서귀포시,서귀포
남쪽으로튀어브로잉컴퍼니,경양식,영업,제주특별자치도 서귀포시 상예동 584-2 1동 ,"제주특별자치도 서귀포시 예래로 31, 1동 (상예동)",118,4.3,64,0,0.0,서귀포시,중문
강셰프의키친,한식,영업,제주특별자치도 서귀포시 대정읍 무릉리 322-10번지 ,제주특별자치도 서귀포시 대정읍 대한로 558,46,4.7,74,0,0.0,서귀포시,대정
동뜬식당,한식,영업,제주특별자치도 서귀포시 성산읍 성산리 135-2번지 ,제주특별자치도 서귀포시 성산읍 일출로 272-1,92,4.0,17,0,0.0,서귀포시,성산
우정회센타중문,해산물,영업,제주특별자치도 서귀포시 중문동 2085번지 ,"제주특별자치도 서귀포시 천제연로 179, 1층 (중문동)",44,4.1,21,0,0.0,서귀포시,중문
올레자매밥집,한식,영업,제주특별자치도 서귀포시 서귀동 740-10번지 ,제주특별자치도 서귀포시 솔동산로21번길 17 (서귀동),37,3.8,21,0,0.0,서귀포시,서귀포
맛있수다,고기,영업,제주특별자치도 서귀포시 상예동 576-1번지 ,제주특별자치도 서귀포시 예래로 50 (상예동),51,4.2,47,0,0.0,서귀포시,중문
제주올레여행자센터,한식,영업,제주특별자치도 서귀포시 서귀동 316-1번지 ,"제주특별자치도 서귀포시 중정로 22, 1층 (서귀동)",51,4.2,31,0,0.0,서귀포시,서귀포
청호식당,한식,영업,제주특별자치도 서귀포시 성산읍 온평리 661-2번지 ,제주특별자치도 서귀포시 성산읍 온평관전로 94,47,4.5,129,0,0.0,서귀포시,성산
돈장숯불구이,한식,영업,제주특별자치도 서귀포시 성산읍 해맞이해안로 2775,제주특별자치도 서귀포시 성산읍 해맞이해안로 2775,73,4.9,38,0,0.0,서귀포시,성산
삼미흑돼지중문,고기,영업,제주특별자치도 서귀포시 색달동 2275-1번지 ,"제주특별자치도 서귀포시 색달중앙로 33, 1층 (색달동)",44,4.0,80,0,0.0,서귀포시,중문
중문생선구이,한식,영업,제주특별자치도 서귀포시 중문동 2446-1번지 ,제주특별자치도 서귀포시 중문관광로 323 (중문동),49,4.7,14,0,0.0,서귀포시,중문
춘심이네,한식,영업,제주특별자치도 서귀포시 안덕면 창천리 160-4.7 ,제주특별자치도 서귀포시 안덕면 창천중앙로24번길 16,378,3.8,156,0,0.0,서귀포시,안덕
테왁,한식,영업,제주특별자치도 서귀포시 서호동 1551-9번지 1층 ,"제주특별자치도 서귀포시 서호남로32번길 10-4, 1층 (서호동)",30,4.7,45,0,0.0,서귀포시,서귀포
성산장인의집,한식,영업,제주특별자치도 서귀포시 성산읍 시흥리 718-1 ,제주특별자치도 서귀포시 성산읍 일주동로 3968,142,4.7,123,0,0.0,서귀포시,성산
큰돈가서쪽대표,한식,영업,제주특별자치도 서귀포시 대정읍 상모리 126-7 ,"제주특별자치도 서귀포시 대정읍 형제해안로 296, 1층",223,4.1,88,0,0.0,서귀포시,대정
예원이네,한식,영업,제주특별자치도 서귀포시 안덕면 감산리 359-1 ,제주특별자치도 서귀포시 안덕면 일주서로 1524,137,3.8,42,0,0.0,서귀포시,안덕
표선해비치갓더라면,분식,영업,제주특별자치도 서귀포시 표선면 표선리 40-47번지 ,"제주특별자치도 서귀포시 표선면 민속해안로 580, 1층",123,3.5,32,0,0.0,서귀포시,표선
오조삼춘,일식,영업,제주특별자치도 서귀포시 성산읍 성산리 283-2번지 1층 ,"제주특별자치도 서귀포시 성산읍 성산중앙로 63, 1층",37,4.1,30,0,0.0,서귀포시,성산
오전열한시,한식,영업,제주특별자치도 서귀포시 상예동 1765-1번지 ,"제주특별자치도 서귀포시 상예로 248, 1층 (상예동)",341,3.9,55,0,0.0,서귀포시,중문
신흥리국수,한식,영업,제주특별자치도 서귀포시 남원읍 신흥리 168-2번지 ,제주특별자치도 서귀포시 남원읍 일주동로 6624,39,4.4,25,0,0.0,서귀포시,남원
핀크스골프클럽회원제클럽하우스,한식,영업,제주특별자치도 서귀포시 안덕면 상천리 산 62-3 ,제주특별자치도 서귀포시 안덕면 산록남로 863,64,5.0,4,0,0.0,서귀포시,안덕
표선행복한식당,한식,영업,제주특별자치도 서귀포시 표선면 표선리 498 ,제주특별자치도 서귀포시 표선면 표선동서로 268-1,446,3.8,29,0,0.0,서귀포시,표선
성산흑돼지두루치기,한식,영업,제주특별자치도 서귀포시 성산읍 성산리 299-5번지 ,제주특별자치도 서귀포시 성산읍 한도로 255,114,4.1,68,0,0.0,서귀포시,성산
홍성방,중식,영업,제주특별자치도 서귀포시 대정읍 하모리 938-4번지 ,제주특별자치도 서귀포시 대정읍 하모항구로 76,115,4.3,122,0,0.0,서귀포시,대정
섬소나이,양식,영업,제주특별자치도 서귀포시 남원읍 위미리 2917번지 2층 ,"제주특별자치도 서귀포시 남원읍 위미해안로 18, 2층",68,4.0,28,0,0.0,서귀포시,남원
용이식당중문,한식,영업,제주특별자치도 서귀포시 회수동 597-1번지 2층 ,"제주특별자치도 서귀포시 천제연로 364, 2층 (회수동)",33,3.6,36,0,0.0,서귀포시,중문
와토커피,카페,영업,제주특별자치도 서귀포시 대정읍 상모리 3854-5번지 ,제주특별자치도 서귀포시 대정읍 동일하모로 238,106,4.4,87,0,0.0,서귀포시,대정
천지연숯화로구이,한식,영업,제주특별자치도 서귀포시 안덕면 화순리 1799-3번지 ,"제주특별자치도 서귀포시 안덕면 화순로 154-7, 1층",157,4.2,16,0,0.0,서귀포시,안덕
황금손가락산방산,일식,영업,제주특별자치도 서귀포시 안덕면 사계리 125-1 ,제주특별자치도 서귀포시 안덕면 사계남로216번길 33,241,4.7,131,0,0.0,서귀포시,안덕
흑돼지해물삼합,고기,영업,제주특별자치도 서귀포시 서귀동 111-6 ,제주특별자치도 서귀포시 태평로482번길 50 (서귀동),101,4.6,126,0,0.0,서귀포시,서귀포
쉬멍해장국중문,한식,영업,제주특별자치도 서귀포시 색달동 2505번지 ,제주특별자치도 서귀포시 천제연로 85 (색달동),68,4.2,23,0,0.0,서귀포시,중문
도렐,카페,영업,"제주특별자치도 서귀포시 성산읍 고성리 297-1 1,2층 2동 ","제주특별자치도 서귀포시 성산읍 동류암로 20, 2동 1,2층",316,3.7,180,0,0.0,서귀포시,성산
유달식당,한식,영업,제주특별자치도 서귀포시 하효동 314번지 ,제주특별자치도 서귀포시 일주동로 8106 (하효동),45,3.8,31,0,0.0,서귀포시,서귀포
가파도식탁,해산물,영업,제주특별자치도 서귀포시 서귀동 726-11 ,제주특별자치도 서귀포시 부두로 27-1 (서귀동),37,4.7,23,0,0.0,서귀포시,서귀포
덕성원중문,중식,영업,제주특별자치도 서귀포시 중문동 2446-1번지 (2층) ,제주특별자치도 서귀포시 중문관광로 323 (중문동),50,3.7,26,0,0.0,서귀포시,중문
반반한흑돼지,한식,영업,제주특별자치도 서귀포시 표선면 하천리 1308번지 ,제주특별자치도 서귀포시 표선면 번영로 3271-4,126,4.6,14,0,0.0,서귀포시,표선
커뮤니테이블,경양식,영업,제주특별자치도 서귀포시 월평동 471-1번지 ,제주특별자치도 서귀포시 월평로 15 (월평동),45,4.5,51,0,0.0,서귀포시,제주
제주촌집,한식,영업,제주특별자치도 서귀포시 표선면 표선리 567번지 ,제주특별자치도 서귀포시 표선면 표선중앙로59번길 4,100,3.6,37,0,0.0,서귀포시,표선
서광보말칼국수,한식,영업,제주특별자치도 서귀포시 안덕면 서광리 716-1번지 ,제주특별자치도 서귀포시 안덕면 중산간서로 1882,77,3.9,68,0,0.0,서귀포시,안덕
대동강초계탕,한식,영업,제주특별자치도 서귀포시 표선면 세화리 254-6 ,제주특별자치도 서귀포시 표선면 일주동로 6246-1,39,4.5,31,0,0.0,서귀포시,표선
사계의시간,한식,영업,제주특별자치도 서귀포시 안덕면 사계리 132-2번지 ,제주특별자치도 서귀포시 안덕면 사계남로 214,105,4.2,108,0,0.0,서귀포시,안덕
미소녀,분식,영업,제주특별자치도 서귀포시 성산읍 고성리 1134번지 ,제주특별자치도 서귀포시 성산읍 고성중앙로 88,33,4.6,31,0,0.0,서귀포시,성산
코업시티호텔성산,뷔페,영업,"제주특별자치도 서귀포시 성산읍 성산리 250 1,2층 ","제주특별자치도 서귀포시 성산읍 성산등용로 28, 1,2층",113,3.6,98,0,0.0,서귀포시,성산
미향해장국성산,한식,영업,제주특별자치도 서귀포시 성산읍 고성리 1098-1번지 ,"제주특별자치도 서귀포시 성산읍 일출로 9, 1층",101,4.0,77,0,0.0,서귀포시,성산
88버거,경양식,영업,제주특별자치도 서귀포시 서귀동 255-9번지 ,제주특별자치도 서귀포시 동문로 63 (서귀동),410,4.1,261,0,0.0,서귀포시,서귀포
대윤흑돼지,중식,영업,제주특별자치도 서귀포시 서귀동 306-4 ,제주특별자치도 서귀포시 서문로 23 (서귀동),780,4.3,146,0,0.0,서귀포시,서귀포
면맛에입맛이좋아,분식,영업,제주특별자치도 서귀포시 성산읍 수산리 251-1번지 ,제주특별자치도 서귀포시 성산읍 수시로10번길 30,41,4.4,62,0,0.0,서귀포시,성산
올레칠돈,한식,영업,제주특별자치도 서귀포시 월평동 476-7번지 ,"제주특별자치도 서귀포시 월평하원로 20, 1층 (월평동)",56,4.4,38,0,0.0,서귀포시,제주
성산갈치맛집,한식,영업,제주특별자치도 서귀포시 성산읍 오조리 337 ,"제주특별자치도 서귀포시 성산읍 한도로 90, 1층",85,4.2,50,0,0.0,서귀포시,성산
구이구이돌담집,중식,영업,제주특별자치도 서귀포시 강정동 172-7번지 (지하1층) ,제주특별자치도 서귀포시 신서로32번길 8 (강정동),99,3.9,14,0,0.0,서귀포시,중문
우리집흑돼지,고기,영업,제주특별자치도 서귀포시 서귀동 310-38 ,제주특별자치도 서귀포시 서문로41번길 16 (서귀동),165,3.9,10,0,0.0,서귀포시,서귀포
일송회수산,해산물,영업,제주특별자치도 서귀포시 남원읍 위미리 1760-3번지 ,제주특별자치도 서귀포시 남원읍 위미중앙로196번길 13,60,3.8,49,0,0.0,서귀포시,남원
오돈가,중식,영업,제주특별자치도 서귀포시 서귀동 154번지 ,제주특별자치도 서귀포시 태평로 444 (서귀동),298,4.5,59,0,0.0,서귀포시,서귀포
꺼멍목장,고기,영업,제주특별자치도 서귀포시 하원동 1633-2번지 ,제주특별자치도 서귀포시 이어도로 338 (하원동),51,3.8,41,0,0.0,서귀포시,서귀포
제주진미마돈가,한식,영업,제주특별자치도 서귀포시 안덕면 창천리 875-10번지 ,제주특별자치도 서귀포시 안덕면 대평감산로 17,573,4.5,38,0,0.0,서귀포시,안덕
흑돈퍼주는집,한식,영업,제주특별자치도 서귀포시 강정동 4400-11 ,제주특별자치도 서귀포시 이어도로 572-1 (강정동),327,4.7,200,0,0.0,서귀포시,중문
해오름식당,한식,영업,제주특별자치도 서귀포시 성산읍 성산리 143-1번지 ,제주특별자치도 서귀포시 성산읍 일출로 260,112,3.5,22,0,0.0,서귀포시,성산
고은물식당,한식,영업,제주특별자치도 서귀포시 안덕면 화순리 645-1 ,제주특별자치도 서귀포시 안덕면 화순해안로 110,50,4.7,26,0,0.0,서귀포시,안덕
돌섬,한식,영업,제주특별자치도 서귀포시 성산읍 오조리 367-5번지 ,제주특별자치도 서귀포시 성산읍 한도로 109,83,4.2,20,0,0.0,서귀포시,성산
돈방석모슬포8호,일식,영업,제주특별자치도 서귀포시 대정읍 하모리 770-29번지 ,제주특별자치도 서귀포시 대정읍 하모항구로 22-13,417,4.2,37,0,0.0,서귀포시,대정
집나간왕새우바람난조개,호프,영업,제주특별자치도 서귀포시 서귀동 418-5번지 ,제주특별자치도 서귀포시 명동로 14 (서귀동),115,4.2,5,0,0.0,서귀포시,서귀포
운정이네,한식,영업,제주특별자치도 서귀포시 중문동 1239-5번지 ,제주특별자치도 서귀포시 중산간서로 726 (중문동),49,4.1,22,0,0.0,서귀포시,중문
어랑어랑,한식,영업,제주특별자치도 서귀포시 안덕면 사계리 2032-23번지 ,제주특별자치도 서귀포시 안덕면 사계남로 172,87,4.1,16,0,0.0,서귀포시,안덕
온평바다한그릇,호프,영업,제주특별자치도 서귀포시 성산읍 온평리 1192-1번지 ,제주특별자치도 서귀포시 성산읍 환해장성로 467,82,4.1,73,0,0.0,서귀포시,성산
서귀포월드컵리조트,뷔페,영업,제주특별자치도 서귀포시 법환동 978 ,제주특별자치도 서귀포시 월드컵로45번길 40 (법환동),87,4.6,15,0,0.0,서귀포시,서귀포
사계바다,한식,영업,"제주특별자치도 서귀포시 안덕면 사계리 2147-13번지 1,2층 ",제주특별자치도 서귀포시 안덕면 형제해안로 26,33,3.9,75,0,0.0,서귀포시,안덕
오름,경양식,영업,제주특별자치도 서귀포시 표선면 표선리 40-69번지 ,제주특별자치도 서귀포시 표선면 민속해안로 537,236,4.6,82,0,0.0,서귀포시,표선
나원회포차,해산물,영업,제주특별자치도 서귀포시 서귀동 254-6번지 ,제주특별자치도 서귀포시 동문동로 2 (서귀동),219,4.7,84,0,0.0,서귀포시,서귀포
송가네참숯가든,한식,영업,제주특별자치도 서귀포시 남원읍 남원리 1594번지 ,제주특별자치도 서귀포시 남원읍 남위남성로93번길 67,30,4.1,12,0,0.0,서귀포시,남원
서귀포해뜨는집,한식,영업,제주특별자치도 서귀포시 서귀동 279-27번지 ,제주특별자치도 서귀포시 중앙로62번길 27 (서귀동),67,4.6,7,0,0.0,서귀포시,서귀포
글라몬딱,한식,영업,"제주특별자치도 서귀포시 대정읍 최남단해안로 18, 1층","제주특별자치도 서귀포시 대정읍 최남단해안로 18, 1층",113,4.8,8,0,0.0,서귀포시,대정
처가집연탄구이,한식,영업,제주특별자치도 서귀포시 하효동 188번지 ,제주특별자치도 서귀포시 하신상로 12 (하효동),50,4.8,62,0,0.0,서귀포시,서귀포
돈블랙올레시장,한식,영업,제주특별자치도 서귀포시 서귀동 255-13 ,제주특별자치도 서귀포시 중동로48번길 9 (서귀동),107,4.3,16,0,0.0,서귀포시,서귀포
마므레,한식,영업,제주특별자치도 서귀포시 남원읍 남원리 2419-13번지 ,제주특별자치도 서귀포시 남원읍 태위로 456,92,3.9,26,0,0.0,서귀포시,남원
일광회센터,일식,영업,제주특별자치도 서귀포시 중문동 2175번지 ,제주특별자치도 서귀포시 천제연로 142 (중문동),34,4.0,17,0,0.0,서귀포시,중문
마라도에서,중식,영업,제주특별자치도 서귀포시 대정읍 가파리 589번지 ,제주특별자치도 서귀포시 대정읍 마라로 43,263,4.3,69,0,0.0,서귀포시,대정
꽃가람,한식,영업,"제주특별자치도 서귀포시 성산읍 고성동서로 73, 1층","제주특별자치도 서귀포시 성산읍 고성동서로 73, 1층",146,4.0,67,0,0.0,서귀포시,성산
제리스펍,경양식,영업,제주특별자치도 서귀포시 서귀동 716-5번지 ,"제주특별자치도 서귀포시 솔동산로 20, 2층 (서귀동)",41,4.6,22,0,0.0,서귀포시,서귀포
글라글라하와이,경양식,영업,제주특별자치도 서귀포시 대정읍 하모리 770-2번지 ,제주특별자치도 서귀포시 대정읍 하모항구로 70,147,4.1,85,0,0.0,서귀포시,대정
하례정원,양식,영업,제주특별자치도 서귀포시 남원읍 하례리 31-4번지 ,제주특별자치도 서귀포시 남원읍 하례망장포로 39,116,3.8,45,0,0.0,서귀포시,남원
카페만감교차,카페,영업,제주특별자치도 서귀포시 성산읍 온평리 1111-2 ,"제주특별자치도 서귀포시 성산읍 환해장성로 496, 1층",62,4.7,39,0,0.0,서귀포시,성산
돈솔,한식,영업,제주특별자치도 서귀포시 안덕면 화순리 243-3번지 ,제주특별자치도 서귀포시 안덕면 화순로 71,41,5.0,2,0,0.0,서귀포시,안덕
랜딩 다이닝(Landing Dining),뷔페,영업,"제주특별자치도 서귀포시 안덕면 서광리 산 24번지 , 지하1,2층 ","제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, 지하 1,2층",40,4.3,17,0,0.0,서귀포시,안덕
중문국수나라,한식,영업,"제주특별자치도 서귀포시 중문동 1615번지 , 1층 ","제주특별자치도 서귀포시 중문로51번길 2, 1층 (중문동)",64,3.5,13,0,0.0,서귀포시,중문
순덕이네해산물장터,한식,영업,제주특별자치도 서귀포시 성산읍 온평리 1664번지 ,제주특별자치도 서귀포시 성산읍 온평서로 48,56,4.0,44,0,0.0,서귀포시,성산
국수몽,한식,영업,제주특별자치도 서귀포시 중문동 2007-4번지 ,"제주특별자치도 서귀포시 천제연로207번길 1, 1층 (중문동)",107,4.1,18,0,0.0,서귀포시,중문
중문수원음식,한식,영업,제주특별자치도 서귀포시 색달동 2502-1번지 ,제주특별자치도 서귀포시 천제연로 83 (색달동),431,4.7,306,0,0.0,서귀포시,중문
더클리프,중식,영업,"제주특별자치도 서귀포시 색달동 2950-4 1,2층 ","제주특별자치도 서귀포시 중문관광로 154-17, 2층 (색달동)",836,3.9,344,0,0.0,서귀포시,중문
마라도짜장면,중식,영업,제주특별자치도 서귀포시 대정읍 가파리 600-1번지 ,제주특별자치도 서귀포시 대정읍 마라로101번길 46,94,4.3,168,0,0.0,서귀포시,대정
장가네해장국,한식,영업,제주특별자치도 서귀포시 중문동 2128-1번지 ,"제주특별자치도 서귀포시 중문상로17번길 4, B동 1~3호 (중문동)",43,4.4,22,0,0.0,서귀포시,중문
센트로,호프,영업,제주특별자치도 서귀포시 서귀동 172-4번지 ,"제주특별자치도 서귀포시 태평로 449, 1층 (서귀동)",99,4.5,66,0,0.0,서귀포시,서귀포
바당국수,분식,영업,제주특별자치도 서귀포시 서귀동 269-21번지 ,제주특별자치도 서귀포시 동문동로 21-1 (서귀동),63,3.8,57,0,0.0,서귀포시,서귀포
동성수산횟집,해산물,영업,제주특별자치도 서귀포시 대정읍 하모리 2133-1번지 ,제주특별자치도 서귀포시 대정읍 최남단해안로 46,214,3.7,56,0,0.0,서귀포시,대정
푸줏간쌀롱,한식,영업,제주특별자치도 서귀포시 대정읍 하모리 1089-30 ,제주특별자치도 서귀포시 대정읍 신영로36번길 47,36,5.0,13,0,0.0,서귀포시,대정
이루후제,한식,영업,제주특별자치도 서귀포시 남원읍 하례리 210번지 ,제주특별자치도 서귀포시 남원읍 하신로 63,76,4.4,38,0,0.0,서귀포시,남원
제주해조네보말성게전문,한식,영업,제주특별자치도 서귀포시 안덕면 창천리 876-4 ,제주특별자치도 서귀포시 안덕면 대평감산로 12,352,4.5,501,0,0.0,서귀포시,안덕
토끼트멍,한식,영업,제주특별자치도 서귀포시 안덕면 사계리 2032-11번지 ,제주특별자치도 서귀포시 안덕면 사계남로 182,100,3.7,39,0,0.0,서귀포시,안덕
제주약수터올레시장,호프,영업,제주특별자치도 서귀포시 서귀동 292-1번지 ,"제주특별자치도 서귀포시 중앙로48번길 10, 1층 (서귀동)",263,4.7,57,0,0.0,서귀포시,서귀포
카페가드니아,카페,영업,제주특별자치도 서귀포시 표선면 표선리 1476-4번지 ,"제주특별자치도 서귀포시 표선면 표선동서로 151, 1층",31,4.6,12,0,0.0,서귀포시,표선
국수의전설,한식,영업,제주특별자치도 서귀포시 신효동 773 ,제주특별자치도 서귀포시 효돈로 108 (신효동),131,3.9,52,0,0.0,서귀포시,서귀포
솔동산고기국수,한식,영업,제주특별자치도 서귀포시 서귀동 724-5번지 ,제주특별자치도 서귀포시 부두로 23 (서귀동),90,4.0,98,0,0.0,서귀포시,서귀포
바다여행횟집,해산물,영업,제주특별자치도 서귀포시 표선면 표선리 40-44번지 ,제주특별자치도 서귀포시 표선면 민속해안로 582,153,4.4,43,0,0.0,서귀포시,표선
성산미소복집,한식,영업,제주특별자치도 서귀포시 성산읍 수산리 1695번지 1층 102호,"제주특별자치도 서귀포시 성산읍 서성일로 872-6, 1층 102호",68,3.5,8,0,0.0,서귀포시,성산
중섭이네식당,경양식,영업,제주특별자치도 서귀포시 서귀동 528-5번지 ,제주특별자치도 서귀포시 이중섭로 19 (서귀동),53,3.7,24,0,0.0,서귀포시,서귀포
하버39,양식,영업,제주특별자치도 서귀포시 서귀동 650-1 ,"제주특별자치도 서귀포시 천지연로 39, 1층 (서귀동)",61,3.9,18,0,0.0,서귀포시,서귀포
상원가든,한식,영업,제주특별자치도 서귀포시 대정읍 상모리 3052번지 ,제주특별자치도 서귀포시 대정읍 송악관광로 132,32,4.2,19,0,0.0,서귀포시,대정
성산마씸,한식,영업,제주특별자치도 서귀포시 성산읍 성산리 299-1번지 ,"제주특별자치도 서귀포시 성산읍 한도로 257, 1층",194,3.5,26,0,0.0,서귀포시,성산
육떡식당,분식,영업,제주특별자치도 서귀포시 중문동 2130-11번지 ,"제주특별자치도 서귀포시 천제연로178번길 19, 1층 (중문동)",40,4.1,30,0,0.0,서귀포시,중문
흑미진,한식,영업,제주특별자치도 서귀포시 성산읍 고성리 443-1 ,"제주특별자치도 서귀포시 성산읍 섭지코지로25번길 34, 1층",30,3.5,20,0,0.0,서귀포시,성산
보롬왓,카페,영업,제주특별자치도 서귀포시 표선면 성읍리 3229-4번지 ,제주특별자치도 서귀포시 표선면 번영로 2350-104,642,3.5,90,0,0.0,서귀포시,표선
노리 매,한식,영업,제주특별자치도 서귀포시 대정읍 구억리 654-1번지 ,제주특별자치도 서귀포시 대정읍 중산간서로 2260-15,115,3.7,34,0,0.0,서귀포시,대정
사계180카페,카페,영업,제주특별자치도 서귀포시 안덕면 사계리 255-9번지 ,"제주특별자치도 서귀포시 안덕면 사계로114번길 54-64, 2층",1844,4.0,450,0,0.0,서귀포시,안덕
고메밀면,한식,영업,제주특별자치도 서귀포시 안덕면 사계리 199-1번지 ,제주특별자치도 서귀포시 안덕면 산방로 248,36,4.0,28,0,0.0,서귀포시,안덕
공새미솥뚜껑,한식,영업,"제주특별자치도 서귀포시 남원읍 신례리 36-1번지 , 1층 ","제주특별자치도 서귀포시 남원읍 신례로 10, 1층",39,4.8,5,0,0.0,서귀포시,남원
중문보말칼국수,한식,영업,제주특별자치도 서귀포시 중문동 2056-4 ,제주특별자치도 서귀포시 천제연로 190 (중문동),191,4.6,17,0,0.0,서귀포시,중문
청춘괴기동홍,한식,영업,제주특별자치도 서귀포시 동홍동 97-1 ,"제주특별자치도 서귀포시 동홍동로 27, 1층 107호 (동홍동)",149,4.9,93,0,0.0,서귀포시,서귀포
참방참방,해산물,영업,제주특별자치도 서귀포시 대정읍 하모리 940-5번지 ,"제주특별자치도 서귀포시 대정읍 신영로 77-4, 1층",57,4.8,18,0,0.0,서귀포시,대정
올디벗구디,외국요리,영업,"제주특별자치도 서귀포시 도순동 904-1번지 , 1층,2층 ","제주특별자치도 서귀포시 일주서로 330, 1층 (도순동)",94,4.2,37,0,0.0,서귀포시,서귀포
한와담,한식,영업,"제주특별자치도 서귀포시 안덕면 서광리 1418-1번지 , 1층 107호","제주특별자치도 서귀포시 안덕면 녹차분재로 44-5, 1층 107호",60,3.5,17,0,0.0,서귀포시,안덕
카페바나나중문,카페,영업,제주특별자치도 서귀포시 색달동 2353번지 ,제주특별자치도 서귀포시 일주서로 875 (색달동),982,4.8,154,0,0.0,서귀포시,중문
제주선채향,한식,영업,제주특별자치도 서귀포시 안덕면 사계리 2294-2번지 ,제주특별자치도 서귀포시 안덕면 사계남로84번길 6,161,4.8,289,0,0.0,서귀포시,안덕
핫마마,패스트푸드,영업,제주특별자치도 서귀포시 안덕면 서광리 1224-54 ,제주특별자치도 서귀포시 안덕면 녹차분재로 193,51,3.7,14,0,0.0,서귀포시,안덕
소담소담,고기,영업,제주특별자치도 서귀포시 성산읍 고성리 307-11번지 별동 1층 ,"제주특별자치도 서귀포시 성산읍 고성동서로 76, 별동 1층",67,3.8,12,0,0.0,서귀포시,성산
헬로우보일링크랩,한식,영업,제주특별자치도 서귀포시 서호동 128-6번지 ,"제주특별자치도 서귀포시 이어도로 1048, 1층 (서호동)",62,4.7,54,0,0.0,서귀포시,서귀포
화순평양면옥,한식,영업,제주특별자치도 서귀포시 안덕면 화순리 1091-8번지 1층 ,"제주특별자치도 서귀포시 안덕면 화순로 128, 1층",36,4.2,53,0,0.0,서귀포시,안덕
