사업장명,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,Reviews,stars,n_reviews,n_stars
치즈발전소,카페,영업,제주특별자치도 제주시 이도이동 1028-4 ,"제주특별자치도 제주시 구남로 45-8, 1층 102호 (이도이동)",,,,
농부파스타집,경양식,영업,제주특별자치도 제주시 구좌읍 행원리 1518-2 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 518, 2층",,,,
탕수육,중식,영업,제주특별자치도 제주시 노형동 3788-4 ,"제주특별자치도 제주시 노형9길 8, 1층 (노형동)",,,,
샘물카페,카페,영업,제주특별자치도 제주시 이도이동 408-10 ,"제주특별자치도 제주시 천수로6길 3, 2층 (이도이동)",,,,
203안전한먹거리연구소,한식,영업,제주특별자치도 제주시 연동 304-17 ,"제주특별자치도 제주시 선덕로 4, 1층 (연동)",,,,
타코나마타타,경양식,영업,제주특별자치도 제주시 애월읍 하귀1리 117-1 ,"제주특별자치도 제주시 애월읍 하귀9길 2, 1층 103호",,,,
윤가네국수,분식,영업,제주특별자치도 제주시 조천읍 함덕리 972-7 함덕민속오일시장 ,"제주특별자치도 제주시 조천읍 함덕16길 15-13, 함덕민속오일시장 1층",,,,
태봉이네,한식,영업,제주특별자치도 제주시 노형동 942-9 ,"제주특별자치도 제주시 원노형남1길 43, 1층 (노형동)",,,,
돈복편백,한식,영업,제주특별자치도 제주시 애월읍 애월리 1840-1 ,"제주특별자치도 제주시 애월읍 애월해안로 29, 1층",,,,
카페뷰,카페,영업,제주특별자치도 제주시 우도면 연평리 752 ,"제주특별자치도 제주시 우도면 우도해안길 684, 1층",,,,
제주만선갈치,한식,영업,제주특별자치도 제주시 애월읍 곽지리 1622-44 ,"제주특별자치도 제주시 애월읍 곽지9길 39, 2층",,,,
두마리찜닭두찜앤떡참제주함덕점,한식,영업,제주특별자치도 제주시 조천읍 함덕리 4157-3 ,"제주특별자치도 제주시 조천읍 함와로 21, 1층",,,,
스칼렛가든,뷔페,영업,제주특별자치도 제주시 연동 281-22 ,"제주특별자치도 제주시 삼무로 57, 3층 (연동)",,,,
별도봉오리사냥,한식,영업,제주특별자치도 제주시 화북일동 4595-2 ,"제주특별자치도 제주시 별도봉길 7, 1층 (화북일동)",,,,
오조파스타앤피자,양식,영업,제주특별자치도 제주시 구좌읍 상도리 471-58 ,"제주특별자치도 제주시 구좌읍 해녀박물관길 30, 1층",,,,
맛있는밥집,한식,영업,제주특별자치도 제주시 애월읍 광령리 4056-1 ,"제주특별자치도 제주시 애월읍 하광로 392, 1층 1호",,,,
구슬함박,경양식,영업,제주특별자치도 제주시 구좌읍 세화리 1477-15 세화팬션 숨비 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 1460, 세화팬션 숨비 1층",,,,
낭만상사,분식,영업,제주특별자치도 제주시 아라일동 6088 제주아라 KCC스위첸 ,"제주특별자치도 제주시 아란9길 22, 1층 104호 (아라일동, 제주아라 KCC스위첸)",,,,
소원이,한식,영업,제주특별자치도 제주시 오등동 1720-12 ,"제주특별자치도 제주시 아연로 306, 1층 (오등동)",,,,
푸라닭제주한림협재점,호프,영업,제주특별자치도 제주시 한림읍 한림리 1056 ,"제주특별자치도 제주시 한림읍 명랑로 16-1, 1층",,,,
잘도식당,한식,영업,제주특별자치도 제주시 이도일동 1421-15 ,"제주특별자치도 제주시 중앙로15길 16, 1층 (이도일동)",,,,
해녀의부엌북촌점,한식,영업,제주특별자치도 제주시 조천읍 북촌리 1281 북촌리어촌계 ,"제주특별자치도 제주시 조천읍 북촌9길 31, 북촌리어촌계 1층",,,,
비자림휴게소,분식,영업,제주특별자치도 제주시 구좌읍 평대리 3164-1 비자림 ,"제주특별자치도 제주시 구좌읍 비자숲길 62, 비자림 1층",,,,
주식회사리틀넥애월점,경양식,영업,제주특별자치도 제주시 애월읍 애월리 2546 ,"제주특별자치도 제주시 애월읍 애월북서길 56-1, 1층",,,,
그륻,한식,영업,제주특별자치도 제주시 한림읍 귀덕리 4043 ,"제주특별자치도 제주시 한림읍 귀덕5길 33, 1층 103호",,,,
마구로쇼쿠도,일식,영업,제주특별자치도 제주시 이도이동 1958-5 그린나래 ,"제주특별자치도 제주시 신설로9길 26-12, 비동 1층 102호 (이도이동, 그린나래)",,,,
달래네,한식,영업,제주특별자치도 제주시 한경면 고산리 3611-2 ,"제주특별자치도 제주시 한경면 노을해안로 1160, 1층",,,,
큰손분식떡볶이상추튀김김치찌개,분식,영업,제주특별자치도 제주시 해안동 2171 ,"제주특별자치도 제주시 노형로 121, 1층 (해안동)",,,,
한라산뼈해장국,한식,영업,제주특별자치도 제주시 오라일동 2444-33 ,"제주특별자치도 제주시 서광로2길 11-24, 1층 (오라일동)",,,,
회가서쪽에서뜨겠네,한식,영업,제주특별자치도 제주시 애월읍 애월리 2454-1 ,"제주특별자치도 제주시 애월읍 애월로 12, 1층",,,,
흙소담,한식,영업,제주특별자치도 제주시 구좌읍 종달리 721 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 2484, 1층 107호",,,,
서서방숯불닭갈비아라점,한식,영업,제주특별자치도 제주시 아라일동 6092-11 ,"제주특별자치도 제주시 아란7길 3-3, 1층 103호 (아라일동)",,,,
활어천국,일식,영업,제주특별자치도 제주시 도남동 902-2 ,"제주특별자치도 제주시 서광로20길 31, 1층 (도남동)",,,,
이누팬,경양식,영업,제주특별자치도 제주시 한경면 고산리 2750-21 ,"제주특별자치도 제주시 한경면 고산로 33-3, 1층",,,,
청년주방,한식,영업,제주특별자치도 제주시 용담일동 247-13 ,"제주특별자치도 제주시 용남1길 16, 1층 (용담일동)",,,,
소담한밥상,분식,영업,제주특별자치도 제주시 삼도이동 1192-12 ,"제주특별자치도 제주시 탑동로 31-3, 2층 3호 (삼도이동)",,,,
온센제주,일식,영업,제주특별자치도 제주시 도두이동 681-1 ,"제주특별자치도 제주시 서해안로 364, 1층 (도두이동)",,,,
바다주옥,한식,영업,제주특별자치도 제주시 한림읍 수원리 944-8 ,"제주특별자치도 제주시 한림읍 한림해안로 279, 1동 1층",,,,
쿰다카페,카페,영업,제주특별자치도 제주시 해안동 2385 ,"제주특별자치도 제주시 노형로 21, 1층 (해안동)",,,,
인자숯불갈비,고기,영업,제주특별자치도 제주시 도남동 222-5 ,"제주특별자치도 제주시 원남6길 54, 1층 (도남동)",,,,
무한질주,술집,영업,제주특별자치도 제주시 이도이동 1768-17번지 2층 ,"제주특별자치도 제주시 광양10길 5, 2층 (이도이동)",,,,
홈팝참치제주연동점,일식,영업,제주특별자치도 제주시 연동 2326-12번지 1층 ,"제주특별자치도 제주시 성신로1길 23, 1층 (연동)",,,,
타임바이어,호프,영업,제주특별자치도 제주시 애월읍 하귀2리 2599번지 1층 ,"제주특별자치도 제주시 애월읍 애월해안로 927, 1층",,,,
탐나궁,한식,영업,제주특별자치도 제주시 영평동 2169-3번지 ,"제주특별자치도 제주시 첨단로 199, 1층 101호~105호호 (영평동)",,,,
79대포제주일도점,술집,영업,제주특별자치도 제주시 일도이동 49-6번지 ,"제주특별자치도 제주시 천수로8길 1, 1층 (일도이동)",,,,
티바두마리치킨칠성점,호프,영업,제주특별자치도 제주시 일도일동 1466-2번지 ,"제주특별자치도 제주시 관덕로 59, 1층 (일도일동)",,,,
흑산도홍어식당,한식,영업,제주특별자치도 제주시 이도일동 1260-29번지 ,"제주특별자치도 제주시 동광로1길 31, 1~2층 (이도일동)",,,,
골목돼지,고기,영업,제주특별자치도 제주시 노형동 910-2번지 ,"제주특별자치도 제주시 원노형7길 3, 1층 (노형동)",,,,
정순대국밥,한식,영업,제주특별자치도 제주시 외도일동 495-4번지 ,"제주특별자치도 제주시 우정로10길 4, 1층 (외도일동)",,,,
제주초밥,일식,영업,제주특별자치도 제주시 노형동 3792-10 ,"제주특별자치도 제주시 신형로 19, 1층 (노형동)",,,,
우디집,술집,영업,제주특별자치도 제주시 일도이동 361-25번지 이룸해피안 ,"제주특별자치도 제주시 동광로 97, 1층 102호 (일도이동, 이룸해피안)",,,,
부향순죽이도점,한식,영업,제주특별자치도 제주시 이도이동 2006-4번지 ,"제주특별자치도 제주시 중앙로 354, 1층 (이도이동)",,,,
카페다미,카페,영업,제주특별자치도 제주시 이도이동 398-16 ,"제주특별자치도 제주시 승천로 5, 2층 (이도이동)",,,,
마라청춘,한식,영업,제주특별자치도 제주시 이도일동 1259-3 ,"제주특별자치도 제주시 중앙로 201, 2층 (이도일동)",,,,
전이좋아,술집,영업,제주특별자치도 제주시 노형동 2588-5 ,"제주특별자치도 제주시 수덕9길 86-2, 1층 (노형동)",,,,
펄호텔제주,호텔,영업,제주특별자치도 제주시 연동 277-1번지 제주펄호텔 ,"제주특별자치도 제주시 신대로20길 49, 제주펄호텔 1층 (연동)",,,,
아카렌가,일식,영업,제주특별자치도 제주시 한림읍 한림리 942-6번지 ,"제주특별자치도 제주시 한림읍 한림중앙로 32, 2층",,,,
스페샬남초점,술집,영업,제주특별자치도 제주시 삼도이동 803-25번지 ,"제주특별자치도 제주시 서사로 35, 1층 (삼도이동)",,,,
원조수림,한식,영업,제주특별자치도 제주시 한림읍 옹포리 318-5번지 ,"제주특별자치도 제주시 한림읍 한림상로 11, 1층",,,,
섭섭이네,경양식,영업,제주특별자치도 제주시 구좌읍 송당리 1379-13번지 ,"제주특별자치도 제주시 구좌읍 중산간동로 2261, 1층",,,,
홍익돈까스제주점,경양식,영업,제주특별자치도 제주시 아라이동 1575-14 ,"제주특별자치도 제주시 중앙로 501, 1층 (아라이동)",,,,
담아래,한식,영업,제주특별자치도 제주시 연동 1318-3번지 ,"제주특별자치도 제주시 수목원길 23, 1층 (연동)",,,,
네네치킨피자봉개점,호프,영업,제주특별자치도 제주시 봉개동 1868 ,"제주특별자치도 제주시 번영로 521-1, 1층 (봉개동)",,,,
또만남,한식,영업,제주특별자치도 제주시 연동 251-12번지 경주빌라 ,"제주특별자치도 제주시 신광로4길 27, 1층 (연동, 경주빌라)",,,,
스시마씸삼화점,일식,영업,제주특별자치도 제주시 도련이동 515-1번지 ,"제주특별자치도 제주시 삼봉로 39, 1층 (도련이동)",,,,
오래된미래,한식,영업,제주특별자치도 제주시 구좌읍 평대리 3163-3 ,"제주특별자치도 제주시 구좌읍 비자숲길 46, 1층",,,,
목수포차,포차,영업,제주특별자치도 제주시 애월읍 고내리 468번지 ,"제주특별자치도 제주시 애월읍 고내북동길 51-22, 1층",,,,
와니피자치킨,호프,영업,제주특별자치도 제주시 용담일동 2822번지 ,"제주특별자치도 제주시 남성로4길 4, 1층 (용담일동)",,,,
작은카페,한식,영업,제주특별자치도 제주시 일도일동 1341-1번지 ,"제주특별자치도 제주시 칠성로길 30-1, 1,2층 (일도일동)",,,,
신이내린닭제주시청점,경양식,영업,제주특별자치도 제주시 이도일동 1789-10 ,"제주특별자치도 제주시 광양4길 2, 2층 (이도일동)",,,,
제주맛집칼국수,한식,영업,제주특별자치도 제주시 조천읍 교래리 561 ,"제주특별자치도 제주시 조천읍 비자림로 685, 1층",,,,
퀴즈노스서브제주화북점,경양식,영업,제주특별자치도 제주시 화북일동 1223번지 ,"제주특별자치도 제주시 동화로 10, 1층 (화북일동)",,,,
밥쇼핑뷔페,한식,영업,제주특별자치도 제주시 애월읍 애월리 542번지 ,"제주특별자치도 제주시 애월읍 일주서로 6275, 1층",,,,
야한고기,술집,영업,제주특별자치도 제주시 연동 276-3 ,"제주특별자치도 제주시 연동8길 28, 지하1층 2호 (연동)",,,,
라화쿵부제주점,중식,영업,제주특별자치도 제주시 연동 262-77번지 ,"제주특별자치도 제주시 연동3길 37, 2층 (연동)",,,,
곰표반점,중식,영업,제주특별자치도 제주시 삼양이동 2300-9번지 삼화빌딩 ,"제주특별자치도 제주시 화삼북로 63, 삼화빌딩 2층 201호 (삼양이동)",,,,
바다성포장마차,술집,영업,제주특별자치도 제주시 외도이동 1970-5 ,"제주특별자치도 제주시 연대마을길 34-1, 1층 (외도이동)",,,,
가영이네횟집,해산물,영업,제주특별자치도 제주시 일도일동 1097-11 ,"제주특별자치도 제주시 성지로 46-1, 1층 (일도일동)",,,,
부영식당,한식,영업,제주특별자치도 제주시 조천읍 신흥리 487번지 ,"제주특별자치도 제주시 조천읍 신흥관전길 60-1, 1층",,,,
브라보유어라이프,카페,영업,제주특별자치도 제주시 아라일동 358-9번지 ,"제주특별자치도 제주시 제주대학로 77, 1층 (아라일동)",,,,
허황후김치찜,한식,영업,제주특별자치도 제주시 애월읍 어음리 3716-5번지 ,"제주특별자치도 제주시 애월읍 해암이길 186, 1층",,,,
고스트미락,한식,영업,제주특별자치도 제주시 한림읍 귀덕리 3794번지 ,"제주특별자치도 제주시 한림읍 한림해안로 514-29, 1층",,,,
정든반점,한식,영업,제주특별자치도 제주시 노형동 2582-2 정든마을3단지 ,"제주특별자치도 제주시 정존11길 68, 상가동 101호 (노형동, 정든마을3단지)",,,,
제주백야,경양식,영업,제주특별자치도 제주시 한경면 신창리 482-1 ,"제주특별자치도 제주시 한경면 두신로 34, 1층",,,,
몽돌,고기,영업,제주특별자치도 제주시 외도일동 477-4 ,"제주특별자치도 제주시 우정로5길 10, 1층 (외도일동)",,,,
다니쉬,카페,영업,제주특별자치도 제주시 조천읍 함덕리 1250번지 ,"제주특별자치도 제주시 조천읍 함덕16길 56, 1~2층",,,,
제주골목국수,한식,영업,제주특별자치도 제주시 도남동 47-8번지 ,"제주특별자치도 제주시 신성로 42-1, 1층 (도남동)",,,,
성미가든2,고기,영업,제주특별자치도 제주시 조천읍 교래리 532 ,"제주특별자치도 제주시 조천읍 교래1길 2, 1층",,,,
일품순두부일도점,한식,영업,제주특별자치도 제주시 일도이동 85-4 ,"제주특별자치도 제주시 연신로 19, 1층 (일도이동)",,,,
돈해야제주공항점,한식,영업,제주특별자치도 제주시 용담삼동 985번지 ,"제주특별자치도 제주시 용마로 7, 1~2층 (용담삼동)",,,,
외도사랑국수,한식,영업,제주특별자치도 제주시 외도일동 559-5번지 ,"제주특별자치도 제주시 우정로13길 14, 1층 (외도일동)",,,,
배터지는생동까스용담점,분식,영업,제주특별자치도 제주시 용담일동 231-18번지 ,"제주특별자치도 제주시 용남길 22, 1층 (용담일동)",,,,
중종,한식,영업,제주특별자치도 제주시 오라삼동 2912-5 ,"제주특별자치도 제주시 연오로 39, 1층 (오라삼동)",,,,
폴리식당,한식,영업,제주특별자치도 제주시 애월읍 어음리 3912 ,"제주특별자치도 제주시 애월읍 산록서로 18, 1층",,,,
용은이네솥뚜껑오겹살,한식,영업,제주특별자치도 제주시 일도이동 70번지 ,"제주특별자치도 제주시 연삼로 535, 1층 (일도이동)",,,,
바삭한하루,일식,영업,제주특별자치도 제주시 이도이동 1976-14 ,"제주특별자치도 제주시 박성내서길 10, 1층 (이도이동)",,,,
옹기밥상,한식,영업,제주특별자치도 제주시 노형동 318-54번지 ,"제주특별자치도 제주시 미리내길 171-4, 1층 (노형동)",,,,
흑본오겹함덕점,한식,영업,제주특별자치도 제주시 조천읍 함덕리 3039-1번지 ,"제주특별자치도 제주시 조천읍 신북로 454, 1층",,,,
티바두마리치킨삼화점,한식,영업,제주특별자치도 제주시 도련일동 1978-6 ,"제주특별자치도 제주시 건주로 66, 1층 107호 (도련일동)",,,,
빈티지무드,와인,영업,제주특별자치도 제주시 우도면 연평리 2122-1번지 ,"제주특별자치도 제주시 우도면 상우목길 22, 1층",,,,
