사업장명,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,Reviews,stars,n_reviews,n_stars,소재지,법정동
큰여,한식,영업,제주특별자치도 제주시 한림읍 귀덕리 1005번지 ,제주특별자치도 제주시 한림읍 일주서로 5889,44,4.3,258,4.57,제주시,한림
육도담,고기,영업,제주특별자치도 제주시 도남동 84-10 ,제주특별자치도 제주시 도남로 59 (도남동),118,4.6,281,4.81,제주시,제주
나라돈까스,한식,영업,제주특별자치도 제주시 외도일동 450-6번지 ,제주특별자치도 제주시 외도일동 450-6번지 ,64,3.9,494,4.34,제주시,제주
이금돈지,한식,영업,제주특별자치도 제주시 연동 293-44 ,제주특별자치도 제주시 노연로 143 (연동),111,3.6,704,4.43,제주시,제주
감초,한식,영업,제주특별자치도 제주시 이도일동 1289-5번지 ,제주특별자치도 제주시 동광로1길 32 (이도일동),47,3.5,236,4.37,제주시,제주
삼다도횟집,해산물,영업,제주특별자치도 제주시 용담삼동 1100번지 ,제주특별자치도 제주시 서해안로 572 (용담삼동),80,3.7,0,0.0,제주시,제주
조근아지망,한식,영업,제주특별자치도 제주시 외도일동 418-11번지 ,제주특별자치도 제주시 우정로 2 (외도일동),41,4.8,144,4.56,제주시,제주
돌담흑돼지,고기,영업,제주특별자치도 제주시 연동 273-35 ,"제주특별자치도 제주시 연동7길 35, 2층 (연동)",220,4.2,949,4.82,제주시,제주
샤부돈,고기,영업,제주특별자치도 제주시 도남동 800번지 도남1차이편한세상 상가동 102호,"제주특별자치도 제주시 오남로 7-13, 상가동 102호 (도남동,도남1차이편한세상)",194,5.0,89,4.91,제주시,제주
깐깐한족발,고기,영업,제주특별자치도 제주시 노형동 1561-4 ,제주특별자치도 제주시 한라대학로 86 (노형동),109,3.7,221,4.49,제주시,제주
돌갱이네집,호프,영업,제주특별자치도 제주시 한림읍 협재리 2447-39 ,"제주특별자치도 제주시 한림읍 한림로 329-6, 1층",78,3.9,833,4.41,제주시,한림
세화갈비,호프,영업,제주특별자치도 제주시 구좌읍 세화리 1452-18 ,제주특별자치도 제주시 구좌읍 구좌로 39,41,4.7,0,0.0,제주시,구좌
열두달,카페,영업,제주특별자치도 제주시 한경면 용수리 4348-8번지 ,"제주특별자치도 제주시 한경면 용수길 37, 1층",35,4.4,173,4.69,제주시,한경
연다라,한식,영업,제주특별자치도 제주시 애월읍 하가리 1524-2번지 ,"제주특별자치도 제주시 애월읍 하가로 167-2, 1층",33,4.7,43,4.94,제주시,애월
제주스럽닭,호프,영업,제주특별자치도 제주시 노형동 2591-2번지 ,"제주특별자치도 제주시 수덕9길 85, 1층 (노형동)",45,5.0,211,0.0,제주시,제주
선장과해녀,해산물,영업,제주특별자치도 제주시 조천읍 함덕리 1024번지 ,"제주특별자치도 제주시 조천읍 조함해안로 432-19, 2층",82,4.6,337,4.62,제주시,조천
고집돌우럭함덕,한식,영업,제주특별자치도 제주시 조천읍 함덕리 1020-2번지 ,"제주특별자치도 제주시 조천읍 신북로 491-9, 2층",910,4.9,6407,4.76,제주시,조천
도두반제주사수,중식,영업,제주특별자치도 제주시 도두이동 836-8번지 ,"제주특별자치도 제주시 서해안로 317, 2층 (도두이동)",143,3.8,1045,4.33,제주시,제주
어디가맨,한식,영업,제주특별자치도 제주시 아라일동 6104-5 ,"제주특별자치도 제주시 중앙로 537, 1층 (아라일동)",116,4.0,60,4.34,제주시,제주
아녜스의앞치마,카페,영업,제주특별자치도 제주시 구좌읍 행원리 1404-1 ,"제주특별자치도 제주시 구좌읍 행원로5길 25, 1동 1층",47,5.0,113,0.0,제주시,구좌
영복갈비,고기,영업,제주특별자치도 제주시 외도일동 450-13번지 ,"제주특별자치도 제주시 우정로5길 5, 1층 (외도일동)",46,3.6,242,4.54,제주시,제주
놀놀,카페,영업,제주특별자치도 제주시 구좌읍 평대리 3283-2 ,"제주특별자치도 제주시 구좌읍 비자림로 2228, 에이동 1층",114,4.0,0,0.0,제주시,구좌
두더지식당제주,양식,영업,제주특별자치도 제주시 이도이동 1977-1번지 ,"제주특별자치도 제주시 박성내서길 14, 1층 (이도이동)",44,3.8,127,4.11,제주시,제주
그린사이공,외국요리,영업,제주특별자치도 제주시 한경면 신창리 463-1 ,"제주특별자치도 제주시 한경면 두신로 38, 1층",36,4.8,348,4.32,제주시,한경
정직한우명가,고기,영업,제주특별자치도 제주시 이도이동 1055-1 ,"제주특별자치도 제주시 가령로4길 4, 1층 (이도이동)",44,4.9,193,0.0,제주시,제주
애월오누이,한식,영업,제주특별자치도 제주시 애월읍 애월리 1819번지 ,"제주특별자치도 제주시 애월읍 애월로9길 54, 나동 1층",78,3.9,253,4.58,제주시,애월
칠프로칠백식당제주직영,한식,영업,제주특별자치도 제주시 노형동 760-2번지 ,"제주특별자치도 제주시 진군중길 18, 1층 (노형동)",83,5.0,179,4.69,제주시,제주
유성가,고기,영업,제주특별자치도 제주시 연동 2326-13번지 ,"제주특별자치도 제주시 성신로1길 21, 1층 (연동)",31,4.5,87,4.91,제주시,제주
코코메아,카페,영업,제주특별자치도 제주시 한경면 판포리 2582 ,"제주특별자치도 제주시 한경면 판포중길 31, 1층",46,4.6,173,4.82,제주시,한경
선영이네고기집,고기,영업,제주특별자치도 제주시 노형동 2576-3 정현빌 ,"제주특별자치도 제주시 달마루길 28, 정현빌 1층 (노형동)",47,4.6,251,4.84,제주시,제주
우등생,고기,영업,제주특별자치도 제주시 아라일동 6117-6 ,"제주특별자치도 제주시 인다2길 28, 1층 (아라일동)",30,4.7,0,0.0,제주시,제주
어박사스낵,한식,영업,제주특별자치도 제주시 한림읍 동명리 1715번지 ,"제주특별자치도 제주시 한림읍 한림로 564, 1층 제1호",148,4.6,0,0.0,제주시,한림
언플러그,호프,영업,제주특별자치도 제주시 해안동 2077-5 ,"제주특별자치도 제주시 해안마을길 43, 지하1층 (해안동)",62,4.5,57,4.61,제주시,제주
그랜마스,카페,영업,제주특별자치도 제주시 노형동 3788-3 ,"제주특별자치도 제주시 노형9길 6, 1층 (노형동)",43,3.8,443,4.48,제주시,제주
훈남횟집,해산물,영업,제주특별자치도 제주시 조천읍 함덕리 1002-21 ,"제주특별자치도 제주시 조천읍 함덕13길 7, 1층",210,4.4,923,4.47,제주시,조천
바다를바라보면,분식,영업,제주특별자치도 제주시 구좌읍 월정리 421-1번지 ,"제주특별자치도 제주시 구좌읍 월정1길 47-1, 1층",78,4.2,408,4.58,제주시,구좌
희야국수,한식,영업,제주특별자치도 제주시 도두이동 353-2번지 ,"제주특별자치도 제주시 다호5길 11, 1층 (도두이동)",56,4.4,319,4.55,제주시,제주
당산봉,한식,영업,제주특별자치도 제주시 한경면 고산리 2628-1번지 ,제주특별자치도 제주시 한경면 고산로 59,42,4.8,103,4.47,제주시,한경
제주돔베마씸,한식,영업,제주특별자치도 제주시 외도일동 475-12 ,제주특별자치도 제주시 우정로8길 4-2 (외도일동),37,3.5,200,4.73,제주시,제주
신제주빠빠라기,경양식,영업,제주특별자치도 제주시 연동 272-19번지 ,"제주특별자치도 제주시 신광로 45, 2층 (연동)",64,4.5,562,4.5,제주시,제주
넝쿨하눌가든,한식,영업,제주특별자치도 제주시 아라일동 2898-2번지 ,제주특별자치도 제주시 대원북길 21 (아라일동),38,3.7,435,4.43,제주시,제주
인,한식,영업,제주특별자치도 제주시 구좌읍 한동리 1638 (1층) ,제주특별자치도 제주시 구좌읍 해맞이해안로 943,58,4.3,0,0.0,제주시,구좌
마돈가제트,한식,영업,제주특별자치도 제주시 한경면 두모리 2621-1 ,"제주특별자치도 제주시 한경면 두모11길 51, 2층",42,4.8,161,4.97,제주시,한경
함덕그때그집,한식,영업,제주특별자치도 제주시 조천읍 함덕리 1252-39 ,"제주특별자치도 제주시 조천읍 조함해안로 486, 1층",196,4.1,819,4.57,제주시,조천
어우늘,한식,영업,제주특별자치도 제주시 오라이동 3103-1 ,"제주특별자치도 제주시 연북로 222, 1층 (오라이동)",66,3.9,263,4.51,제주시,제주
늘소담,한식,영업,제주특별자치도 제주시 삼도이동 1192-12번지 ,"제주특별자치도 제주시 탑동로 31, 1층 (삼도이동)",208,3.7,582,4.58,제주시,제주
돈물,한식,영업,제주특별자치도 제주시 건입동 1090-1번지 ,제주특별자치도 제주시 연무정동길 2 (건입동),36,4.3,0,0.0,제주시,제주
모살물,해산물,영업,제주특별자치도 제주시 연동 291-10번지 ,제주특별자치도 제주시 삼무로3길 14 (연동),179,3.7,0,0.0,제주시,제주
흑소랑,고기,영업,제주특별자치도 제주시 아라이동 3007-2 ,제주특별자치도 제주시 연북로 631 (아라이동),131,3.7,0,0.0,제주시,제주
교래흑돼지,고기,영업,제주특별자치도 제주시 조천읍 교래리 216-1번지 ,제주특별자치도 제주시 조천읍 교래4길 73,74,4.4,0,0.0,제주시,조천
제주금돼지식당,한식,영업,제주특별자치도 제주시 노형동 937-10 ,제주특별자치도 제주시 원노형로 68 (노형동),31,4.4,0,0.0,제주시,제주
미미슈,한식,영업,제주특별자치도 제주시 애월읍 납읍리 1816-1번지 ,제주특별자치도 제주시 애월읍 중산간서로 5534,86,3.9,548,0.0,제주시,애월
해녀고기,고기,영업,제주특별자치도 제주시 연동 1413-2 ,"제주특별자치도 제주시 과원로 80, 1층 (연동)",32,4.7,1883,4.91,제주시,제주
이참흑돼지,한식,영업,제주특별자치도 제주시 연동 291-60 ,제주특별자치도 제주시 삼무로7길 25 (연동),96,4.2,0,0.0,제주시,제주
돈향기,고기,영업,제주특별자치도 제주시 건입동 1384번지 ,제주특별자치도 제주시 관덕로15길 30 (건입동),564,3.9,1461,4.61,제주시,제주
민준이네,한식,영업,제주특별자치도 제주시 연동 322-28번지 ,제주특별자치도 제주시 선덕로5길 19 (연동),30,3.9,115,4.4,제주시,제주
노형그때그집,호프,영업,제주특별자치도 제주시 노형동 1045-11 ,제주특별자치도 제주시 월랑로10길 27 (노형동),210,4.5,1545,4.89,제주시,제주
보람수산,해산물,영업,제주특별자치도 제주시 도남동 47-26번지 ,제주특별자치도 제주시 신성로 60 (도남동),32,4.5,96,4.73,제주시,제주
돈사촌외도,고기,영업,제주특별자치도 제주시 외도일동 125-8번지 ,"제주특별자치도 제주시 우평로 283, 1층 (외도일동)",47,3.9,205,4.52,제주시,제주
팔도수산,한식,영업,제주특별자치도 제주시 건입동 1319-37 ,제주특별자치도 제주시 임항로 27 (건입동),351,4.5,422,4.49,제주시,제주
수복강녕,한식,영업,제주특별자치도 제주시 연동 312-35번지 ,"제주특별자치도 제주시 선덕로3길 40, 1층 (연동)",73,4.8,336,4.71,제주시,제주
자연몸국,한식,영업,제주특별자치도 제주시 이도일동 1347-1번지 (1층) ,제주특별자치도 제주시 중앙로 63-11 (이도일동),31,4.4,119,4.33,제주시,제주
구좌지앵,양식,영업,제주특별자치도 제주시 구좌읍 종달리 558-1번지 ,"제주특별자치도 제주시 구좌읍 종달로1길 102, 1층",38,4.3,154,4.48,제주시,구좌
선하다선,한식,영업,제주특별자치도 제주시 조천읍 선흘리 2816-1 제주다온 ,"제주특별자치도 제주시 조천읍 북선로 322-15, 제주다온 비동 1층",72,4.8,220,4.68,제주시,조천
너와의첫여행,카페,영업,제주특별자치도 제주시 애월읍 장전리 1132-1번지 ,"제주특별자치도 제주시 애월읍 장소로 16, 1층",104,4.2,843,4.59,제주시,애월
제주음식제주옥,해산물,영업,제주특별자치도 제주시 애월읍 애월리 2467 ,"제주특별자치도 제주시 애월읍 애월로 11, 1층",147,4.3,0,0.0,제주시,애월
자연과사람들밀면제주시,한식,영업,제주특별자치도 제주시 오라일동 1012-4번지 이상빌딩 ,"제주특별자치도 제주시 오라로 136, 이상빌딩 1층 (오라일동)",87,4.0,75,4.49,제주시,제주
항아리조림,해산물,영업,제주특별자치도 제주시 구좌읍 세화리 1500-17번지 ,"제주특별자치도 제주시 구좌읍 세화3길 32, 1층",80,4.8,0,0.0,제주시,구좌
와흘길따라,한식,영업,제주특별자치도 제주시 조천읍 와흘리 125-15 ,"제주특별자치도 제주시 조천읍 남조로 2324, 1층",38,4.7,228,4.75,제주시,조천
홍대감더덕토종닭,한식,영업,제주특별자치도 제주시 구좌읍 송당리 1885-1 ,"제주특별자치도 제주시 구좌읍 비자림로 1772, 1층",57,4.6,84,4.94,제주시,구좌
콜로세움,카페,영업,제주특별자치도 제주시 오라이동 3236-1 ,"제주특별자치도 제주시 민오름길 14, 1~2층 (오라이동)",50,3.6,496,4.42,제주시,제주
꿉자,양식,영업,제주특별자치도 제주시 조천읍 조천리 2360-1번지 ,"제주특별자치도 제주시 조천읍 신북로 249, 제2호 1층",39,4.8,0,0.0,제주시,조천
상상함덕,일식,영업,제주특별자치도 제주시 조천읍 함덕리 1016 ,"제주특별자치도 제주시 조천읍 신북로 487, 1층",70,4.3,259,4.78,제주시,조천
옐로우돕,양식,영업,제주특별자치도 제주시 일도이동 380-2번지 ,"제주특별자치도 제주시 고마로16길 9, 1층 103호 (일도이동)",37,4.5,0,0.0,제주시,제주
언니식탁,한식,영업,제주특별자치도 제주시 애월읍 신엄리 2485-7 ,"제주특별자치도 제주시 애월읍 신엄7길 13, 1층",42,4.8,590,4.79,제주시,애월
제주육대표,고기,영업,제주특별자치도 제주시 연동 1906-3 ,제주특별자치도 제주시 일주서로 7895 (연동),322,4.2,558,4.64,제주시,제주
제주몰래물밥상,해산물,영업,제주특별자치도 제주시 도두일동 2618-12 ,"제주특별자치도 제주시 도두항서길 65, 1층 (도두일동)",72,4.9,225,4.83,제주시,제주
은희네해장국함덕,한식,영업,제주특별자치도 제주시 조천읍 함덕리 1252-42번지 ,"제주특별자치도 제주시 조천읍 조함해안로 480, 1층",167,3.6,0,0.0,제주시,조천
모들한상,양식,영업,제주특별자치도 제주시 애월읍 하가리 1359-1번지 ,"제주특별자치도 제주시 애월읍 하가로 180, 1층",113,4.3,664,4.71,제주시,애월
당근과깻잎,카페,영업,제주특별자치도 제주시 구좌읍 평대리 577-2번지 ,"제주특별자치도 제주시 구좌읍 평대7길 24-3, 제2동, 3동",40,4.6,215,4.69,제주시,구좌
오가네전복설렁탕함덕,한식,영업,제주특별자치도 제주시 조천읍 함덕리 1252-9번지 ,"제주특별자치도 제주시 조천읍 조함해안로 496, 2층",254,4.4,1804,4.59,제주시,조천
왓새우,양식,영업,제주특별자치도 제주시 한림읍 협재리 1841-3번지 ,"제주특별자치도 제주시 한림읍 협재로 20, 1층",43,4.9,168,4.66,제주시,한림
흑돈사,한식,영업,제주특별자치도 제주시 조천읍 함덕리 1266-1번지 ,"제주특별자치도 제주시 조천읍 신북로 520, 1층",372,4.4,357,4.4,제주시,조천
애월맛집제주다,한식,영업,제주특별자치도 제주시 애월읍 하귀2리 2683번지 ,"제주특별자치도 제주시 애월읍 가문동길 17, 1층",171,4.0,1129,4.73,제주시,애월
칠돈가제주공항직영,고기,영업,제주특별자치도 제주시 연동 304-11 ,"제주특별자치도 제주시 신대로 144, 1층 (연동)",97,3.8,625,4.5,제주시,제주
부온,한식,영업,제주특별자치도 제주시 이도이동 2000-7 ,"제주특별자치도 제주시 구남동2길 26, 1층 (이도이동)",243,4.5,408,4.71,제주시,제주
마초면탁,일식,영업,제주특별자치도 제주시 조천읍 와흘리 1232-1번지 ,"제주특별자치도 제주시 조천읍 중산간동로 456, 1층",34,3.8,441,4.7,제주시,조천
단정한까페,카페,영업,제주특별자치도 제주시 도남동 923-15번지 ,"제주특별자치도 제주시 서광로28길 54, 2층 (도남동)",41,4.7,100,4.64,제주시,제주
금성우동,일식,영업,제주특별자치도 제주시 애월읍 금성리 597-2번지 ,"제주특별자치도 제주시 애월읍 일주서로 5939, 1층",40,4.4,0,0.0,제주시,애월
애월연어노형,양식,영업,제주특별자치도 제주시 노형동 3780-5 ,"제주특별자치도 제주시 노형8길 7, 1층 (노형동)",71,4.2,268,4.61,제주시,제주
