사업장명,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,Reviews,stars,stars_vote_num
신토불이,한식,영업,제주특별자치도 제주시 이도일동 1421-20번지 (영곡로 5)외 1필지 ,"제주특별자치도 제주시 중앙로15길 5 (이도일동,(영곡로 5)외 1필지)",0,1.0,1
농민순대국밥,한식,영업,제주특별자치도 제주시 삼도일동 788-17번지 ,제주특별자치도 제주시 서사로 64 (삼도일동),0,0,0
고고짬뽕,한식,영업,제주특별자치도 제주시 외도일동 639-2번지 ,"제주특별자치도 제주시 우령2길 29-2, 1층 (외도일동)",0,0,0
고요남,호프,영업,제주특별자치도 제주시 아라이동 3001-17 (1층) ,"제주특별자치도 제주시 신설로6길 24, 1층 (아라이동)",0,0,0
7번가피자함덕점,한식,영업,제주특별자치도 제주시 조천읍 함덕리 1252-37번지 나동 ,"제주특별자치도 제주시 조천읍 신북로 508, 나동",3,3.8,11
벤틀리,호프,영업,제주특별자치도 제주시 연동 282-2번지 (1층) ,"제주특별자치도 제주시 연동9길 3, 1층 (연동)",0,0.0,0
구어흑도새기,한식,영업,제주특별자치도 제주시 연동 271-2번지 ,제주특별자치도 제주시 신대로10길 55 (연동),0,0,0
해녀잠수촌,해산물,영업,제주특별자치도 제주시 용담삼동 2356번지 ,"제주특별자치도 제주시 서해안로 498, 지하1층 (용담삼동)",290,2.6,46
노형삼조삼계탕,호프,영업,제주특별자치도 제주시 노형동 1068-11번지 (다랑굿5로37) ,"제주특별자치도 제주시 다랑곶4길 29 (노형동,(다랑굿5로37))",1,1.0,1
각지불,한식,영업,제주특별자치도 제주시 조천읍 교래리 217 ,제주특별자치도 제주시 조천읍 남조로 1751,36,4.3,32
어영해녀촌원,해산물,영업,제주특별자치도 제주시 용담이동 2745-2 ,"제주특별자치도 제주시 월성로 18, 2층 (용담이동)",1,2.3,3
노형주점,호프,영업,제주특별자치도 제주시 노형동 1277-5번지 ,제주특별자치도 제주시 다랑곶길 19 (노형동),0,5.0,1
터보,호프,영업,제주특별자치도 제주시 연동 263-9번지 ,"제주특별자치도 제주시 신광로 82, 6층 (연동)",0,0.0,0
지씨(GC)오라클럽하우스,한식,영업,제주특별자치도 제주시 오라이동 289-3 오라칸트리클럽 ,"제주특별자치도 제주시 오라남로 130-16, 오라칸트리클럽 (오라이동)",0,0,0
황금마차,한식,영업,제주특별자치도 제주시 용담일동 2814-3번지 ,제주특별자치도 제주시 남성로 44 (용담일동),0,0.0,0
두다리,호프,영업,제주특별자치도 제주시 용담일동 235-3번지 ,"제주특별자치도 제주시 남성로 101, 1층 (용담일동)",0,0.0,0
전원갈비,고기,영업,제주특별자치도 제주시 일도일동 1285-1번지 (영빈로6) ,"제주특별자치도 제주시 중앙로 46-2 (일도일동,(영빈로6))",0,0.0,0
똥파리와봉달이네연탄구이한림점,한식,영업,제주특별자치도 제주시 한림읍 한림리 1314-2번지 ,제주특별자치도 제주시 한림읍 한림로 687,5,5.0,5
달래식당,한식,영업,제주특별자치도 제주시 한경면 고산리 3593-6 ,"제주특별자치도 제주시 한경면 노을해안로 1167, 제1동 1층",3,1.5,17
등마,한식,영업,제주특별자치도 제주시 이도이동 1077번지 (법원북1로28) ,"제주특별자치도 제주시 남광북3길 18 (이도이동,(법원북1로28))",0,5.0,6
리영,한식,영업,제주특별자치도 제주시 용담이동 364-52번지 (용운로109) ,"제주특별자치도 제주시 흥운길 51 (용담이동,(용운로109))",1,5.0,7
애월동깨,한식,영업,제주특별자치도 제주시 애월읍 애월리 1772-6번지 제1호(1층) ,제주특별자치도 제주시 애월읍 애월로11길 22 (제1호),26,4.6,16
돌빌레,한식,영업,제주특별자치도 제주시 애월읍 구엄리 604 ,제주특별자치도 제주시 애월읍 구엄4길 48,2,4.8,6
치킨명가,호프,영업,제주특별자치도 제주시 노형동 2533-11번지 ,제주특별자치도 제주시 노형동 2533-11번지 ,2,5.0,12
천우정원,카페,영업,제주특별자치도 제주시 삼도일동 506번지 ,제주특별자치도 제주시 서사로20길 37-1 (삼도일동),0,0,0
돈돼지국밥,호프,영업,제주특별자치도 제주시 삼도일동 583-4 (1층) ,제주특별자치도 제주시 도남로 14 (삼도일동),0,4.5,2
제주공항근처연북로해물탕주식회사,한식,영업,제주특별자치도 제주시 오라이동 3100-3 2층 ,"제주특별자치도 제주시 연북로 221, 2층 (오라이동)",0,0,0
제주돈담,한식,영업,제주특별자치도 제주시 노형동 1062-1 ,제주특별자치도 제주시 수덕7길 1 (노형동),0,5.0,1
이가네일품해장국,한식,영업,제주특별자치도 제주시 용담일동 163-1번지 101호 ,"제주특별자치도 제주시 서문로4길 24 (용담일동,101호)",1,5.0,1
도두대경,한식,영업,"제주특별자치도 제주시 도두이동 1651-8번지 (1,2층) ","제주특별자치도 제주시 서해안로 272, 1~2층 (도두이동)",1,4.7,3
노형엔횟집,고기,영업,제주특별자치도 제주시 노형동 1069-9번지 ,제주특별자치도 제주시 다랑곶4길 30 (노형동),7,5.0,3
화선식당,한식,영업,제주특별자치도 제주시 한림읍 한림리 970-6번지 ,제주특별자치도 제주시 한림읍 강구로 1,0,5.0,3
차이,중식,영업,제주특별자치도 제주시 이도이동 1181-7번지 ,제주특별자치도 제주시 광양13길 12 (이도이동),1,4.2,12
한씨진짜맛집,한식,영업,제주특별자치도 제주시 일도이동 1027-10 ,제주특별자치도 제주시 신산로 20 (일도이동),0,0,0
명산꿩농장가든,한식,영업,제주특별자치도 제주시 한림읍 명월리 427-4 ,제주특별자치도 제주시 한림읍 명상로 8-3,0,0,0
노랑통닭시청점,호프,영업,제주특별자치도 제주시 이도이동 1769-6 ,제주특별자치도 제주시 서광로32길 16-1 (이도이동),3,3.7,14
해왕성반점본점,중식,영업,제주특별자치도 제주시 외도일동 542-19 ,제주특별자치도 제주시 우령안1길 26 (외도일동),0,0,0
동경,고기,영업,제주특별자치도 제주시 이도이동 1772-5 (진미1로7) ,"제주특별자치도 제주시 광양8길 1-6 (이도이동,(진미1로7))",2,3.0,3
돈삼겹용담점,한식,영업,제주특별자치도 제주시 용담일동 231-23번지 ,제주특별자치도 제주시 용남길 24 (용담일동),0,0,0
칠이보물섬,한식,영업,제주특별자치도 제주시 도남동 918-2번지 ,제주특별자치도 제주시 도남로 39 (도남동),0,0,0
수일통닭남녕점,호프,영업,제주특별자치도 제주시 노형동 906-7번지 ,제주특별자치도 제주시 원노형로 3 (노형동),53,2.2,10
성온,한식,영업,제주특별자치도 제주시 일도이동 550-2번지 ,"제주특별자치도 제주시 고마로 4-1, 1층 (일도이동)",0,0.0,0
솔박,한식,영업,제주특별자치도 제주시 일도일동 1212번지 ,제주특별자치도 제주시 칠성로길 46 (일도일동),0,0.0,0
옛못잊어,한식,영업,제주특별자치도 제주시 이도이동 1186-12 ,제주특별자치도 제주시 서광로32길 35 (이도이동),26,4.8,32
누나네,한식,영업,제주특별자치도 제주시 노형동 735-2번지 ,제주특별자치도 제주시 진군2길 24 (노형동),2,3.6,8
중식앤포차사계,중식,영업,제주특별자치도 제주시 노형동 1551-2 ,"제주특별자치도 제주시 한라대학로 68, 1층 (노형동)",0,4.7,3
사광,한식,영업,제주특별자치도 제주시 연동 1481-4번지 (과원3로96) ,"제주특별자치도 제주시 과원북4길 86 (연동,(과원3로96))",1,2.4,5
플러스투,호프,영업,제주특별자치도 제주시 이도이동 1165-7번지 101호,"제주특별자치도 제주시 광양9길 49, 101호 (이도이동)",0,0.0,0
쉼팡미담,호프,영업,제주특별자치도 제주시 노형동 1271-7 ,제주특별자치도 제주시 다랑곶6길 36 (노형동),0,4.7,3
돈구어,한식,영업,제주특별자치도 제주시 구좌읍 세화리 3648-1번지 ,제주특별자치도 제주시 구좌읍 세화1길 15,99,4.2,22
보보세자매김밥,중식,영업,제주특별자치도 제주시 한경면 고산리 2863-6번지 ,제주특별자치도 제주시 한경면 고산로 4,0,5.0,4
일이삼,한식,영업,제주특별자치도 제주시 도남동 906-24번지 ,제주특별자치도 제주시 신성로 57 (도남동),0,0.0,0
진미인제아구찜,한식,영업,제주특별자치도 제주시 일도이동 379 (가령골1로15) ,"제주특별자치도 제주시 고마로14길 9 (일도이동,(가령골1로15))",0,1.0,2
대봉정,한식,영업,제주특별자치도 제주시 노형동 1272-3번지 ,"제주특별자치도 제주시 다랑곶7길 18, 103호 (노형동)",0,0.0,0
태화,한식,영업,제주특별자치도 제주시 일도이동 329-20번지 ,"제주특별자치도 제주시 고마로11길 11, 1층 (일도이동)",2,4.8,4
서문대우식당,한식,영업,제주특별자치도 제주시 용담일동 135-9번지 ,제주특별자치도 제주시 서문로4길 13-2 (용담일동),1,2.5,2
연동바다장어,카페,영업,제주특별자치도 제주시 연동 291-6 ,제주특별자치도 제주시 삼무로3길 24 (연동),0,0,0
금정무산시도삭면,한식,영업,제주특별자치도 제주시 연동 262-23번지 (1층) ,제주특별자치도 제주시 제원3길 11 (연동),2,4.3,6
유바소바,호프,영업,제주특별자치도 제주시 이도이동 1767-26번지 (지하1층) ,"제주특별자치도 제주시 신성로13길 14-1, 지하1층 (이도이동)",0,0,0
비비큐일도점,호프,영업,제주특별자치도 제주시 일도이동 100-5번지 (동광초등길36) ,"제주특별자치도 제주시 태성로 34 (일도이동,(동광초등길36))",0,1.8,5
또올래,한식,영업,제주특별자치도 제주시 연동 291-10번지 (성두5로22) ,"제주특별자치도 제주시 삼무로3길 14 (연동,(성두5로22))",1,4.7,3
빠름,한식,영업,제주특별자치도 제주시 삼도일동 584-21번지 ,제주특별자치도 제주시 서광로26길 9-3 (삼도일동),0,0.0,0
물항식당본점,한식,영업,제주특별자치도 제주시 건입동 1319-14 ,제주특별자치도 제주시 임항로 37-4 (건입동),99,3.3,60
라움호텔,한식,영업,제주특별자치도 제주시 연동 268번지 ,제주특별자치도 제주시 신광로10길 1 (연동),2,1.3,3
백합,한식,영업,제주특별자치도 제주시 삼도이동 1241-4 (덕성로7) ,"제주특별자치도 제주시 중앙로24길 3 (삼도이동,(덕성로7))",0,5.0,1
해변,해산물,영업,제주특별자치도 제주시 애월읍 애월리 410-6번지 ,제주특별자치도 제주시 애월읍 애월해안로 90,458,4.5,114
탐라가든,고기,영업,제주특별자치도 제주시 삼도이동 632-7번지 (서사로69) ,"제주특별자치도 제주시 서사로 51 (삼도이동,(서사로69))",97,3.8,40
상원,한식,영업,제주특별자치도 제주시 용담이동 358-4번지 (대교로21) ,"제주특별자치도 제주시 용담로 98 (용담이동,(대교로21))",0,1.0,1
명품회세꼬시,한식,영업,제주특별자치도 제주시 연동 291-8 ,제주특별자치도 제주시 삼무로3길 22-1 (연동),10,4.5,6
서부두,한식,영업,제주특별자치도 제주시 건입동 1319-129 ,"제주특별자치도 제주시 임항로 37-2, 2~3층 (건입동)",6,5.0,4
명선회식당,해산물,영업,제주특별자치도 제주시 한림읍 수원리 765-5 ,제주특별자치도 제주시 한림읍 수원1길 4,6,5.0,5
삼성혈해물탕,한식,영업,제주특별자치도 제주시 연동 312-27 ,제주특별자치도 제주시 선덕로5길 20 (연동),72,2.9,83
제주기사,한식,영업,제주특별자치도 제주시 오라일동 2446-1 ,제주특별자치도 제주시 공설로 23 (오라일동),13,4.2,29
이도삼춘네포차,호프,영업,제주특별자치도 제주시 이도이동 1062-6번지 ,제주특별자치도 제주시 남광북1길 39 (이도이동),0,0,0
한두기,해산물,영업,제주특별자치도 제주시 용담일동 423번지 ,제주특별자치도 제주시 동한두기길 25 (용담일동),2,4.7,3
의정,한식,영업,제주특별자치도 제주시 연동 273-4번지 (은남5로34) ,"제주특별자치도 제주시 연동7길 26 (연동,(은남5로34))",4,3.0,2
치맥집칼호텔점,호프,영업,제주특별자치도 제주시 이도일동 1708-3번지 ,제주특별자치도 제주시 중앙로 135-1 (이도일동),0,4.7,3
소주파티,한식,영업,제주특별자치도 제주시 일도일동 1064-6번지 ,제주특별자치도 제주시 신산로 10 (일도일동),0,0,0
장춘육당,한식,영업,제주특별자치도 제주시 연동 281-6 ,"제주특별자치도 제주시 신대로10길 36, 1층 (연동)",10,3.4,7
(주)금자탑 제주퍼시픽호텔구내,한식,영업,제주특별자치도 제주시 용담일동 159-1번지 ,제주특별자치도 제주시 서사로 20 (용담일동),0,0,0
보말명가,해산물,영업,제주특별자치도 제주시 용담이동 440 ,제주특별자치도 제주시 흥운길 77 (용담이동),0,0,0
더클라우드,한식,영업,제주특별자치도 제주시 한림읍 귀덕리 3861번지 ,제주특별자치도 제주시 한림읍 한림해안로 530,0,0.0,0
여기야,한식,영업,제주특별자치도 제주시 노형동 1050-6번지 ,"제주특별자치도 제주시 다랑곶4길 46, 101호 (노형동)",0,0.0,0
만덕식당,한식,영업,제주특별자치도 제주시 한경면 고산리 3606-2번지 ,제주특별자치도 제주시 한경면 노을해안로 1168,15,4.5,45
루팡,카페,영업,제주특별자치도 제주시 연동 271-39번지 ,제주특별자치도 제주시 신대로10길 49-1 (연동),0,0.0,0
탑석쇠불고기,한식,영업,제주특별자치도 제주시 일도일동 1281-1 (북초등길7) ,"제주특별자치도 제주시 중앙로8길 5 (일도일동,(북초등길7))",0,0.0,0
남춘,한식,영업,제주특별자치도 제주시 이도이동 379-3번지 ,제주특별자치도 제주시 청귤로 12 (이도이동),154,4.2,88
소로록,한식,영업,제주특별자치도 제주시 구좌읍 월정리 산 41-5 제2호(1층) ,제주특별자치도 제주시 구좌읍 만장굴길 182 (제2호(1층)),5,4.3,7
태공식당,한식,영업,제주특별자치도 제주시 애월읍 애월리 1716-1번지 ,제주특별자치도 제주시 애월읍 애월로11길 7,33,3.6,21
마시카오케이,호프,영업,제주특별자치도 제주시 일도이동 370-16번지 ,제주특별자치도 제주시 동광로20길 29 (일도이동),0,0,0
민하,한식,영업,제주특별자치도 제주시 삼도일동 579-9 (서광로83) ,"제주특별자치도 제주시 서광로 248 (삼도일동,(서광로83))",0,0.0,0
화북황금수산,해산물,영업,제주특별자치도 제주시 화북일동 4216-1번지 외1필지 ,제주특별자치도 제주시 화북일동 4216-1번지 외1필지 ,0,0.0,0
초우,한식,영업,제주특별자치도 제주시 일도이동 168-26번지 (신산로64) ,"제주특별자치도 제주시 신산로 75-1 (일도이동,(신산로64))",2,5.0,4
곤지암,한식,영업,제주특별자치도 제주시 삼도이동 944-2번지 ,"제주특별자치도 제주시 관덕로4길 4, 1층 (삼도이동)",6,4.9,9
소담,카페,영업,제주특별자치도 제주시 연동 303-29번지 ,제주특별자치도 제주시 신대로15길 2 (연동),0,0.0,0
지중해그릴,호프,영업,제주특별자치도 제주시 일도일동 1306-1번지 ,"제주특별자치도 제주시 중앙로7길 23, 1층 (일도일동)",1,4.0,3
맥치킨,호프,영업,제주특별자치도 제주시 삼도일동 579-21번지 ,제주특별자치도 제주시 삼도일동 579-21번지 ,1,5.0,1
지씨(GC)오라동매점,한식,영업,제주특별자치도 제주시 오라이동 34-13 ,제주특별자치도 제주시 오라이동 34-13 ,0,0,0
호남식당,한식,영업,제주특별자치도 제주시 한림읍 한림리 1323-14번지 (1층) ,"제주특별자치도 제주시 한림읍 사가길 21, 1층",0,4.8,5
서바다돌장어,한식,영업,제주특별자치도 제주시 연동 310-13 ,"제주특별자치도 제주시 귀아랑길 13, 1층 (연동)",0,0,0
올레길호프,호프,영업,제주특별자치도 제주시 삼도일동 552-15번지 ,제주특별자치도 제주시 서광로21길 3 (삼도일동),0,0.0,0
(주)사조그랜드리조트,한식,영업,제주특별자치도 제주시 조천읍 북촌리 9-1번지 (지하1층) ,제주특별자치도 제주시 조천읍 일주동로 지하 1616-7,0,4.0,1
올랭이와물꾸럭구제주점,한식,영업,제주특별자치도 제주시 이도이동 408-9번지 ,제주특별자치도 제주시 천수로6길 1 (이도이동),79,3.2,14
돈마루,고기,영업,제주특별자치도 제주시 노형동 2517-8 ,제주특별자치도 제주시 수덕5길 71-2 (노형동),2,2.6,5
스페샬동문점,호프,영업,제주특별자치도 제주시 건입동 1257-1 ,제주특별자치도 제주시 만덕로 32 (건입동),0,0.0,0
횡단보도앞,호프,영업,제주특별자치도 제주시 이도이동 1781-1번지 ,제주특별자치도 제주시 서광로 282 (이도이동),0,0.0,0
주식회사크라운에셋,한식,영업,제주특별자치도 제주시 이도일동 1315번지 ,제주특별자치도 제주시 삼성로 10 (이도일동),0,0,0
동진,한식,영업,제주특별자치도 제주시 일도일동 1146번지 ,제주특별자치도 제주시 일도일동 1146번지 ,66,3.9,28
안성,한식,영업,제주특별자치도 제주시 일도일동 1102-9번지 ,제주특별자치도 제주시 동문로4길 17-4 (일도일동),5,4.3,13
비원,한식,영업,제주특별자치도 제주시 노형동 100번지 (1층) ,제주특별자치도 제주시 수목원길 3-1 (노형동),23,3.2,23
오륙도,고기,영업,제주특별자치도 제주시 일도일동 1325-1번지 ,제주특별자치도 제주시 관덕로15길 10 (일도일동),0,5.0,1
동원,한식,영업,제주특별자치도 제주시 일도일동 1146번지 ,제주특별자치도 제주시 일도일동 1146번지 ,0,0.0,0
초가장,해산물,영업,"제주특별자치도 제주시 건입동 1319-31 , 1319-32번지 ",제주특별자치도 제주시 서부두길 16 (건입동),0,5.0,2
불로된참숯바베큐외도점,호프,영업,제주특별자치도 제주시 외도일동 533-7번지 ,제주특별자치도 제주시 조공포길 48 (외도일동),4,4.2,10
다인횟집,일식,영업,제주특별자치도 제주시 이도일동 1782-1번지 (광양중2로3) ,"제주특별자치도 제주시 서광로29길 3 (이도일동,(광양중2로3))",0,0.0,0
아모르,카페,영업,제주특별자치도 제주시 연동 255-6 ,"제주특별자치도 제주시 신광로10길 22, 2층 (연동)",0,0,0
돈자루,한식,영업,제주특별자치도 제주시 노형동 1051-1 ,제주특별자치도 제주시 월랑로10길 22 (노형동),1,5.0,5
큰아들떡볶이,한식,영업,제주특별자치도 제주시 이도이동 1140-26번지 ,제주특별자치도 제주시 광양13길 22 (이도이동),0,0,0
이모횟집,고기,영업,제주특별자치도 제주시 연동 2313-3번지 ,"제주특별자치도 제주시 도령로11길 26-5, 108호 (연동)",2,0.0,0
돈나라,한식,영업,제주특별자치도 제주시 화북일동 1948-16 (1층) ,제주특별자치도 제주시 진남로6길 36 (화북일동),0,0,0
도니도니,한식,영업,제주특별자치도 제주시 한림읍 한림리 1328-40번지 ,제주특별자치도 제주시 한림읍 한림해안로 154,0,0,0
멕시카나치킨김녕점,호프,영업,제주특별자치도 제주시 구좌읍 김녕리 1690번지 ,제주특별자치도 제주시 구좌읍 김녕로 122,0,0,0
(주)뉴월드,뷔페,영업,제주특별자치도 제주시 화북일동 1244-1번지 ,제주특별자치도 제주시 일주동로 233 (화북일동),2,2.8,5
비욘드더테이블,한식,영업,제주특별자치도 제주시 한경면 저지리 1525-1번지 ,제주특별자치도 제주시 한경면 녹차분재로 685-21,0,0,0
아구명물아구찜,한식,영업,제주특별자치도 제주시 일도이동 1028-19번지 (신선2로8) ,"제주특별자치도 제주시 신선길 23 (일도이동,(신선2로8))",0,0.0,0
푸른목장,한식,영업,제주특별자치도 제주시 노형동 2535-5번지 ,"제주특별자치도 제주시 정존5길 4, 1층 (노형동)",0,0.0,0
설농옥시청점,한식,영업,제주특별자치도 제주시 이도이동 1176-42번지 ,제주특별자치도 제주시 동광로4길 9-2 (이도이동),1,4.5,2
탐라도서관구내식당,한식,영업,제주특별자치도 제주시 노형동 3812-1번지 ,"제주특별자치도 제주시 정원로 50, 1층 (노형동)",0,0,0
광양고가네,한식,영업,제주특별자치도 제주시 이도일동 1688-7번지 (광양중1로 62) 102호 ,"제주특별자치도 제주시 광양2길 35 (이도일동,(광양중1로 62) 102호)",3,4.5,2
순이네밥집,한식,영업,제주특별자치도 제주시 화북일동 2130-11번지 ,제주특별자치도 제주시 선반로 46 (화북일동),0,0.0,0
짜장궁,중식,영업,제주특별자치도 제주시 일도이동 354-15 ,제주특별자치도 제주시 신산로15길 53 (일도이동),0,3.0,4
한빛,한식,영업,제주특별자치도 제주시 연동 274-60번지 (도호1로10) ,"제주특별자치도 제주시 연동8길 8 (연동,(도호1로10))",1,4.5,4
왕육개장,한식,영업,제주특별자치도 제주시 연동 311-74번지 (귀아랑3로12) ,"제주특별자치도 제주시 신대로7길 10 (연동,(귀아랑3로12))",0,0,0
초량화성,고기,영업,제주특별자치도 제주시 일도이동 68-2번지 (연수로8) ,"제주특별자치도 제주시 연수로1길 4 (일도이동,(연수로8))",2,4.2,5
해오름,고기,영업,제주특별자치도 제주시 도두일동 1181-5번지 ,"제주특별자치도 제주시 오일장서길 21, 1~2층 (도두일동)",21,3.2,21
길촌,해산물,영업,제주특별자치도 제주시 도두일동 2615-4 (도두항로77) ,"제주특별자치도 제주시 도공로 6 (도두일동,(도두항로77))",3,4.6,10
작심삼일,분식,영업,제주특별자치도 제주시 화북일동 1972-2번지 ,"제주특별자치도 제주시 진동로3길 40-1, 101호 (화북일동)",0,0.0,0
서귀포신용이식당,고기,영업,제주특별자치도 제주시 노형동 2523-5번지 ,제주특별자치도 제주시 정존3길 8 (노형동),6,4.7,6
연동탑부평,한식,영업,제주특별자치도 제주시 연동 294-46번지 삼다연동맨션102호(사장2로26) ,"제주특별자치도 제주시 신대로18길 16 (연동,삼다연동맨션102호(사장2로26))",4,5.0,4
세화국수동네,한식,영업,제주특별자치도 제주시 구좌읍 세화리 1521-5번지 ,제주특별자치도 제주시 구좌읍 구좌로 31,0,0,0
족발좌선생,한식,영업,제주특별자치도 제주시 한림읍 한림리 1342-1번지 ,제주특별자치도 제주시 한림읍 사가길 11-1,19,4.4,5
닻,한식,영업,제주특별자치도 제주시 한림읍 한림리 1320-6번지 ,제주특별자치도 제주시 한림읍 사가길 16,0,5.0,1
향토마을,한식,영업,제주특별자치도 제주시 한림읍 금악리 2094번지 ,제주특별자치도 제주시 한림읍 금악로1길 2,0,3.0,6
호돌이식당,한식,영업,제주특별자치도 제주시 한림읍 협재리 3025번지 ,제주특별자치도 제주시 한림읍 협재리 3025번지 ,30,4.1,51
소금인형,카페,영업,제주특별자치도 제주시 삼도이동 303-8번지 ,제주특별자치도 제주시 전농로 109 (삼도이동),0,0.0,0
쿵푸반점,한식,영업,제주특별자치도 제주시 이도일동 1244-7번지 ,"제주특별자치도 제주시 동광로 45, 1층 (이도일동)",4,0.0,0
토크쇼신제주점,호프,영업,제주특별자치도 제주시 연동 295-2번지 ,"제주특별자치도 제주시 신대로20길 22, 1층 (연동)",0,0.0,0
몰디브,카페,영업,제주특별자치도 제주시 연동 291-10번지 ,제주특별자치도 제주시 삼무로3길 14 (연동),0,0.0,0
뭉치소주방,호프,영업,제주특별자치도 제주시 이도일동 1708-1번지 ,"제주특별자치도 제주시 중앙로23길 2, 1층 (이도일동)",0,0,0
김녕해녀직영횟집,한식,영업,제주특별자치도 제주시 구좌읍 김녕리 1270-3번지 ,"제주특별자치도 제주시 구좌읍 김녕로21길 25, 나동 1층",27,2.9,30
써니,호프,영업,제주특별자치도 제주시 연동 284-19번지 (도호2로19) ,"제주특별자치도 제주시 연동10길 13 (연동,(도호2로19))",0,0.0,0
금능자갈,한식,영업,제주특별자치도 제주시 한림읍 금능리 1454-11번지 ,제주특별자치도 제주시 한림읍 한림로 228,11,3.7,31
동강,한식,영업,제주특별자치도 제주시 도남동 901-9번지 ,"제주특별자치도 제주시 신성로 17, 1층 (도남동)",136,4.3,8
에바다,한식,영업,제주특별자치도 제주시 삼도이동 104-2번지 (남문로20) ,"제주특별자치도 제주시 관덕로8길 8 (삼도이동,(남문로20))",1,5.0,1
추자섬,고기,영업,제주특별자치도 제주시 추자면 대서리 8번지 ,제주특별자치도 제주시 추자면 대서리 8번지 ,0,5.0,1
신제일,해산물,영업,제주특별자치도 제주시 삼도이동 1192-4번지 ,제주특별자치도 제주시 탑동로 39 (삼도이동),0,0.0,0
쉬는팡,한식,영업,제주특별자치도 제주시 삼도이동 830-13번지 (서성로46) ,"제주특별자치도 제주시 관덕로2길 22 (삼도이동,(서성로46))",0,4.5,2
즐겨찾기,중식,영업,제주특별자치도 제주시 도련이동 598번지 ,제주특별자치도 제주시 매촌1길 18 (도련이동),0,3.0,4
춘하추동,한식,영업,제주특별자치도 제주시 애월읍 어음리 2525 ,제주특별자치도 제주시 애월읍 천덕로 440-17,1,4.7,6
섬소나이,양식,영업,제주특별자치도 제주시 우도면 연평리 1290-6 ,제주특별자치도 제주시 우도면 우도해안길 814,163,4.3,114
카리브해,한식,영업,제주특별자치도 제주시 조천읍 북촌리 산 65 ,제주특별자치도 제주시 조천읍 북선로 125,0,0.0,0
티하우스1,한식,영업,제주특별자치도 제주시 조천읍 북촌리 산 65 ,제주특별자치도 제주시 조천읍 북선로 125,0,0,0
티하우스2,한식,영업,제주특별자치도 제주시 조천읍 북촌리 산 65 ,제주특별자치도 제주시 조천읍 북선로 125,0,0,0
테라스클럽,한식,영업,제주특별자치도 제주시 조천읍 북촌리 산 65 ,제주특별자치도 제주시 조천읍 북선로 125,0,0,0
가을,카페,영업,제주특별자치도 제주시 연동 311-17번지 (연문1로33) ,"제주특별자치도 제주시 귀아랑길 27 (연동,(연문1로33))",0,0.0,0
뚱쏭푸드,한식,영업,제주특별자치도 제주시 연동 303-29 (문송1로6) ,"제주특별자치도 제주시 신대로15길 2 (연동,(문송1로6))",0,0,0
길목,카페,영업,제주특별자치도 제주시 용담일동 152번지 (서사로10) ,"제주특별자치도 제주시 서사로 6-1 (용담일동,(서사로10))",0,0,0
곽지식당,한식,영업,제주특별자치도 제주시 애월읍 곽지리 1575-3 ,제주특별자치도 제주시 애월읍 곽지3길 27,35,4.2,18
해빈촌,한식,영업,제주특별자치도 제주시 연동 255-10번지 (송천1로36) ,"제주특별자치도 제주시 신광로10길 26 (연동,(송천1로36))",1,5.0,1
코리아나호텔구내,한식,영업,제주특별자치도 제주시 연동 303-10 (은남1로8) ,"제주특별자치도 제주시 은남길 37 (연동,(은남1로8))",0,0,0
향우본가제주점,일식,영업,제주특별자치도 제주시 이도일동 1271-11 ,제주특별자치도 제주시 오현길 2 (이도일동),0,0,0
가자우리집,한식,영업,제주특별자치도 제주시 건입동 984-15번지 ,제주특별자치도 제주시 임항로 55-4 (건입동),7,2.0,26
또와,한식,영업,제주특별자치도 제주시 일도일동 1146 ,제주특별자치도 제주시 동문로4길 9 (일도일동),1,5.0,4
복집,한식,영업,제주특별자치도 제주시 용담일동 109번지 ,제주특별자치도 제주시 비룡길 5 (용담일동),36,4.1,58
골목,한식,영업,제주특별자치도 제주시 이도일동 1347번지 ,제주특별자치도 제주시 이도일동 1347번지 ,24,4.3,20
날걸로,해산물,영업,제주특별자치도 제주시 건입동 1413번지 ,제주특별자치도 제주시 중앙로1길 8 (건입동),0,0.0,0
맛동산,한식,영업,제주특별자치도 제주시 연동 272-33번지 (연중2로71) ,"제주특별자치도 제주시 신대로12길 51 (연동,(연중2로71))",0,0.0,0
지씨(GC)오라서매점,한식,영업,제주특별자치도 제주시 오라이동 344-3 ,제주특별자치도 제주시 오라이동 344-3 ,0,0,0
제주태원,한식,영업,제주특별자치도 제주시 일도이동 330-14 (인화초등동로8) ,"제주특별자치도 제주시 고마로10길 6 (일도이동,(인화초등동로8))",3,3.3,4
더막스,호프,영업,제주특별자치도 제주시 화북일동 1966-18 ,제주특별자치도 제주시 진동로5길 34 (화북일동),0,0.0,0
하나미,일식,영업,제주특별자치도 제주시 노형동 1274-3번지 ,"제주특별자치도 제주시 다랑곶6길 28, 1층 (노형동)",7,4.7,22
남문,한식,영업,제주특별자치도 제주시 이도일동 1709-2번지 ,제주특별자치도 제주시 중앙로21길 2 (이도일동),2,5.0,3
한담의바다풍경,한식,영업,제주특별자치도 제주시 애월읍 애월리 2543-1 ,제주특별자치도 제주시 애월읍 애월로1길 26-3,0,2.7,3
