사업장명,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,Reviews,stars,stars_vote_num
교래손칼국수,한식,영업,제주특별자치도 제주시 조천읍 교래리 491 ,제주특별자치도 제주시 조천읍 비자림로 645,43,3.9,54
뱃사공,해산물,영업,제주특별자치도 제주시 화북일동 1763-1번지 ,제주특별자치도 제주시 진동로 36 (화북일동),2,4.0,4
동해야,한식,영업,제주특별자치도 제주시 용담이동 359-81번지 ,제주특별자치도 제주시 흥운길 44 (용담이동),7,4.4,14
미가람,호프,영업,제주특별자치도 제주시 삼도일동 580-69 (서운당5로16) ,"제주특별자치도 제주시 서광로26길 10-1 (삼도일동,(서운당5로16))",0,5.0,1
도남시골낙지,한식,영업,제주특별자치도 제주시 도남동 909-9번지 ,제주특별자치도 제주시 도남로 44 (도남동),2,4.8,10
수레바퀴,호프,영업,제주특별자치도 제주시 삼도이동 8-1번지 (맛고을길37) ,"제주특별자치도 제주시 중앙로2길 23 (삼도이동,(맛고을길37))",0,4.0,1
자양삼계탕,호프,영업,제주특별자치도 제주시 삼도이동 108-16 (향사2로27) ,"제주특별자치도 제주시 관덕로6길 17 (삼도이동,(향사2로27))",114,4.4,22
강스피자,한식,영업,제주특별자치도 제주시 한경면 고산리 2225번지 ,"제주특별자치도 제주시 한경면 고락로 13, 1층",0,4.0,3
이돈갓,경양식,영업,제주특별자치도 제주시 일도일동 1301-6번지 ,제주특별자치도 제주시 칠성로길 27 (일도일동),7,4.8,9
구삼반점,중식,영업,제주특별자치도 제주시 이도이동 432번지 ,제주특별자치도 제주시 정든로 50 (이도이동),15,3.7,15
아주반점,중식,영업,제주특별자치도 제주시 일도일동 1475-1 ,제주특별자치도 제주시 관덕로13길 4 (일도일동),9,2.6,14
스타시티(주),한식,영업,제주특별자치도 제주시 애월읍 광령리 2698번지 2698외 6필지 ,제주특별자치도 제주시 애월읍 광령평화2길 1 (2698외 6필지),0,0.0,0
삼육오,한식,영업,제주특별자치도 제주시 이도이동 382-12번지 ,제주특별자치도 제주시 가령로 71 (이도이동),4,4.5,11
더스카이,경양식,영업,제주특별자치도 제주시 건입동 1397-1 ,제주특별자치도 제주시 임항로 14 (건입동),2,0.0,0
한양관양꼬치,한식,영업,제주특별자치도 제주시 이도이동 397-7번지 (연삼로466) ,"제주특별자치도 제주시 연삼로 450 (이도이동,(연삼로466))",27,4.2,11
신설오름,한식,영업,제주특별자치도 제주시 일도이동 409-5 ,제주특별자치도 제주시 고마로17길 2 (일도이동),233,4.1,171
파도국수,한식,영업,제주특별자치도 제주시 연동 303-29 ,"제주특별자치도 제주시 신대로15길 2, 1층 (연동)",9,4.8,23
소방서구내,한식,영업,제주특별자치도 제주시 이도이동 799-2 ,제주특별자치도 제주시 중앙로 342 (이도이동),0,0,0
능가,한식,영업,제주특별자치도 제주시 오라일동 2446 ,제주특별자치도 제주시 공설로 23 (오라일동),8,3.0,1
평화가든,한식,영업,제주특별자치도 제주시 연동 275-4 (사장4로76) ,"제주특별자치도 제주시 신대로20길 50 (연동,(사장4로76))",0,5.0,2
천미르,카페,영업,제주특별자치도 제주시 연동 262-33번지 (지하1층) ,"제주특별자치도 제주시 신광로8길 5 (연동,(지하1층))",0,0,0
제원삼계탕,한식,영업,제주특별자치도 제주시 연동 261-60번지 (연제1로22) ,"제주특별자치도 제주시 제원길 16 (연동,(연제1로22))",4,3.4,5
신해바라기,분식,영업,제주특별자치도 제주시 일도일동 1342-4번지 ,제주특별자치도 제주시 관덕로13길 13 (일도일동),190,2.9,59
순희실내포장마차,호프,영업,제주특별자치도 제주시 삼도이동 868번지 ,제주특별자치도 제주시 삼도이동 868번지 ,0,0,0
대진,해산물,영업,"제주특별자치도 제주시 건입동 1319-31번지 외1필지(1층,2층) ",제주특별자치도 제주시 서부두길 16 (건입동),5,4.3,6
피자리치,호프,영업,제주특별자치도 제주시 외도이동 234-2 (1층) ,"제주특별자치도 제주시 도근내길 13-8 (외도이동,(1층))",0,0.0,0
한강수,한식,영업,제주특별자치도 제주시 이도일동 1709-14번지 ,제주특별자치도 제주시 중앙로 131-2 (이도일동),0,5.0,1
명문푸드농협도지부구내,한식,영업,제주특별자치도 제주시 삼도일동 794-3번지 ,제주특별자치도 제주시 서사로 56 (삼도일동),0,0,0
호반식당,한식,영업,제주특별자치도 제주시 삼도이동 149번지 ,제주특별자치도 제주시 삼도이동 149번지 ,4,4.5,6
따라비풍경,호프,영업,제주특별자치도 제주시 이도이동 1075-4번지 ,"제주특별자치도 제주시 오복4길 19-1, 1층 (이도이동)",0,0.0,0
스몰바,카페,영업,제주특별자치도 제주시 연동 256-2번지 ,"제주특별자치도 제주시 신광로10길 27, 지하1층 (연동)",0,0,0
영자포차,호프,영업,"제주특별자치도 제주시 일도이동 377-11번지 신산시장 112호, 113호, 114호 ","제주특별자치도 제주시 고마로17길 11 (일도이동,신산시장 112호, 113호, 114호)",0,4.7,3
영건,호프,영업,제주특별자치도 제주시 연동 273-34번지 (연중6로23) ,"제주특별자치도 제주시 신대로16길 44 (연동,(연중6로23))",3,4.3,6
딤섬호프,한식,영업,제주특별자치도 제주시 노형동 1045-12번지 (월랑4로41) ,"제주특별자치도 제주시 월랑로10길 29-1 (노형동,(월랑4로41))",0,0.0,0
내가찾은맛고을,호프,영업,제주특별자치도 제주시 화북일동 1947-21번지 ,제주특별자치도 제주시 진남로8길 39 (화북일동),2,5.0,1
김해,해산물,영업,"제주특별자치도 제주시 용담삼동 505번지 현대아파트상가1차 102, 103호 ","제주특별자치도 제주시 서해안로 660, 102,103호 (용담삼동, 현대아파트상가1차)",17,4.1,16
해다미,해산물,영업,"제주특별자치도 제주시 용담삼동 505번지 현대아파트상가1차 104, 105호 ","제주특별자치도 제주시 서해안로 660, 104, 105호 (용담삼동, 현대아파트상가1차)",4,4.9,7
우현,해산물,영업,제주특별자치도 제주시 용담삼동 505번지 현대아파트 상가동 101호,"제주특별자치도 제주시 서해안로 660, 상가동 101호 (용담삼동)",0,4.8,4
제주동,한식,영업,제주특별자치도 제주시 연동 302-10 ,"제주특별자치도 제주시 문송길 22, 1층 (연동)",0,0,0
언양,한식,영업,제주특별자치도 제주시 이도일동 1349-29번지 ,제주특별자치도 제주시 중앙로11길 13 (이도일동),0,4.8,5
연동대복관,중식,영업,제주특별자치도 제주시 연동 303-13번지 ,제주특별자치도 제주시 신대로 126 (연동),1,2.7,3
쎌빠연동점,호프,영업,제주특별자치도 제주시 연동 272-38번지 ,"제주특별자치도 제주시 신대로14길 50, 2층 (연동)",0,4.0,1
팡돌비어,호프,영업,제주특별자치도 제주시 도남동 910-17번지 ,제주특별자치도 제주시 도남로 36 (도남동),0,5.0,1
진미네,한식,영업,제주특별자치도 제주시 노형동 2612-9번지 (수덕5로50) ,"제주특별자치도 제주시 수덕5길 42 (노형동,(수덕5로50))",27,3.7,12
제주영재숯불,고기,영업,제주특별자치도 제주시 연동 256-5 ,제주특별자치도 제주시 신광로10길 23 (연동),2,5.0,2
다복,한식,영업,제주특별자치도 제주시 조천읍 함덕리 72-80번지 ,제주특별자치도 제주시 조천읍 함와로 74,4,4.4,5
오렌지,한식,영업,제주특별자치도 제주시 한림읍 한림리 1350-1번지 ,제주특별자치도 제주시 한림읍 사가길 2,0,0.0,0
현옥식당,한식,영업,제주특별자치도 제주시 오라일동 2445-2번지 (운동장길59) ,"제주특별자치도 제주시 서광로2길 35 (오라일동,(운동장길59))",44,3.4,55
토대력드림점,호프,영업,제주특별자치도 제주시 이도이동 1186-19 ,"제주특별자치도 제주시 서광로32길 35-1, 1층 (이도이동)",0,1.0,1
오지하우스제주본점,호프,영업,제주특별자치도 제주시 이도이동 1770-3 ,제주특별자치도 제주시 광양10길 26 (이도이동),0,0,0
동희,해산물,영업,제주특별자치도 제주시 용담이동 447번지 ,제주특별자치도 제주시 흥운길 89 (용담이동),0,0,0
북경루,중식,영업,제주특별자치도 제주시 일도이동 1029-121번지 ,"제주특별자치도 제주시 신선길 6, 1층 (일도이동)",0,0,0
엘비,호프,영업,제주특별자치도 제주시 연동 303-32번지 (신대로95) ,"제주특별자치도 제주시 신대로 123 (연동,(신대로95))",0,0,0
디케이치킨신제주점,고기,영업,제주특별자치도 제주시 연동 283-35 ,제주특별자치도 제주시 은남3길 34 (연동),2,5.0,4
이모24시해장국,한식,영업,제주특별자치도 제주시 구좌읍 세화리 1515-9번지 ,"제주특별자치도 제주시 구좌읍 세화북길 1, 1층",0,4.6,10
종배네,한식,영업,제주특별자치도 제주시 한경면 고산리 2211-1 ,"제주특별자치도 제주시 한경면 고락로 2, 1층",209,4.2,18
해녀촌식당,한식,영업,제주특별자치도 제주시 구좌읍 동복리 1638-1 ,제주특별자치도 제주시 구좌읍 동복로 33,161,3.6,115
술한모금,호프,영업,제주특별자치도 제주시 이도이동 1008-3번지 ,"제주특별자치도 제주시 신성로10길 7, 1층 (이도이동)",0,5.0,1
현기네,한식,영업,제주특별자치도 제주시 봉개동 1829-9번지 (동부관광도로475) ,"제주특별자치도 제주시 번영로 487 (봉개동,(동부관광도로475))",0,5.0,4
제주본,한식,영업,제주특별자치도 제주시 노형동 933-17번지 (송천1로74) ,"제주특별자치도 제주시 원노형남1길 31 (노형동,(송천1로74))",110,4.1,69
오늘와인한잔제주시청점,술집,영업,제주특별자치도 제주시 이도이동 1778-18 ,"제주특별자치도 제주시 서광로32길 14, 1층 (이도이동)",3,4.6,5
신제주명동보쌈,고기,영업,제주특별자치도 제주시 연동 1515-9 ,"제주특별자치도 제주시 연화중길 13, 1층 (연동)",1,3.0,5
스모프치킨고산점,한식,영업,제주특별자치도 제주시 한경면 고산리 2226번지 ,"제주특별자치도 제주시 한경면 고락로 13-1, 1층",4,4.6,7
한일식당,한식,영업,제주특별자치도 제주시 애월읍 납읍리 2468-1 ,제주특별자치도 제주시 애월읍 납읍남로 48,3,3.2,5
(주)제주컨트리구락부,한식,영업,제주특별자치도 제주시 영평동 2238-2번지 ,"제주특별자치도 제주시 516로 2695, 2층 (영평동)",14,3.0,10
캐빈,한식,영업,제주특별자치도 제주시 이도일동 1787-1번지 (광양중1로24) ,"제주특별자치도 제주시 광양2길 10 (이도일동,(광양중1로24))",0,0,0
밀,분식,영업,제주특별자치도 제주시 일도이동 325-14번지 (인화북3로62) ,"제주특별자치도 제주시 동광로21길 9 (일도이동,(인화북3로62))",2,5.0,5
영산강가마솥,한식,영업,제주특별자치도 제주시 아라이동 1474-1번지 ,제주특별자치도 제주시 중앙로 437 (아라이동),1,5.0,2
고관심해장국,한식,영업,제주특별자치도 제주시 한경면 고산리 2822-17 ,제주특별자치도 제주시 한경면 용고로 86,2,4.6,5
해동,한식,영업,제주특별자치도 제주시 오라일동 2441-1 시외버스터미널 ,"제주특별자치도 제주시 서광로 174, 시외버스터미널 (오라일동)",2,3.5,4
짬뽕의신,한식,영업,제주특별자치도 제주시 이도이동 1078-1 ,"제주특별자치도 제주시 오복2길 13, 1층 (이도이동)",0,2.6,5
내도바당,해산물,영업,제주특별자치도 제주시 내도동 509번지 ,제주특별자치도 제주시 내도중길 9-7 (내도동),8,4.7,28
삼춘네,고기,영업,제주특별자치도 제주시 이도이동 1054-10번지 ,제주특별자치도 제주시 고산동산5길 17 (이도이동),1,5.0,1
돌섬식당,한식,영업,제주특별자치도 제주시 한림읍 한림리 1314-101번지 ,제주특별자치도 제주시 한림읍 한림로15길 11,1,0.0,0
소풍,한식,영업,제주특별자치도 제주시 도남동 73-2번지 ,제주특별자치도 제주시 독짓골2길 9 (도남동),0,0.0,0
학고재,한식,영업,제주특별자치도 제주시 삼도이동 1241-19번지 (남성3로67) ,"제주특별자치도 제주시 남성로26길 37 (삼도이동,(남성3로67))",6,3.0,6
으랏차차도남점,호프,영업,제주특별자치도 제주시 도남동 86-15번지 (1층) ,"제주특별자치도 제주시 신성로8길 4, 1층 (도남동)",0,0.0,0
인동마을7080,한식,영업,제주특별자치도 제주시 연동 281-28 ,제주특별자치도 제주시 삼무로 61 (연동),0,0.0,0
오태식해바라기치킨용담점,호프,영업,제주특별자치도 제주시 용담이동 603-23 ,"제주특별자치도 제주시 용담로 73, 1층 (용담이동)",0,3.8,5
모이세신제주로타리점,호프,영업,제주특별자치도 제주시 연동 311-18번지 (연문1로37) ,"제주특별자치도 제주시 귀아랑길 31 (연동,(연문1로37))",3,1.9,9
새벽집,고기,영업,제주특별자치도 제주시 이도이동 409-1 ,제주특별자치도 제주시 고마로 144 (이도이동),28,5.0,2
승주네건입점,한식,영업,제주특별자치도 제주시 건입동 1089-8번지 ,제주특별자치도 제주시 동문로 81 (건입동),0,0,0
미스터리고깃집,고기,영업,제주특별자치도 제주시 노형동 1277-5 ,제주특별자치도 제주시 다랑곶길 19 (노형동),0,0.0,0
시민골,한식,영업,제주특별자치도 제주시 이도일동 1701-9 ,"제주특별자치도 제주시 중앙로21길 6, 1층 (이도일동)",7,4.6,8
토크쇼코스모스점,호프,영업,제주특별자치도 제주시 연동 303-37 ,제주특별자치도 제주시 노연로 147 (연동),0,0,0
엉덩물,해산물,영업,제주특별자치도 제주시 연동 291-116번지 (성두3로21) ,"제주특별자치도 제주시 성두길 7-7 (연동,(성두3로21))",18,3.9,20
이거스치킨피자밸리신제주점,한식,영업,제주특별자치도 제주시 노형동 917-10번지 (연동로136) ,"제주특별자치도 제주시 노연로 55 (노형동,(연동로136))",0,0,0
해원초가집,해산물,영업,제주특별자치도 제주시 용담이동 488번지 (용두암길84) ,"제주특별자치도 제주시 서해안로 687-6 (용담이동,(용두암길84))",0,5.0,1
바밤바,술집,영업,제주특별자치도 제주시 이도이동 1179-1 ,"제주특별자치도 제주시 광양11길 10-1, 지하1층 (이도이동)",0,0.0,0
삼대국수회관본점,한식,영업,제주특별자치도 제주시 일도이동 1045-12 ,제주특별자치도 제주시 삼성로 41 (일도이동),328,3.5,161
