사업장명,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,Reviews,stars,stars_vote_num,n_reviews,n_stars
사실은사소한일상,카페,영업,제주특별자치도 서귀포시 대정읍 무릉리 933-14 ,제주특별자치도 서귀포시 대정읍 무영로254번길 17,25,5.0,18,129,4.88
리볼버,외국요리,영업,제주특별자치도 서귀포시 상예동 584-2 ,"제주특별자치도 서귀포시 예래로 31, 1층 (상예동)",6,4.0,21,161,4.55
제주앤더스,카페,영업,제주특별자치도 서귀포시 대정읍 무릉리 2805-3 ,"제주특별자치도 서귀포시 대정읍 서삼중로 100, 1층",0,0.0,0,92,4.61
바당길서귀포점,한식,영업,제주특별자치도 서귀포시 남원읍 신례리 71-4 ,"제주특별자치도 서귀포시 남원읍 공천포로 47-4, 1층",17,5.0,7,95,4.79
옳은식당성산,한식,영업,제주특별자치도 서귀포시 성산읍 성산리 392 제주 성산 리치유 클래시아 1층 38호,"제주특별자치도 서귀포시 성산읍 성산등용로17번길 55, 1층 38호 (제주 성산 리치유 클래시아)",11,5.0,6,83,4.94
카페512,카페,영업,제주특별자치도 제주시 일도이동 71번지 ,"제주특별자치도 제주시 연삼로 512, 1층 (일도이동)",2,5.0,4,79,4.57
써브웨이제주대점,패스트푸드,영업,제주특별자치도 제주시 아라이동 34-13번지 ,"제주특별자치도 제주시 제주대학로 113, 1.2층 (아라이동)",3,2.0,14,416,4.35
공차제주연동점,카페,영업,제주특별자치도 제주시 연동 272-9번지 ,"제주특별자치도 제주시 신광로 35, 1층 (연동)",4,3.8,4,508,4.52
이디야커피제주연북로점,카페,영업,제주특별자치도 제주시 노형동 725 ,"제주특별자치도 제주시 연북로 34, 1층 (노형동)",1,1.8,5,278,4.52
세븐일레븐헤르지아점,카페,영업,제주특별자치도 제주시 오라이동 1222번지 ,"제주특별자치도 제주시 연삼로 199, 1층 (오라이동)",0,0.0,0,61,4.07
공차제주삼화점,카페,영업,제주특별자치도 제주시 도련일동 1937-6 ,"제주특별자치도 제주시 건주로 37, 1층 (도련일동)",2,4.5,6,367,4.51
설빙제주대병원점,카페,영업,제주특별자치도 제주시 아라일동 6082-2번지 ,"제주특별자치도 제주시 중앙로 576, 2-3층 (아라일동)",3,4.7,3,107,4.51
이디야제주화북점,카페,영업,제주특별자치도 제주시 화북일동 1221-2번지 ,"제주특별자치도 제주시 동화로 12, 1~2층 (화북일동)",1,3.7,9,185,4.45
공차베라체점,카페,영업,제주특별자치도 제주시 아라이동 3012-12번지 ,"제주특별자치도 제주시 승천로 74, 1층 (아라이동)",4,3.6,5,238,4.26
봄봄제주중앙여고점,카페,영업,제주특별자치도 제주시 이도이동 1987-10번지 ,"제주특별자치도 제주시 중앙로 365, 1층 (이도이동)",0,3.8,4,64,4.29
삼양다방,카페,영업,제주특별자치도 제주시 삼양이동 2137-20번지 ,"제주특별자치도 제주시 일주동로 387-1, 1층 (삼양이동)",23,4.6,14,274,4.69
스므으커피연동점,카페,영업,제주특별자치도 제주시 연동 273-41 ,"제주특별자치도 제주시 연동7길 41, 1층 (연동)",7,5.0,2,66,4.68
돌코롬맛존디,카페,영업,제주특별자치도 제주시 한림읍 귀덕리 1002-1번지 ,"제주특별자치도 제주시 한림읍 일주서로 5893, 1층",22,4.7,49,416,4.6
공백1,카페,영업,제주특별자치도 제주시 구좌읍 동복리 719-1번지 ,"제주특별자치도 제주시 구좌읍 동복로 85, 1층",0,0.0,0,2005,4.35
빽다방제주외도점,카페,영업,제주특별자치도 제주시 외도일동 549-5 대원상록수11차아파트 ,"제주특별자치도 제주시 우정로15길 1, 1층 (외도일동, 대원상록수11차아파트)",0,2.5,2,236,4.33
모넬로키즈카페,카페,영업,제주특별자치도 제주시 노형동 1236-4번지 ,"제주특별자치도 제주시 월랑로 70, 1~2층 (노형동)",7,3.8,4,70,4.63
에이바우트커피종합경기장점,카페,영업,제주특별자치도 제주시 오라일동 2451-6 ,"제주특별자치도 제주시 서사로 184, 1층 (오라일동)",3,1.5,15,676,4.2
만나요만나,카페,영업,제주특별자치도 제주시 조천읍 함덕리 966-7번지 ,"제주특별자치도 제주시 조천읍 함덕18길 6, 1층",1,5.0,3,171,4.79
플로리안인제주,카페,영업,제주특별자치도 제주시 노형동 1049-4번지 ,"제주특별자치도 제주시 월랑로8길 32, 1층 (노형동)",15,5.0,7,56,4.56
썸의시작,카페,영업,제주특별자치도 제주시 애월읍 신엄리 2723-5 ,"제주특별자치도 제주시 애월읍 애월해안로 570-1, 1~2층",12,4.4,11,168,4.58
에밀리파크,카페,영업,제주특별자치도 제주시 조천읍 신촌리 1615-2 ,"제주특별자치도 제주시 조천읍 조천우회로 104, 1층",3,0.0,0,367,4.31
뉴욕버거제주노형점,카페,영업,제주특별자치도 제주시 노형동 3809-9 ,"제주특별자치도 제주시 노형2길 25, 1층 (노형동)",12,3.3,9,95,4.42
거인의정원,카페,영업,제주특별자치도 제주시 아라일동 2853-1 ,"제주특별자치도 제주시 대원길 58, 1층 (아라일동)",8,4.4,8,107,4.51
쏠레일베이커리카페,카페,영업,제주특별자치도 제주시 봉개동 1904번지 ,"제주특별자치도 제주시 번영로 508, 1층 (봉개동)",10,4.9,19,77,4.58
에이바우트커피외도점,카페,영업,제주특별자치도 제주시 외도일동 445-8 우정빌딩 ,"제주특별자치도 제주시 우정로 24, 우정빌딩 1층 (외도일동)",5,3.9,8,568,4.33
오온,카페,영업,제주특별자치도 제주시 이도이동 1965-15번지 ,"제주특별자치도 제주시 신설로6길 21, 1층 (이도이동)",0,0.0,0,51,4.72
포스트커피,카페,영업,제주특별자치도 제주시 이도이동 1080-21 ,"제주특별자치도 제주시 중앙로 319-1, 1층 (이도이동)",20,4.8,15,104,4.73
롯데리아제주공항국내선탑승점,양식,영업,제주특별자치도 제주시 용담이동 2002 ,"제주특별자치도 제주시 공항로 2, 국내선 2층 (용담이동)",2,1.0,1,4568,4.26
오가다제주공항점,카페,영업,제주특별자치도 제주시 용담이동 2002 ,"제주특별자치도 제주시 공항로 2, 여객청사 2층 (용담이동)",21,2.0,10,3116,4.19
커피니제주공항국내선점,카페,영업,제주특별자치도 제주시 용담이동 2002번지 ,"제주특별자치도 제주시 공항로 2, 여객청사 3층 (용담이동)",0,0.0,0,270,4.05
투썸플레이스용두암점,카페,영업,제주특별자치도 제주시 용담삼동 1023-2 ,"제주특별자치도 제주시 서해안로 626, B동 1~2층 (용담삼동)",30,2.4,16,1628,4.35
이디야삼도점,카페,영업,제주특별자치도 제주시 삼도일동 786-7번지 ,"제주특별자치도 제주시 서사로 90, 1~2층 (삼도일동)",0,5.0,3,268,4.33
이디야커피중앙점,카페,영업,제주특별자치도 제주시 일도일동 1473-1번지 부클리닉(1층) ,"제주특별자치도 제주시 관덕로13길 2 (일도일동,부클리닉(1층))",3,3.2,5,308,4.5
카페파스쿠찌일도점,카페,영업,제주특별자치도 제주시 일도이동 360-11 ,"제주특별자치도 제주시 동광로15길 2, 101호 (일도이동, 일도위더스빌23차)",0,4.0,5,150,4.31
쿠잉,카페,영업,제주특별자치도 제주시 노형동 1027-1번지 ,"제주특별자치도 제주시 월랑북길 37, 102호 (노형동)",0,5.0,2,88,4.63
올드북촌,카페,영업,제주특별자치도 제주시 조천읍 북촌리 1602-8 ,"제주특별자치도 제주시 조천읍 일주동로 1437, 1층",15,4.7,14,94,4.39
늘봄커피편의점,카페,영업,제주특별자치도 제주시 노형동 2343-3번지 ,제주특별자치도 제주시 한라대학로 12 (노형동),0,0.0,0,78,4.12
템푸스,카페,영업,제주특별자치도 제주시 구좌읍 월정리 27번지 (1층) ,제주특별자치도 제주시 구좌읍 해맞이해안로 478,5,2.0,7,277,4.07
카페토르토니,카페,영업,제주특별자치도 제주시 아라일동 6097-16번지 ,"제주특별자치도 제주시 아란5길 20, 1층 (아라일동)",7,4.7,6,117,4.63
반디앤로제이,카페,영업,제주특별자치도 제주시 조천읍 조천리 932-1번지 ,"제주특별자치도 제주시 조천읍 조함해안로 142-40, B동 1층",8,5.0,1,273,4.98
사닮과,카페,영업,제주특별자치도 제주시 아라일동 6102-1번지 ,"제주특별자치도 제주시 아란4길 3, 1층 (아라일동)",16,4.7,22,96,4.69
우유부단,카페,영업,제주특별자치도 제주시 한림읍 금악리 142-2번지 ,"제주특별자치도 제주시 한림읍 금악동길 38, 1층",187,2.9,81,4545,4.32
롯데리아제주삼화지구점,패스트푸드,영업,제주특별자치도 제주시 도련일동 1938-5 ,"제주특별자치도 제주시 건주로4길 6-4, 104,105호 (도련일동)",1,2.0,15,777,4.29
이삭토스트제주노형점,패스트푸드,영업,제주특별자치도 제주시 노형동 914-10 ,"제주특별자치도 제주시 노연로 43, 1층 (노형동)",2,3.3,6,332,4.5
리틀비틀제주삼화점,카페,영업,제주특별자치도 제주시 도련일동 1937-3번지 ,"제주특별자치도 제주시 건주로 31, 4층 (도련일동)",2,3.5,2,65,4.47
투썸플레이스제주이도점,카페,영업,제주특별자치도 제주시 이도이동 1019-11 외1필지(1층) ,"제주특별자치도 제주시 중앙로 286 (이도이동,외1필지(1층))",2,1.4,9,493,4.27
순아,카페,영업,제주특별자치도 제주시 삼도이동 72-3번지 ,"제주특별자치도 제주시 관덕로 32-1, 1~2층 (삼도이동)",15,4.9,41,257,4.64
세븐일레븐제주노형백두점,카페,영업,제주특별자치도 제주시 노형동 914-4번지 ,"제주특별자치도 제주시 원노형로 26, 1층 (노형동)",0,0.0,0,148,4.18
파스쿠찌제주제원점,카페,영업,제주특별자치도 제주시 연동 273-4번지 ,"제주특별자치도 제주시 연동7길 26, 1층 (연동)",2,3.5,6,265,4.45
커피보그,카페,영업,제주특별자치도 제주시 연동 1523-1번지 ,제주특별자치도 제주시 국기로 43 (연동),0,4.0,2,55,4.39
카페노아,카페,영업,제주특별자치도 제주시 삼양일동 1774번지 ,"제주특별자치도 제주시 서흘1길 24, 1층 (삼양일동)",8,3.4,9,211,4.49
신비의사랑,카페,영업,제주특별자치도 제주시 노형동 293-27번지 ,제주특별자치도 제주시 1100로 2933 (노형동),19,4.5,15,109,4.31
비어라운드,카페,영업,제주특별자치도 제주시 구좌읍 하도리 907 ,"제주특별자치도 제주시 구좌읍 하도9길 72, A동 1층",4,4.1,8,159,4.7
도노미,카페,영업,제주특별자치도 제주시 노형동 2536-17번지 ,"제주특별자치도 제주시 정존9길 5, 1층 (노형동)",0,5.0,3,55,4.74
더리터,카페,영업,제주특별자치도 제주시 일도이동 1034-15번지 ,"제주특별자치도 제주시 삼성로 71, 1층 (일도이동)",1,3.0,2,70,4.45
빽다방제주제원점,카페,영업,제주특별자치도 제주시 연동 262-7번지 ,"제주특별자치도 제주시 신광로 56, 1층 (연동)",0,5.0,1,133,4.51
허커피로스터스,카페,영업,제주특별자치도 제주시 노형동 2524-6 ,"제주특별자치도 제주시 정존5길 9, 1층 (노형동)",2,4.9,20,82,4.59
디저트39노형점,카페,영업,제주특별자치도 제주시 노형동 3794-5번지 ,"제주특별자치도 제주시 노형3길 21, 1층 (노형동)",2,1.7,13,63,4.19
가비오타카페,카페,영업,제주특별자치도 제주시 구좌읍 종달리 1419 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 2030, 1층",24,5.0,2,229,4.72
점핑월드,카페,영업,제주특별자치도 제주시 노형동 64-12 ,"제주특별자치도 제주시 은수길 6-9, 2층 (노형동)",2,5.0,3,111,4.48
대학나무,카페,영업,제주특별자치도 제주시 용담삼동 1145-2번지 ,"제주특별자치도 제주시 서해안로 540, 1층 (용담삼동)",178,0.0,0,135,4.96
신제주배스킨라빈스,카페,영업,제주특별자치도 제주시 노형동 906-2번지 ,"제주특별자치도 제주시 도령로 52, 1층 (노형동)",2,4.1,14,619,4.49
커피곰여행자,카페,영업,제주특별자치도 제주시 구좌읍 하도리 1424번지 제1호,"제주특별자치도 제주시 구좌읍 문주란로 12, 1층 제1호",4,5.0,4,60,4.87
카페띠아모제주법원점,카페,영업,제주특별자치도 제주시 이도이동 1997-1번지 (1층) ,제주특별자치도 제주시 구남로 56 (이도이동),1,1.0,2,63,4.38
반올림피자샵제주점,패스트푸드,영업,제주특별자치도 제주시 삼도일동 556-26번지 ,"제주특별자치도 제주시 서광로21길 24, 1층 (삼도일동)",5,4.7,6,170,4.55
커피로카,카페,영업,제주특별자치도 제주시 일도이동 367-17번지 (1층) ,제주특별자치도 제주시 고마로 86 (일도이동),14,4.6,11,116,4.42
시땅,카페,영업,제주특별자치도 제주시 애월읍 고내리 503-1번지 ,"제주특별자치도 제주시 애월읍 고내북동길 47, 1층",1,4.8,5,56,4.84
파스쿠찌신제주점,카페,영업,제주특별자치도 제주시 오라이동 3100-3 ,"제주특별자치도 제주시 연북로 221, 1층 (오라이동)",1,2.5,4,150,4.44
귤하르방,패스트푸드,영업,제주특별자치도 제주시 일도일동 1144-7번지 ,"제주특별자치도 제주시 동문로4길 18, 1층 (일도일동)",5,4.0,5,1443,4.37
더블유삼공칠오,카페,영업,제주특별자치도 제주시 구좌읍 하도리 3075번지 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 1616, 지하1~1층",0,0.0,0,152,4.71
파스쿠찌용담해안도로점,카페,영업,제주특별자치도 제주시 용담삼동 2319-1번지 ,"제주특별자치도 제주시 서해안로 506, 1~2층 (용담삼동)",6,4.3,12,509,4.49
소풍이야기,카페,영업,제주특별자치도 제주시 애월읍 하귀2리 2842-7번지 하귀민박주택 소풍A ,"제주특별자치도 제주시 애월읍 애월해안로 832, 하귀민박주택 소풍A 1동 1층",4,5.0,2,53,4.54
청춘다방,카페,영업,제주특별자치도 제주시 연동 311-17번지 ,"제주특별자치도 제주시 귀아랑길 27, 1층 (연동)",3,4.8,13,111,4.4
카페띠아모제주대점,카페,영업,제주특별자치도 제주시 아라이동 35-22번지 ,제주특별자치도 제주시 제주대학로 109 (아라이동),2,5.0,12,107,4.46
아날로그감귤밭,카페,영업,제주특별자치도 제주시 해안동 2463번지 ,"제주특별자치도 제주시 해안마을8길 46, 1층 (해안동)",124,3.3,23,183,4.25
카페힐섬2020,카페,영업,제주특별자치도 제주시 조천읍 조천리 1209-8번지 ,"제주특별자치도 제주시 조천읍 조천북6길 58, 1층",2,4.6,5,124,4.38
춤추는왕만두외도점,패스트푸드,영업,제주특별자치도 제주시 외도일동 498-6번지 ,"제주특별자치도 제주시 우정로 56, 1층 (외도일동)",0,0.0,0,80,4.26
맘스터치중앙로점,패스트푸드,영업,제주특별자치도 제주시 일도일동 1425-3번지 ,"제주특별자치도 제주시 중앙로 지하 60, 지하1층 127,128,129호 (일도일동)",0,2.0,9,65,4.06
에이바우트커피베라체점,카페,영업,제주특별자치도 제주시 아라이동 3012-13 ,"제주특별자치도 제주시 승천로 76, 1층 (아라이동)",5,2.5,10,411,4.44
배스킨라빈스외도점,카페,영업,제주특별자치도 제주시 외도일동 549-5번지 ,"제주특별자치도 제주시 우정로15길 1, 104호 (외도일동)",3,1.9,8,1001,4.38
펭귄부인,카페,영업,제주특별자치도 제주시 이도이동 1990-9 ,"제주특별자치도 제주시 구남동1길 12, 1층 (이도이동)",6,3.8,6,153,4.61
커피앤빵,카페,영업,제주특별자치도 제주시 추자면 대서리 162번지 ,"제주특별자치도 제주시 추자면 추자로 58-1, 1층",4,4.3,4,68,4.15
제주삼화부영점빽다방,카페,영업,제주특별자치도 제주시 삼양이동 2332-5번지 ,"제주특별자치도 제주시 화삼북로 135, 1층 (삼양이동)",2,4.3,10,243,4.58
친절한비자씨,카페,영업,제주특별자치도 제주시 구좌읍 평대리 3164번지 ,"제주특별자치도 제주시 구좌읍 비자숲길 58, 제2동 1층",11,4.3,18,663,4.38
플레이스꽃섬,카페,영업,제주특별자치도 제주시 노형동 571-5 ,제주특별자치도 제주시 수목원서길 3 (노형동),1,4.4,15,335,4.33
제주커피집심심,카페,영업,제주특별자치도 제주시 노형동 3800-13번지 ,"제주특별자치도 제주시 노형7길 3-4, 1층 (노형동)",17,4.0,13,95,4.63
투썸플레이스제주연동점,카페,영업,제주특별자치도 제주시 연동 274-7 (1층) ,제주특별자치도 제주시 신광로 79 (연동),4,2.6,8,413,4.29
공차제주시청점,카페,영업,제주특별자치도 제주시 이도이동 1185-4번지 ,제주특별자치도 제주시 신성로13길 25 (이도이동),1,1.5,10,332,4.42
클라우드나인커피,카페,영업,제주특별자치도 제주시 이도이동 1767-1번지 1~2층 ,"제주특별자치도 제주시 신성로13길 12, 1~2층 (이도이동)",9,3.9,7,118,4.55
전농로일공일,카페,영업,제주특별자치도 제주시 삼도이동 300-17번지 삼도골드빌1차 ,"제주특별자치도 제주시 전농로 101, 2층 202호 (삼도이동, 삼도골드빌1차)",6,4.0,4,81,4.33
귤꽃,카페,영업,제주특별자치도 제주시 조천읍 함덕리 3527-1번지 가동(1층) ,"제주특별자치도 제주시 조천읍 함덕2길 90, 가동 1층",12,4.1,37,173,4.65
온도커피,카페,영업,제주특별자치도 제주시 노형동 937-5 ,제주특별자치도 제주시 원노형로 64-1 (노형동),12,4.6,8,65,4.58
커피림,카페,영업,제주특별자치도 제주시 연동 1315번지 ,제주특별자치도 제주시 수목원길 27 (연동),2,5.0,2,155,4.53
커피나무,카페,영업,제주특별자치도 제주시 삼도이동 921번지 ,"제주특별자치도 제주시 중앙로14길 25, 1층 (삼도이동)",1,5.0,1,56,4.67
모리노코에,카페,영업,제주특별자치도 제주시 이도이동 2042-1번지 (1층) ,"제주특별자치도 제주시 구남로2길 30 (이도이동,(1층))",3,4.1,19,202,4.45
아일렛,카페,영업,제주특별자치도 제주시 이도이동 2003-4번지 ,"제주특별자치도 제주시 구남동2길 19-6, 1층 (이도이동)",0,0.0,0,60,4.63
띠띠빵빵,카페,영업,제주특별자치도 제주시 우도면 연평리 132 ,"제주특별자치도 제주시 우도면 우도해안길 982, 1층",36,3.3,9,200,4.24
제주스,카페,영업,제주특별자치도 제주시 일도일동 1479-1 ,"제주특별자치도 제주시 동문로 4, 1층 (일도일동)",21,4.6,5,530,4.39
보네르,카페,영업,제주특별자치도 제주시 이도이동 1081번지 외1필지 제이빌딩 102호,"제주특별자치도 제주시 남광북5길 10, 102호 (이도이동,외1필지 제이빌딩)",1,5.0,5,117,4.33
미스터피자제주중앙점,패스트푸드,영업,제주특별자치도 제주시 이도이동 1772-19번지 ,제주특별자치도 제주시 중앙로 222 (이도이동),8,1.9,16,135,4.36
엔제리너스이호테우해변로점,카페,영업,제주특별자치도 제주시 이호일동 440-7번지 ,"제주특별자치도 제주시 서해안로 24, 1~2층 (이호일동)",7,4.0,6,232,4.3
달콤한닭강정일도점,패스트푸드,영업,제주특별자치도 제주시 일도이동 378-7번지 ,제주특별자치도 제주시 고마로 94 (일도이동),0,2.2,12,81,4.43
수목원커피숍,카페,영업,제주특별자치도 제주시 연동 1320번지 외4필지(2층) ,제주특별자치도 제주시 은수길 69 (연동),0,0.0,0,1010,4.44
먼트커피,카페,영업,제주특별자치도 제주시 노형동 2527-12번지 ,"제주특별자치도 제주시 정존5길 31, 1층 (노형동)",4,4.8,11,50,4.9
신전떡볶이인제점,패스트푸드,영업,제주특별자치도 제주시 일도이동 377-2번지 ,"제주특별자치도 제주시 고마로 87, 1층 (일도이동)",2,4.3,3,140,4.43
웰빙대게고로케동문점,패스트푸드,영업,제주특별자치도 제주시 일도일동 1484번지 ,"제주특별자치도 제주시 동문로4길 21, 1층 (일도일동)",0,0.0,0,206,4.23
개인주의자,카페,영업,제주특별자치도 제주시 구좌읍 하도리 1759 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 1720, 1층",2,5.0,2,54,4.68
(주)모스우드,카페,영업,제주특별자치도 제주시 애월읍 납읍리 114번지 ,"제주특별자치도 제주시 애월읍 도치돌길 289-13, 1층",0,0.0,0,59,4.06
유스커피,카페,영업,제주특별자치도 제주시 아라일동 2377-3 ,"제주특별자치도 제주시 구산로 54, 1층 (아라일동)",16,4.5,24,132,4.6
롯데리아제주아라점,패스트푸드,영업,제주특별자치도 제주시 아라일동 6105번지 ,"제주특별자치도 제주시 인다9길 4, 1층 (아라일동)",3,1.7,20,687,4.38
제주도그녀,카페,영업,제주특별자치도 제주시 이도이동 1953-3번지 (1층) ,"제주특별자치도 제주시 신설로9길 42 (이도이동,(1층))",9,4.0,2,70,4.43
빈센트커피아라점,카페,영업,제주특별자치도 제주시 아라일동 6082-4번지 ,"제주특별자치도 제주시 중앙로 580, 1층 (아라일동)",2,5.0,4,70,4.38
알,카페,영업,제주특별자치도 제주시 삼도일동 565-19번지 ,"제주특별자치도 제주시 서광로14길 5, 1층 (삼도일동)",12,3.9,9,249,4.24
쥬씨제주한라대점,카페,영업,제주특별자치도 제주시 노형동 755-2번지 ,"제주특별자치도 제주시 정원로 51, 1층 (노형동)",1,4.7,10,137,4.52
빽다방제주대학로점,카페,영업,제주특별자치도 제주시 이도이동 1773-14번지 ,"제주특별자치도 제주시 광양8길 12-1, 1층 (이도이동)",1,3.3,4,282,4.42
가는길에,카페,영업,제주특별자치도 제주시 일도일동 1144-1번지 ,"제주특별자치도 제주시 동문로4길 14, 1층 (일도일동)",2,2.3,4,470,4.3
호봉토스트노형점,패스트푸드,영업,제주특별자치도 제주시 노형동 1065-3번지 ,"제주특별자치도 제주시 월랑로 16, 1층 (노형동)",2,2.0,1,107,4.22
장산다방제주휘슬락점,카페,영업,제주특별자치도 제주시 건입동 1443-2 ,"제주특별자치도 제주시 서부두2길 26, 101,102호 (건입동)",0,0.0,0,404,4.3
롯데리아제주항디티점,패스트푸드,영업,제주특별자치도 제주시 건입동 940-12번지 1~2층 ,"제주특별자치도 제주시 임항로 94, 1~2층 (건입동)",3,3.7,12,655,4.43
공차제주일도점,카페,영업,제주특별자치도 제주시 일도이동 409-6번지 ,제주특별자치도 제주시 고마로 101 (일도이동),0,4.2,6,314,4.52
플랏포커피,카페,영업,제주특별자치도 제주시 노형동 911-6번지 ,"제주특별자치도 제주시 원노형5길 27, 102호 (노형동)",0,0.0,0,224,4.45
마이티커피,카페,영업,제주특별자치도 제주시 이도이동 2016-15 ,제주특별자치도 제주시 구남동6길 11 (이도이동),2,5.0,10,99,4.04
파스쿠찌제주이도점,카페,영업,제주특별자치도 제주시 이도이동 1986-20 ,제주특별자치도 제주시 중앙로 371-1 (이도이동),1,5.0,4,130,4.45
주먹밥이야기,카페,영업,제주특별자치도 제주시 화북일동 1973-19번지 ,"제주특별자치도 제주시 진동로3길 23, 1층 (화북일동)",0,5.0,5,57,4.79
델문도제주도립미술관점,카페,영업,제주특별자치도 제주시 연동 680-7 제주특별자치도립미술관 ,"제주특별자치도 제주시 1100로 2894-78 (연동,제주특별자치도립미술관)",2,5.0,1,81,4.61
꽃밭에서,카페,영업,제주특별자치도 제주시 아라일동 412-4 ,제주특별자치도 제주시 516로 3157 (아라일동),0,0.0,0,55,4.28
할리스커피제주이도점,카페,영업,제주특별자치도 제주시 아라이동 3001-9 (1층) ,"제주특별자치도 제주시 승천로 71 (아라이동,(1층))",1,3.4,16,188,4.3
에이바우트커피아이파크점,카페,영업,제주특별자치도 제주시 노형동 3780-4 ,"제주특별자치도 제주시 노형8길 9, 1층 (노형동)",3,2.0,4,269,4.28
하얀산호카페,카페,영업,제주특별자치도 제주시 우도면 연평리 2649-1번지 ,"제주특별자치도 제주시 우도면 우도해안길 144, 1층",2,5.0,3,336,4.31
롯데리아제주공항점,패스트푸드,영업,제주특별자치도 제주시 용담이동 2002 외 22필지 ,제주특별자치도 제주시 공항로 2 (용담이동),0,0.0,0,4959,4.29
청춘쌀핫도그삼화점,패스트푸드,영업,제주특별자치도 제주시 삼양이동 2333번지 ,"제주특별자치도 제주시 화삼로 166, 상가동 102호 (삼양이동)",0,4.0,2,57,4.21
망고홀릭애월해안도로점,카페,영업,제주특별자치도 제주시 애월읍 고내리 459 ,"제주특별자치도 제주시 애월읍 애월해안로 298, A동 1층",0,0.0,0,509,4.27
파스쿠찌제주노형로터리점,카페,영업,제주특별자치도 제주시 노형동 1289-2번지 ,"제주특별자치도 제주시 다랑곶길 4, 1층 (노형동)",0,0.0,0,390,4.4
파스쿠찌제주한라병원점,카페,영업,제주특별자치도 제주시 연동 1964-3번지 연동 펠리체 ,"제주특별자치도 제주시 도령로 73, 2층 201호 (연동, 연동 펠리체)",1,3.7,3,127,4.39
레몬칸타타,카페,영업,제주특별자치도 제주시 이도이동 2025-7번지 ,제주특별자치도 제주시 구남동4길 47 (이도이동),2,5.0,3,76,4.43
비몽,카페,영업,제주특별자치도 제주시 구좌읍 평대리 3240-7 ,"제주특별자치도 제주시 구좌읍 비자림로 2279, 1층",15,4.5,14,280,4.23
몰랑몰랑카페,카페,영업,제주특별자치도 제주시 건입동 1421-3번지 ,제주특별자치도 제주시 중앙로 24 (건입동),0,0.0,0,176,4.34
엔제리너스제주공항국내선탑승점,카페,영업,제주특별자치도 제주시 용담이동 2002 외3필지 여객청사(2층) ,"제주특별자치도 제주시 공항로 2 (용담이동, 여객청사)",0,0.0,0,7198,4.27
941헤르쯔,카페,영업,제주특별자치도 제주시 노형동 941 ,"제주특별자치도 제주시 원노형로 37, 2층 (노형동)",5,4.0,21,96,4.62
스타벅스커피신제주이마트점,카페,영업,제주특별자치도 제주시 노형동 919 외 1필지 ,"제주특별자치도 제주시 1100로 3348 (노형동, 이마트신제주점)",16,3.9,24,2110,4.46
던킨도너츠함덕점,패스트푸드,영업,제주특별자치도 제주시 조천읍 함덕리 960-38번지 ,"제주특별자치도 제주시 조천읍 함덕로 38, 1층",4,1.8,4,407,4.25
탐앤탐스아라점,카페,영업,제주특별자치도 제주시 아라일동 2338-4번지 ,"제주특별자치도 제주시 중앙로 492, 1층 (아라일동)",0,2.0,6,225,4.66
스타벅스제주노형공원점,카페,영업,제주특별자치도 제주시 노형동 711-2번지 ,"제주특별자치도 제주시 연북로 12, 지1층 101호 (노형동)",12,3.8,11,2206,4.47
하비마카롱,카페,영업,제주특별자치도 제주시 이도이동 387-8번지 ,"제주특별자치도 제주시 연삼로 449, 1층 (이도이동)",19,3.8,12,139,4.58
떼르떼,카페,영업,제주특별자치도 제주시 노형동 2586-3번지 ,제주특별자치도 제주시 수덕로 81 (노형동),2,5.0,12,121,4.34
리치망고도두해안로점,카페,영업,제주특별자치도 제주시 도두일동 1753-1 ,"제주특별자치도 제주시 서해안로 191, 1층 (도두일동)",50,3.3,16,711,4.45
이삭토스트삼화점,카페,영업,제주특별자치도 제주시 화북일동 1004-3번지 ,"제주특별자치도 제주시 화삼북로 36, 1층 (화북일동)",0,4.8,15,334,4.7
파스쿠찌종합청사점,카페,영업,제주특별자치도 제주시 도남동 694-3 ,"제주특별자치도 제주시 청사로 44, 1층 (도남동)",0,3.0,2,134,4.4
엔제리너스한라수목원점,카페,영업,제주특별자치도 제주시 연동 978번지 ,"제주특별자치도 제주시 수목원길 65-6, 1층 (연동)",19,2.8,11,306,4.37
7번가피자아라점,패스트푸드,영업,제주특별자치도 제주시 아라일동 6135-3번지 ,"제주특별자치도 제주시 중앙로 553, 1층 (아라일동)",2,2.8,4,65,4.31
드롭탑제주용담해안도로점,카페,영업,제주특별자치도 제주시 용담삼동 1145-2번지 ,"제주특별자치도 제주시 서해안로 540, 1~2층 (용담삼동)",8,2.9,8,297,4.27
온,카페,영업,제주특별자치도 제주시 일도일동 1139-3번지 ,"제주특별자치도 제주시 동문로6길 9, 1층 (일도일동)",0,0.0,0,67,4.56
에프터글로우,카페,영업,제주특별자치도 제주시 아라이동 1200-2번지 ,"제주특별자치도 제주시 간월동로 67-3, 1층 (아라이동)",0,0.0,0,195,4.45
봄봄,패스트푸드,영업,제주특별자치도 제주시 아라이동 35-19번지 ,제주특별자치도 제주시 제주대학로 105-1 (아라이동),0,0.0,0,290,4.46
