사업장명,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,Reviews,stars,stars_vote_num,n_reviews,n_stars
호야네집,한식,영업,제주특별자치도 제주시 연동 1512-2 ,"제주특별자치도 제주시 연화로1길 6-1, 1층 (연동)",21,4.2,14,71,4.7
비자향,한식,영업,제주특별자치도 제주시 구좌읍 평대리 3204-3 ,"제주특별자치도 제주시 구좌읍 비자림로 2270, 1층",22,4.7,109,235,4.65
더회전훠궈,중식,영업,제주특별자치도 제주시 노형동 917-10번지 ,"제주특별자치도 제주시 노연로 55, 2층 (노형동)",29,4.6,26,153,4.37
하효소머리국밥,한식,영업,제주특별자치도 제주시 아라일동 6134-4번지 ,"제주특별자치도 제주시 인다4길 4, 1층 (아라일동)",1,4.5,4,80,4.66
돌담통닭,호프,영업,제주특별자치도 제주시 구좌읍 세화리 1-15 ,"제주특별자치도 제주시 구좌읍 해녀박물관길 33-1, 1층",26,4.3,16,224,4.66
카페결,카페,영업,제주특별자치도 제주시 우도면 연평리 1289번지 ,"제주특별자치도 제주시 우도면 하고수길 64, B동 1~2층",11,5.0,15,156,4.39
카페조아,카페,영업,제주특별자치도 제주시 오라삼동 2912-5번지 ,"제주특별자치도 제주시 연오로 39, 2층 (오라삼동)",11,4.7,6,58,4.28
카페보리다,카페,영업,제주특별자치도 제주시 이도이동 1055번지 스마트빌라 ,"제주특별자치도 제주시 오복1길 17, 1층 100호 (이도이동, 스마트빌라)",12,4.4,13,98,4.68
에머이제주점,외국요리,영업,제주특별자치도 제주시 아라일동 6110-8번지 ,"제주특별자치도 제주시 인다3길 8-2, 2층 (아라일동)",11,3.9,13,84,4.51
우도돌담집,분식,영업,제주특별자치도 제주시 우도면 연평리 962번지 ,"제주특별자치도 제주시 우도면 우도해안길 472, 1층",23,3.7,3,197,4.53
월령작야,일식,영업,제주특별자치도 제주시 한림읍 월령리 330-1번지 ,"제주특별자치도 제주시 한림읍 월령3길 39-5, 지하1층",0,0.0,0,225,4.63
조천끗집,카페,영업,제주특별자치도 제주시 조천읍 조천리 2769-2번지 ,"제주특별자치도 제주시 조천읍 조함해안로 59-2, 1층",13,4.1,9,86,4.49
쟁반정식연화,한식,영업,제주특별자치도 제주시 한경면 저지리 1853-1 ,"제주특별자치도 제주시 한경면 중산간서로 3678, 1층",0,4.7,9,97,4.75
소북경,중식,영업,제주특별자치도 제주시 노형동 937-11번지 ,"제주특별자치도 제주시 원노형로 54, 3층 (노형동)",4,3.0,8,52,4.38
도련한우식육식당,고기,영업,제주특별자치도 제주시 도련일동 959-1 ,"제주특별자치도 제주시 삼봉로 211, 1층 (도련일동)",2,5.0,3,77,4.38
제주밥상살레,한식,영업,제주특별자치도 제주시 한림읍 금능리 1446-5 ,"제주특별자치도 제주시 한림읍 금능4길 14-1, 1층",23,4.1,13,62,4.63
오빠네해물라면,분식,영업,제주특별자치도 제주시 한림읍 옹포리 588-2 ,"제주특별자치도 제주시 한림읍 한림로 475, 지하1층",108,2.6,13,1242,4.53
펍아지트,호프,영업,제주특별자치도 제주시 조천읍 함덕리 261-10번지 ,"제주특별자치도 제주시 조천읍 신북로 643, 1층",3,0.0,0,73,4.07
인디언썸머,경양식,영업,제주특별자치도 제주시 애월읍 애월리 2127-10 ,"제주특별자치도 제주시 애월읍 애월로4길 9, 1층",18,4.6,72,307,4.81
족발야시장노형점,한식,영업,제주특별자치도 제주시 노형동 1280-1 ,"제주특별자치도 제주시 다랑곶1길 9, 1층 (노형동)",10,5.0,1,110,4.32
런던다락,한식,영업,제주특별자치도 제주시 한림읍 협재리 2447-27번지 ,"제주특별자치도 제주시 한림읍 한림로 335, D동 1층",24,4.7,22,110,4.77
우도로93,한식,영업,제주특별자치도 제주시 우도면 연평리 1541-3번지 ,"제주특별자치도 제주시 우도면 우도로 93, 1층",0,0.0,0,144,4.69
모닥치기아라,분식,영업,제주특별자치도 제주시 아라일동 6106 ,"제주특별자치도 제주시 인다9길 8, 1층 (아라일동)",4,4.2,5,138,4.36
족발야시장일도점,고기,영업,제주특별자치도 제주시 일도이동 68-9번지 ,"제주특별자치도 제주시 고마로 145, 1층 (일도이동)",0,0.0,0,57,4.35
대나무집,한식,영업,제주특별자치도 제주시 노형동 2519-22 ,"제주특별자치도 제주시 정존1길 2, 1층 (노형동)",29,2.7,12,144,4.34
역전할머니맥주연동점,호프,영업,제주특별자치도 제주시 연동 274-57 ,"제주특별자치도 제주시 노연로 108, 1층 (연동)",7,2.0,1,283,4.31
가장맛있는족발이도점,한식,영업,제주특별자치도 제주시 아라이동 3012-11 ,"제주특별자치도 제주시 승천로 72, 1층 (아라이동)",9,3.0,4,65,4.41
고향모밀촌,한식,영업,제주특별자치도 제주시 삼양이동 2177-9번지 ,"제주특별자치도 제주시 일주동로 358, 1층 (삼양이동)",8,5.0,9,108,4.47
오오야마,호프,영업,제주특별자치도 제주시 이도이동 1181-10번지 ,"제주특별자치도 제주시 광양13길 6-1, 1층 (이도이동)",16,3.8,12,61,4.7
해소랑,한식,영업,제주특별자치도 제주시 조천읍 함덕리 1015-3번지 ,"제주특별자치도 제주시 조천읍 신북로 491, 1층",11,4.4,18,65,4.33
곱창이야기연동점,한식,영업,제주특별자치도 제주시 연동 273-29번지 ,"제주특별자치도 제주시 신대로14길 43, 1층 (연동)",57,2.3,3,102,4.52
외도장수보리밥집,한식,영업,제주특별자치도 제주시 외도일동 559-8번지 ,"제주특별자치도 제주시 우정로13길 12, 1층 (외도일동)",3,3.3,3,61,4.59
근고기세상,한식,영업,"제주특별자치도 제주시 일도일동 1103번지 동문공설시장, 동문공영주차장 ","제주특별자치도 제주시 동문로4길 9, 동문공설시장, 동문공영주차장 1층 (일도일동)",19,3.0,4,210,4.3
협재시흥소곱창구이,한식,영업,제주특별자치도 제주시 한림읍 협재리 2447-42번지 ,"제주특별자치도 제주시 한림읍 한림로 331, 1층",15,4.5,4,64,4.39
진미돼지국밥,한식,영업,제주특별자치도 제주시 조천읍 함덕리 261-22번지 ,"제주특별자치도 제주시 조천읍 신북로 632, 1층",12,4.1,21,240,4.36
호식이두마리치킨삼화점,호프,영업,제주특별자치도 제주시 삼양이동 2164-4번지 백양빌딩 ,"제주특별자치도 제주시 일주동로 340, 백양빌딩 1층 (삼양이동)",0,5.0,2,88,4.35
청춘두루치기,한식,영업,제주특별자치도 제주시 노형동 2592-11번지 ,"제주특별자치도 제주시 정존1길 25, 1층 (노형동)",0,0.0,0,57,4.75
그집,카페,영업,제주특별자치도 제주시 이도이동 1139-30번지 ,"제주특별자치도 제주시 광양13길 26, 1층 (이도이동)",2,0.0,0,80,4.42
백일흑야,양식,영업,제주특별자치도 제주시 아라일동 362-80번지 ,"제주특별자치도 제주시 산천단동3길 26, 1층 (아라일동)",18,4.6,21,159,4.54
고깃소리,고기,영업,제주특별자치도 제주시 삼양일동 1925-2 ,"제주특별자치도 제주시 서흘1길 56, 1,2층 (삼양일동)",21,4.1,7,192,4.54
신창흑돼지두루치기,한식,영업,제주특별자치도 제주시 한경면 신창리 266 ,"제주특별자치도 제주시 한경면 두신로 74-1, 1층",15,4.5,31,153,4.5
안트레오젠,경양식,영업,제주특별자치도 제주시 애월읍 곽지리 1581-22번지 ,"제주특별자치도 제주시 애월읍 곽지1길 16, 1층",17,4.8,10,158,4.83
돌코롬마켓,분식,영업,제주특별자치도 제주시 일도일동 1144-1번지 ,"제주특별자치도 제주시 동문로4길 14, 1층 (일도일동)",4,4.3,3,905,4.44
제주한우앤돈본점,한식,영업,제주특별자치도 제주시 오라삼동 2271-1 ,"제주특별자치도 제주시 오라로 50, 1층 (오라삼동)",4,5.0,4,63,4.4
넝쿨하눌연동,한식,영업,제주특별자치도 제주시 연동 310-16번지 ,"제주특별자치도 제주시 신대로7길 17, 1층 (연동)",17,3.8,10,85,4.63
일품순두부터미널점,한식,영업,제주특별자치도 제주시 용담일동 2829번지 아리랑빌딩 ,"제주특별자치도 제주시 서광로 167, 아리랑빌딩 1층 (용담일동)",13,3.1,23,340,4.27
한일내장탕연북로점,한식,영업,제주특별자치도 제주시 이도이동 1985-2 ,"제주특별자치도 제주시 남광로2길 86, 1층 (이도이동)",1,5.0,11,78,4.48
미풍해장국봉개점,한식,영업,제주특별자치도 제주시 봉개동 2581번지 ,"제주특별자치도 제주시 번영로 420, 1층 (봉개동)",5,4.5,2,72,4.33
시장초밥,일식,영업,제주특별자치도 제주시 외도일동 441-16번지 ,"제주특별자치도 제주시 우령6길 3-17, 1층 (외도일동)",15,4.3,16,72,4.5
아길라,한식,영업,제주특별자치도 제주시 한림읍 협재리 1392 ,"제주특별자치도 제주시 한림읍 옹포2길 12-10, 1층",17,3.4,25,110,4.35
스트릿16,카페,영업,제주특별자치도 제주시 용담이동 481-25번지 ,"제주특별자치도 제주시 용두암길 16, 1층 (용담이동)",10,4.8,21,143,4.67
주주키친,한식,영업,제주특별자치도 제주시 조천읍 함덕리 1048번지 ,"제주특별자치도 제주시 조천읍 함덕8길 2, 1층",20,4.7,19,144,4.45
무한조개야,한식,영업,제주특별자치도 제주시 노형동 1278-7 ,"제주특별자치도 제주시 다랑곶2길 4, 1층 (노형동)",17,5.0,8,58,4.63
타베니,한식,영업,제주특별자치도 제주시 애월읍 납읍리 2340-2번지 다동 ,제주특별자치도 제주시 애월읍 납읍리 2340-2번지 다동 ,21,4.6,39,158,4.49
명품김치찌개,한식,영업,제주특별자치도 제주시 한림읍 한림리 885-16 ,"제주특별자치도 제주시 한림읍 한림중앙로 75, 1층",0,0.0,0,141,4.38
명륜진사갈비삼화점,고기,영업,제주특별자치도 제주시 화북일동 1015-1 ,"제주특별자치도 제주시 화삼로1길 18, 2층 (화북일동)",19,4.3,12,243,4.44
평대스낵,분식,영업,제주특별자치도 제주시 구좌읍 평대리 1976-1 ,"제주특별자치도 제주시 구좌읍 대수길 7, 1층",109,2.9,47,599,4.28
봉자네상점,일식,영업,제주특별자치도 제주시 구좌읍 월정리 109-1 ,"제주특별자치도 제주시 구좌읍 월정7길 26, 1층",22,4.5,22,227,4.88
연이네,한식,영업,제주특별자치도 제주시 우도면 연평리 1081 ,"제주특별자치도 제주시 우도면 우도해안길 662-1, 1층",10,4.3,19,613,4.31
제이학센,고기,영업,제주특별자치도 제주시 도두일동 1727-5번지 ,"제주특별자치도 제주시 서해안로 232, 1층 (도두일동)",57,3.1,16,555,4.64
돈내코순두부한림점,한식,영업,제주특별자치도 제주시 한림읍 상대리 4283-2번지 ,"제주특별자치도 제주시 한림읍 한상로 72, 1층",1,0.0,0,75,4.25
한솥도시락제주법원점,분식,영업,제주특별자치도 제주시 이도이동 1080-4번지 ,"제주특별자치도 제주시 중앙로 323, 1층 (이도이동)",3,4.9,14,157,4.38
고기다,고기,영업,제주특별자치도 제주시 외도일동 482-2 ,"제주특별자치도 제주시 우정로5길 22, 1층 (외도일동)",6,5.0,5,50,4.6
전복만찬,한식,영업,제주특별자치도 제주시 이도이동 398-15 ,제주특별자치도 제주시 승천로 3 (이도이동),6,4.5,8,128,4.27
연동송림,한식,영업,제주특별자치도 제주시 연동 282-36번지 (연중4로50) ,"제주특별자치도 제주시 신대로14길 34 (연동,(연중4로50))",3,3.3,7,59,4.23
이도정어부,한식,영업,제주특별자치도 제주시 도두일동 2622-12 ,"제주특별자치도 제주시 도공로 24, 1층 (도두일동)",10,3.0,4,83,4.3
모디카,경양식,영업,제주특별자치도 제주시 한림읍 한림리 905-19번지 ,제주특별자치도 제주시 한림읍 한림상로 134-5,20,4.1,31,86,4.67
전주횟집,해산물,영업,제주특별자치도 제주시 용담삼동 1144 ,"제주특별자치도 제주시 서해안로 546, 1층 (용담삼동)",25,2.4,12,82,4.05
우동사발,중식,영업,제주특별자치도 제주시 연동 291-121번지 ,제주특별자치도 제주시 삼무로11길 24 (연동),1,4.3,10,67,4.1
청춘해장국,한식,영업,제주특별자치도 제주시 애월읍 애월리 3 ,"제주특별자치도 제주시 애월읍 일주서로 6372, 1층",21,4.5,13,75,4.5
유나인법원점,경양식,영업,제주특별자치도 제주시 이도이동 1081번지 ,제주특별자치도 제주시 남광북5길 10 (이도이동),0,4.6,9,173,4.68
래원,중식,영업,제주특별자치도 제주시 노형동 720-1 (1층) ,제주특별자치도 제주시 과원북4길 3 (노형동),3,2.9,8,176,4.33
점보파티,한식,영업,제주특별자치도 제주시 용담삼동 517-4 ,제주특별자치도 제주시 용마서1길 36 (용담삼동),0,0.0,0,3126,4.75
만세본점,한식,영업,제주특별자치도 제주시 오라일동 1074-6 ,제주특별자치도 제주시 오라로 152 (오라일동),0,3.0,2,740,4.32
조마루뼈다귀노형점,한식,영업,제주특별자치도 제주시 노형동 2586-2번지 ,제주특별자치도 제주시 수덕로 83 (노형동),1,2.5,6,163,4.01
흑돈가,고기,영업,제주특별자치도 제주시 노형동 1509 ,제주특별자치도 제주시 한라대학로 11 (노형동),183,2.8,78,1174,4.19
자리돔전문점,한식,영업,제주특별자치도 제주시 연동 284-21 (사장2로65) ,"제주특별자치도 제주시 신대로18길 39 (연동,(사장2로65))",0,3.5,4,173,4.47
해녀잠수촌,해산물,영업,제주특별자치도 제주시 용담삼동 2356번지 ,"제주특별자치도 제주시 서해안로 498, 지하1층 (용담삼동)",290,2.6,46,3206,4.44
어영해녀촌원,해산물,영업,제주특별자치도 제주시 용담이동 2745-2 ,"제주특별자치도 제주시 월성로 18, 2층 (용담이동)",1,2.3,3,59,4.37
애월동깨,한식,영업,제주특별자치도 제주시 애월읍 애월리 1772-6번지 제1호(1층) ,제주특별자치도 제주시 애월읍 애월로11길 22 (제1호),26,4.6,16,85,4.47
돌빌레,한식,영업,제주특별자치도 제주시 애월읍 구엄리 604 ,제주특별자치도 제주시 애월읍 구엄4길 48,2,4.8,6,53,4.46
노형엔횟집,고기,영업,제주특별자치도 제주시 노형동 1069-9번지 ,제주특별자치도 제주시 다랑곶4길 30 (노형동),7,5.0,3,54,4.54
노랑통닭시청점,호프,영업,제주특별자치도 제주시 이도이동 1769-6 ,제주특별자치도 제주시 서광로32길 16-1 (이도이동),3,3.7,14,267,4.24
해왕성반점본점,중식,영업,제주특별자치도 제주시 외도일동 542-19 ,제주특별자치도 제주시 우령안1길 26 (외도일동),0,0.0,0,115,4.53
수일통닭남녕점,호프,영업,제주특별자치도 제주시 노형동 906-7번지 ,제주특별자치도 제주시 원노형로 3 (노형동),53,2.2,10,127,4.3
또올래,한식,영업,제주특별자치도 제주시 연동 291-10번지 (성두5로22) ,"제주특별자치도 제주시 삼무로3길 14 (연동,(성두5로22))",1,4.7,3,50,4.01
빠름,한식,영업,제주특별자치도 제주시 삼도일동 584-21번지 ,제주특별자치도 제주시 서광로26길 9-3 (삼도일동),0,0.0,0,64,4.08
제주기사,한식,영업,제주특별자치도 제주시 오라일동 2446-1 ,제주특별자치도 제주시 공설로 23 (오라일동),13,4.2,29,141,4.26
의정,한식,영업,제주특별자치도 제주시 연동 273-4번지 (은남5로34) ,"제주특별자치도 제주시 연동7길 26 (연동,(은남5로34))",4,3.0,2,61,4.1
장춘육당,한식,영업,제주특별자치도 제주시 연동 281-6 ,"제주특별자치도 제주시 신대로10길 36, 1층 (연동)",10,3.4,7,104,4.13
보말명가,해산물,영업,제주특별자치도 제주시 용담이동 440 ,제주특별자치도 제주시 흥운길 77 (용담이동),0,0.0,0,878,4.65
만덕식당,한식,영업,제주특별자치도 제주시 한경면 고산리 3606-2번지 ,제주특별자치도 제주시 한경면 노을해안로 1168,15,4.5,45,204,4.46
소로록,한식,영업,제주특별자치도 제주시 구좌읍 월정리 산 41-5 제2호(1층) ,제주특별자치도 제주시 구좌읍 만장굴길 182 (제2호(1층)),5,4.3,7,123,4.69
초우,한식,영업,제주특별자치도 제주시 일도이동 168-26번지 (신산로64) ,"제주특별자치도 제주시 신산로 75-1 (일도이동,(신산로64))",2,5.0,4,71,4.59
올랭이와물꾸럭구제주점,한식,영업,제주특별자치도 제주시 이도이동 408-9번지 ,제주특별자치도 제주시 천수로6길 1 (이도이동),79,3.2,14,110,4.45
비원,한식,영업,제주특별자치도 제주시 노형동 100번지 (1층) ,제주특별자치도 제주시 수목원길 3-1 (노형동),23,3.2,23,412,4.19
돈자루,한식,영업,제주특별자치도 제주시 노형동 1051-1 ,제주특별자치도 제주시 월랑로10길 22 (노형동),1,5.0,5,83,4.39
(주)뉴월드,뷔페,영업,제주특별자치도 제주시 화북일동 1244-1번지 ,제주특별자치도 제주시 일주동로 233 (화북일동),2,2.8,5,5122,4.28
초량화성,고기,영업,제주특별자치도 제주시 일도이동 68-2번지 (연수로8) ,"제주특별자치도 제주시 연수로1길 4 (일도이동,(연수로8))",2,4.2,5,60,4.61
길촌,해산물,영업,제주특별자치도 제주시 도두일동 2615-4 (도두항로77) ,"제주특별자치도 제주시 도공로 6 (도두일동,(도두항로77))",3,4.6,10,50,4.68
연동탑부평,한식,영업,제주특별자치도 제주시 연동 294-46번지 삼다연동맨션102호(사장2로26) ,"제주특별자치도 제주시 신대로18길 16 (연동,삼다연동맨션102호(사장2로26))",4,5.0,4,58,4.53
족발좌선생,한식,영업,제주특별자치도 제주시 한림읍 한림리 1342-1번지 ,제주특별자치도 제주시 한림읍 사가길 11-1,19,4.4,5,58,4.73
금능자갈,한식,영업,제주특별자치도 제주시 한림읍 금능리 1454-11번지 ,제주특별자치도 제주시 한림읍 한림로 228,11,3.7,31,225,4.2
즐겨찾기,중식,영업,제주특별자치도 제주시 도련이동 598번지 ,제주특별자치도 제주시 매촌1길 18 (도련이동),0,3.0,4,162,4.52
가자우리집,한식,영업,제주특별자치도 제주시 건입동 984-15번지 ,제주특별자치도 제주시 임항로 55-4 (건입동),7,2.0,26,97,4.33
또와,한식,영업,제주특별자치도 제주시 일도일동 1146 ,제주특별자치도 제주시 동문로4길 9 (일도일동),1,5.0,4,70,4.38
하나미,일식,영업,제주특별자치도 제주시 노형동 1274-3번지 ,"제주특별자치도 제주시 다랑곶6길 28, 1층 (노형동)",7,4.7,22,142,4.54
한담의바다풍경,한식,영업,제주특별자치도 제주시 애월읍 애월리 2543-1 ,제주특별자치도 제주시 애월읍 애월로1길 26-3,0,2.7,3,92,4.2
동해야,한식,영업,제주특별자치도 제주시 용담이동 359-81번지 ,제주특별자치도 제주시 흥운길 44 (용담이동),7,4.4,14,58,4.61
도남시골낙지,한식,영업,제주특별자치도 제주시 도남동 909-9번지 ,제주특별자치도 제주시 도남로 44 (도남동),2,4.8,10,108,4.5
이돈갓,경양식,영업,제주특별자치도 제주시 일도일동 1301-6번지 ,제주특별자치도 제주시 칠성로길 27 (일도일동),7,4.8,9,79,4.42
구삼반점,중식,영업,제주특별자치도 제주시 이도이동 432번지 ,제주특별자치도 제주시 정든로 50 (이도이동),15,3.7,15,57,4.33
아주반점,중식,영업,제주특별자치도 제주시 일도일동 1475-1 ,제주특별자치도 제주시 관덕로13길 4 (일도일동),9,2.6,14,228,4.12
스타시티(주),한식,영업,제주특별자치도 제주시 애월읍 광령리 2698번지 2698외 6필지 ,제주특별자치도 제주시 애월읍 광령평화2길 1 (2698외 6필지),0,0.0,0,88,4.96
파도국수,한식,영업,제주특별자치도 제주시 연동 303-29 ,"제주특별자치도 제주시 신대로15길 2, 1층 (연동)",9,4.8,23,120,4.84
신해바라기,분식,영업,제주특별자치도 제주시 일도일동 1342-4번지 ,제주특별자치도 제주시 관덕로13길 13 (일도일동),190,2.9,59,1280,4.35
김해,해산물,영업,"제주특별자치도 제주시 용담삼동 505번지 현대아파트상가1차 102, 103호 ","제주특별자치도 제주시 서해안로 660, 102,103호 (용담삼동, 현대아파트상가1차)",17,4.1,16,344,4.34
연동대복관,중식,영업,제주특별자치도 제주시 연동 303-13번지 ,제주특별자치도 제주시 신대로 126 (연동),1,2.7,3,84,4.04
현옥식당,한식,영업,제주특별자치도 제주시 오라일동 2445-2번지 (운동장길59) ,"제주특별자치도 제주시 서광로2길 35 (오라일동,(운동장길59))",44,3.4,55,397,4.19
오지하우스제주본점,호프,영업,제주특별자치도 제주시 이도이동 1770-3 ,제주특별자치도 제주시 광양10길 26 (이도이동),0,0.0,0,134,4.66
동희,해산물,영업,제주특별자치도 제주시 용담이동 447번지 ,제주특별자치도 제주시 흥운길 89 (용담이동),0,0.0,0,98,4.8
오늘와인한잔제주시청점,양식,영업,제주특별자치도 제주시 이도이동 1778-18 ,"제주특별자치도 제주시 서광로32길 14, 1층 (이도이동)",3,4.6,5,81,4.39
오태식해바라기치킨용담점,호프,영업,제주특별자치도 제주시 용담이동 603-23 ,"제주특별자치도 제주시 용담로 73, 1층 (용담이동)",0,3.8,5,105,4.18
새벽집,고기,영업,제주특별자치도 제주시 이도이동 409-1 ,제주특별자치도 제주시 고마로 144 (이도이동),28,5.0,2,160,4.77
시민골,한식,영업,제주특별자치도 제주시 이도일동 1701-9 ,"제주특별자치도 제주시 중앙로21길 6, 1층 (이도일동)",7,4.6,8,69,4.14
엉덩물,해산물,영업,제주특별자치도 제주시 연동 291-116번지 (성두3로21) ,"제주특별자치도 제주시 성두길 7-7 (연동,(성두3로21))",18,3.9,20,199,4.44
자구내,해산물,영업,제주특별자치도 제주시 연동 291-134번지 ,제주특별자치도 제주시 삼무로3길 18 (연동),13,3.1,9,99,4.1
김밥천국연동점,분식,영업,제주특별자치도 제주시 연동 273-1 ,제주특별자치도 제주시 신광로 47 (연동),1,2.7,9,394,4.2
산호숯불꼼장어,한식,영업,제주특별자치도 제주시 노형동 908 (백두2로30) ,"제주특별자치도 제주시 원노형로 7 (노형동,(백두2로30))",12,4.0,8,86,4.22
남북통일,한식,영업,제주특별자치도 제주시 오라일동 2451-4 ,제주특별자치도 제주시 서사로 180 (오라일동),2,4.6,5,61,4.4
홍보석,중식,영업,제주특별자치도 제주시 연동 314-112 ,제주특별자치도 제주시 비월길 5 (연동),16,4.2,13,78,4.16
보롬왓국수,분식,영업,제주특별자치도 제주시 연동 281-14 ,제주특별자치도 제주시 삼무로3길 32 (연동),24,3.3,7,142,4.62
순창갈비,고기,영업,제주특별자치도 제주시 연동 261-56 (제원2로21) ,"제주특별자치도 제주시 신광로4길 11 (연동,(제원2로21))",76,2.7,24,253,4.14
동이트는집신제주점,한식,영업,제주특별자치도 제주시 연동 282-22번지 ,제주특별자치도 제주시 연동9길 13 (연동),7,3.6,13,169,4.35
중원(반점),중식,영업,제주특별자치도 제주시 연동 271-24 ,"제주특별자치도 제주시 삼무로 49, 1층 (연동)",0,0.0,0,179,4.13
돈가,한식,영업,제주특별자치도 제주시 연동 303-41 (문연1로52) ,"제주특별자치도 제주시 문송길 36 (연동,(문연1로52))",17,4.1,15,99,4.25
남양통닭인화점,호프,영업,제주특별자치도 제주시 일도이동 377-21 ,제주특별자치도 제주시 고마로17길 3 (일도이동),3,5.0,2,53,4.37
중앙식당,한식,영업,제주특별자치도 제주시 추자면 대서리 5-10번지 ,제주특별자치도 제주시 추자면 추자로 8-1,4,4.0,5,78,4.14
라멘맛심,한식,영업,제주특별자치도 제주시 연동 311-20번지 ,제주특별자치도 제주시 신대로9길 7 (연동),4,3.8,12,73,4.07
철가방,중식,영업,제주특별자치도 제주시 삼양이동 2164-6번지 (막동산4로6) ,"제주특별자치도 제주시 지석8길 6 (삼양이동,(막동산4로6))",2,3.5,6,107,4.41
대광,고기,영업,제주특별자치도 제주시 이도일동 1704-12 ,"제주특별자치도 제주시 중앙로23길 9, 1층 (이도일동)",36,3.2,33,277,4.01
남양,한식,영업,제주특별자치도 제주시 일도일동 1278-1번지 ,제주특별자치도 제주시 중앙로 25 (일도일동),31,3.4,17,256,4.47
사리원,중식,영업,제주특별자치도 제주시 노형동 748-1 ,제주특별자치도 제주시 진군2길 9 (노형동),10,2.6,17,168,4.12
담돌국수,한식,영업,제주특별자치도 제주시 일도이동 1034-10 ,제주특별자치도 제주시 삼성로 67 (일도이동),5,4.4,7,58,4.47
탄광촌,카페,영업,제주특별자치도 제주시 삼도일동 721-14번지 ,제주특별자치도 제주시 전농로 15 (삼도일동),13,5.0,3,64,4.27
카훼리,해산물,영업,제주특별자치도 제주시 용담삼동 1134번지 ,"제주특별자치도 제주시 서해안로 568, 1층 (용담삼동)",8,4.2,5,117,4.36
산과들비빔밥,한식,영업,제주특별자치도 제주시 노형동 1068-10번지 ,제주특별자치도 제주시 월랑로4길 21 (노형동),25,4.3,19,163,4.49
꼴두바위,한식,영업,제주특별자치도 제주시 용담이동 892번지 ,제주특별자치도 제주시 성화로 7 (용담이동),13,3.8,8,64,4.29
불닭공장신산점,한식,영업,제주특별자치도 제주시 일도이동 1030-9 ,"제주특별자치도 제주시 신산로 34, 1층 (일도이동)",8,5.0,1,108,4.49
아궁이연탄집,고기,영업,제주특별자치도 제주시 삼도일동 583-1 ,제주특별자치도 제주시 도남로 12-1 (삼도일동),24,4.8,10,60,4.44
만부정,한식,영업,제주특별자치도 제주시 연동 298-9 ,제주특별자치도 제주시 사장길 38 (연동),9,3.7,18,116,4.29
빨간맛집제원점,호프,영업,제주특별자치도 제주시 연동 273-57 ,제주특별자치도 제주시 신대로16길 51 (연동),20,4.3,15,127,4.49
맨도롱밥집,한식,영업,제주특별자치도 제주시 애월읍 장전리 385-4번지 ,제주특별자치도 제주시 애월읍 하소로 361,4,3.9,14,88,4.23
우연,한식,영업,제주특별자치도 제주시 연동 261-18번지 ,제주특별자치도 제주시 신광로6길 2 (연동),5,3.7,6,115,4.44
순이네,한식,영업,제주특별자치도 제주시 이도이동 1067-2번지 ,제주특별자치도 제주시 오복4길 8 (이도이동),2,4.7,12,60,4.39
다려도 횟집,해산물,영업,제주특별자치도 제주시 조천읍 함덕리 1002-101 ,제주특별자치도 제주시 조천읍 신북로 544,21,3.8,22,196,4.29
첨밀밀양꼬치,한식,영업,제주특별자치도 제주시 조천읍 함덕리 1002-101번지 ,제주특별자치도 제주시 조천읍 신북로 544,19,4.4,9,128,4.35
보건,한식,영업,제주특별자치도 제주시 이도이동 1148-4번지 ,제주특별자치도 제주시 동광로6길 19 (이도이동),7,3.6,10,141,4.29
다은식당,해산물,영업,제주특별자치도 제주시 이도이동 1081-19번지 ,제주특별자치도 제주시 오복2길 34 (이도이동),3,4.5,11,105,4.47
이비가짬뽕연동점,한식,영업,제주특별자치도 제주시 연동 368-5 ,"제주특별자치도 제주시 연오로 134, 1~2층 (연동)",16,3.1,19,402,4.23
하루방보쌈,한식,영업,제주특별자치도 제주시 삼도이동 3-1번지 (맛고을길13) ,"제주특별자치도 제주시 중앙로2길 9 (삼도이동,(맛고을길13))",7,4.5,36,441,4.43
만호,한식,영업,제주특별자치도 제주시 이도이동 413-3번지 ,"제주특별자치도 제주시 연삼로 497, 1~2층 (이도이동)",14,3.3,8,182,4.36
카도돈카츠,한식,영업,제주특별자치도 제주시 연동 312-7번지 ,제주특별자치도 제주시 문송길 19 (연동),13,3.1,22,120,4.27
모임터,한식,영업,제주특별자치도 제주시 연동 2302-3번지 (성신9로11) ,"제주특별자치도 제주시 성신북길 30 (연동,(성신9로11))",23,3.2,24,218,4.2
바다예찬,한식,영업,제주특별자치도 제주시 연동 301-22 ,"제주특별자치도 제주시 귀아랑길 26, 1층 (연동)",22,2.4,9,345,4.64
수빈이네,해산물,영업,제주특별자치도 제주시 이호일동 1787번지 ,제주특별자치도 제주시 테우해안로 146 (이호일동),12,3.6,9,203,4.16
만궁,한식,영업,제주특별자치도 제주시 아라이동 1476 ,제주특별자치도 제주시 중앙로 451-3 (아라이동),0,4.3,9,274,4.31
우창갈비,고기,영업,제주특별자치도 제주시 노형동 915-6 ,제주특별자치도 제주시 원노형3길 6 (노형동),3,4.9,8,115,4.44
해모루,호프,영업,제주특별자치도 제주시 노형동 1279-1번지 ,"제주특별자치도 제주시 월랑로4길 6, 1층 (노형동)",17,4.1,29,117,4.51
