사업장명,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,Reviews,stars,n_reviews,n_stars,소재지,법정동,위도,경도
이공팔오,경양식,영업,제주특별자치도 제주시 조천읍 선흘리 2085 ,"제주특별자치도 제주시 조천읍 선교로 185, 제6동 1층",69,4.2,403,0.0,제주시,조천,33.4867143646312, 126.700232749436
동화로연탄구이,한식,영업,제주특별자치도 제주시 화북일동 18-4 ,"제주특별자치도 제주시 동화로1길 53-20, 1층 (화북일동)",40,4.6,135,4.55,제주시,제주,33.5176635125666, 126.578110509724
플래닛제주,경양식,영업,제주특별자치도 제주시 연동 271-7 ,"제주특별자치도 제주시 삼무로 35, 1층 (연동)",47,4.1,0,0.0,제주시,제주,33.4901313420893, 126.490513919368
갈치옥,한식,영업,제주특별자치도 제주시 조천읍 함덕리 1004-30 ,"제주특별자치도 제주시 조천읍 조함해안로 530, 2층 2호",82,4.5,1187,4.49,제주시,조천,33.542500789037, 126.669480309529
백가네제주한상,한식,영업,제주특별자치도 제주시 조천읍 함덕리 산 14-13 ,"제주특별자치도 제주시 조천읍 함덕로 40, 1층 102, 103호",62,3.6,647,4.76,제주시,조천,33.5424145829834, 126.671168339073
듀포레,카페,영업,제주특별자치도 제주시 용담삼동 1092 ,"제주특별자치도 제주시 서해안로 579, 1~2층 (용담삼동)",171,4.5,1619,4.53,제주시,제주,33.5185823855255, 126.500079697744
리릭,경양식,영업,제주특별자치도 제주시 아라일동 6084 소랑빌 ,"제주특별자치도 제주시 아란9길 25, 소랑빌 1층 (아라일동)",35,4.8,298,4.81,제주시,제주,33.4725390482425, 126.542606941578
뚜뿔한우,한식,영업,제주특별자치도 제주시 노형동 945-1 ,"제주특별자치도 제주시 원노형10길 34, 1층 (노형동)",52,4.0,55,4.7,제주시,제주,33.4831393437188, 126.486153619612
르바게트,카페,영업,제주특별자치도 제주시 구좌읍 월정리 348-3 ,"제주특별자치도 제주시 구좌읍 월정1길 30, 가동 1층",55,4.7,452,4.77,제주시,구좌,33.5542167955531, 126.790963419618
제주도감,한식,영업,제주특별자치도 제주시 오라이동 1770 ,"제주특별자치도 제주시 연북로 257, 지하2층 (오라이동)",115,3.8,271,4.51,제주시,제주,33.4818625809975, 126.509422537784
잘도식당,한식,영업,제주특별자치도 제주시 이도일동 1421-15 ,"제주특별자치도 제주시 중앙로15길 16, 1층 (이도일동)",32,4.9,141,4.79,제주시,제주,33.5107211289228, 126.525447792094
마구로쇼쿠도,일식,영업,제주특별자치도 제주시 이도이동 1958-5 그린나래 ,"제주특별자치도 제주시 신설로9길 26-12, 비동 1층 102호 (이도이동, 그린나래)",48,4.3,0,0.0,제주시,제주,33.4938113184458, 126.546514155108
회가서쪽에서뜨겠네,한식,영업,제주특별자치도 제주시 애월읍 애월리 2454-1 ,"제주특별자치도 제주시 애월읍 애월로 12, 1층",222,4.2,1005,4.65,제주시,애월,33.459991985595, 126.311751972809
온센제주,일식,영업,제주특별자치도 제주시 도두이동 681-1 ,"제주특별자치도 제주시 서해안로 364, 1층 (도두이동)",50,4.2,226,0.0,제주시,제주,33.5108649946364, 126.483904714039
섭섭이네,경양식,영업,제주특별자치도 제주시 구좌읍 송당리 1379-13 ,"제주특별자치도 제주시 구좌읍 중산간동로 2261, 1층",89,3.7,829,0.0,제주시,구좌,33.471598783995, 126.784349211276
다니쉬,카페,영업,제주특별자치도 제주시 조천읍 함덕리 1250 ,"제주특별자치도 제주시 조천읍 함덕16길 56, 1~2층",197,4.5,1033,4.6,제주시,조천,33.5421384348852, 126.663685920825
흑본오겹함덕,한식,영업,제주특별자치도 제주시 조천읍 함덕리 3039-1 ,"제주특별자치도 제주시 조천읍 신북로 454, 1층",195,4.4,905,4.62,제주시,조천,33.5436819599366, 126.658742739652
우돈향,고기,영업,제주특별자치도 제주시 조천읍 함덕리 1004-30 ,"제주특별자치도 제주시 조천읍 조함해안로 530, 2층",64,3.8,490,4.84,제주시,조천,33.542500789037, 126.669480309529
연동신도시식당,한식,영업,제주특별자치도 제주시 연동 1524 ,"제주특별자치도 제주시 국기중길 28, 1층 (연동)",198,3.7,201,4.73,제주시,제주,33.4788507511365, 126.492172704363
가치,일식,영업,제주특별자치도 제주시 용담일동 417 ,"제주특별자치도 제주시 동한두기길 17, 1층 (용담일동)",79,4.0,221,4.6,제주시,제주,33.5164642936532, 126.515788341499
함덕마당,한식,영업,제주특별자치도 제주시 조천읍 함덕리 204 ,"제주특별자치도 제주시 조천읍 조함해안로 586, 1층",49,4.4,1051,0.0,제주시,조천,33.5439910672941, 126.674188765741
닥그네할망,고기,영업,제주특별자치도 제주시 도남동 87-14 (1층) ,"제주특별자치도 제주시 신성로10길 18 (도남동,(1층))",66,4.5,807,4.87,제주시,제주,33.4952941752781, 126.529990439681
요기소바,일식,영업,제주특별자치도 제주시 노형동 931-1 ,"제주특별자치도 제주시 원노형6길 3-4, 1층 (노형동)",38,4.2,0,0.0,제주시,제주,33.4853560404497, 126.483322895713
스시도모다찌칠성,일식,영업,제주특별자치도 제주시 일도일동 1465-4 ,"제주특별자치도 제주시 관덕로13길 3, 1층 (일도일동)",81,4.5,743,4.5,제주시,제주,33.5134852586163, 126.52580973613
관심사,카페,영업,제주특별자치도 제주시 이도일동 1413-1 ,"제주특별자치도 제주시 중앙로 77, 지하1층 (이도일동)",38,4.8,103,0.0,제주시,제주,33.5112512670626, 126.524578484809
하미,해산물,영업,제주특별자치도 제주시 애월읍 애월리 2550 ,"제주특별자치도 제주시 애월읍 애월북서길 54, 1층",387,4.3,1631,4.24,제주시,애월,33.4638817566408, 126.309138076334
제주엔찜함덕,한식,영업,제주특별자치도 제주시 조천읍 함덕리 1004-30 ,"제주특별자치도 제주시 조천읍 조함해안로 530, 1층 102호",51,4.1,87,0.0,제주시,조천,33.542500789037, 126.669480309529
유니온제주,호프,영업,제주특별자치도 제주시 구좌읍 월정리 33-12 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 486, B103호",35,4.3,287,4.84,제주시,구좌,33.5547996203628, 126.798654540196
제주정곱창,한식,영업,제주특별자치도 제주시 연동 283-53 ,"제주특별자치도 제주시 은남4길 31, 1층 (연동)",52,4.8,134,4.69,제주시,제주,33.4862423031405, 126.492486256831
바당지기,해산물,영업,제주특별자치도 제주시 구좌읍 월정리 30 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 480, 1층",30,3.9,0,0.0,제주시,구좌,33.5548174192809, 126.797958105357
인손,일식,영업,제주특별자치도 제주시 구좌읍 세화리 1448-1 ,"제주특별자치도 제주시 구좌읍 세화4길 10, 1층",61,4.5,242,4.7,제주시,구좌,33.5225732945269, 126.855700724726
유주,카페,영업,제주특별자치도 제주시 한림읍 옹포리 318-1 ,"제주특별자치도 제주시 한림읍 한림상로 17, 1층",141,4.1,389,4.62,제주시,한림,33.4054502142641, 126.257265982863
애월후식,카페,영업,제주특별자치도 제주시 애월읍 납읍리 1726-5 ,"제주특별자치도 제주시 애월읍 납읍로 21, 1층",38,4.5,186,0.0,제주시,애월,33.439057470337, 126.330184936701
동명정류장,카페,영업,제주특별자치도 제주시 한림읍 동명리 1322-2 ,"제주특별자치도 제주시 한림읍 동명7길 26, 1층",133,5.0,430,4.85,제주시,한림,33.39715639658, 126.266204683099
제주이와이,일식,영업,제주특별자치도 제주시 애월읍 하귀2리 2420-1 ,"제주특별자치도 제주시 애월읍 하귀로 4, 1층",30,4.6,71,4.74,제주시,애월,33.4796283483783, 126.397522812079
페어리제주,카페,영업,제주특별자치도 제주시 구좌읍 하도리 3200-1 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 1486, 1층",120,4.7,244,4.43,제주시,구좌,33.5249107250097, 126.864017220163
시드니양갈비,고기,영업,제주특별자치도 제주시 노형동 3790 ,"제주특별자치도 제주시 노형10길 10, 2층 (노형동)",110,4.3,181,4.66,제주시,제주,33.4834166533424, 126.478100810855
아꼬운디,한식,영업,제주특별자치도 제주시 한림읍 월령리 348-3 ,제주특별자치도 제주시 한림읍 월령리 348-3 ,36,4.4,146,4.63,제주시,한림,33.3782401057975, 126.216065213534
매콤명태촌,해산물,영업,제주특별자치도 제주시 외도일동 436-4 ,"제주특별자치도 제주시 절물3길 7, 1층 (외도일동)",56,4.2,124,4.21,제주시,제주,33.4918729165558, 126.43383763836
술의식물원,카페,영업,제주특별자치도 제주시 구좌읍 송당리 1381-3 ,"제주특별자치도 제주시 구좌읍 중산간동로 2253, 1층",40,4.1,172,4.58,제주시,구좌,33.4718258248164, 126.783685947661
그랜드키친,뷔페,영업,제주특별자치도 제주시 노형동 925 제주 드림타워 복합리조트 ,"제주특별자치도 제주시 노연로 12, 제주 드림타워 복합리조트 4층 (노형동)",43,3.8,401,4.33,제주시,제주,33.4851402486777, 126.481499772471
애월의맛,한식,영업,제주특별자치도 제주시 애월읍 애월리 2482-1 ,"제주특별자치도 제주시 애월읍 애월로 37, 지하1층",55,4.6,0,0.0,제주시,애월,33.4620763425856, 126.312187711287
제주백정,한식,영업,제주특별자치도 제주시 한림읍 한림리 942-8 ,제주특별자치도 제주시 한림읍 한림리 942-8 ,50,4.7,293,4.8,제주시,한림,33.4115217998458, 126.2650361697
온차,경양식,영업,제주특별자치도 제주시 일도일동 1258 ,"제주특별자치도 제주시 서부두남길 12, 1층 (일도일동)",32,4.3,309,0.0,제주시,제주,33.5151565851866, 126.527686901084
폴바셋제주아라DT,카페,영업,제주특별자치도 제주시 아라이동 2436 ,"제주특별자치도 제주시 중앙로 393, 1~2층 (아라이동)",88,4.2,3359,4.46,제주시,제주,33.4875084893148, 126.541209200942
핵밥제주연동,일식,영업,제주특별자치도 제주시 연동 2325-7 연동한일씨티파크 ,"제주특별자치도 제주시 도령로 103, 103호 (연동, 연동한일씨티파크)",51,4.3,183,4.49,제주시,제주,33.491600416406, 126.488549174918
올리다버거,양식,영업,제주특별자치도 제주시 삼도이동 809-3 ,"제주특별자치도 제주시 남성로 154-6, 1~2층 (삼도이동)",35,4.9,228,4.75,제주시,제주,33.5088022082489, 126.521679842782
제주프리또,경양식,영업,제주특별자치도 제주시 한림읍 귀덕리 3226-4 ,"제주특별자치도 제주시 한림읍 귀덕5길 7, 1층",60,3.9,606,4.36,제주시,한림,33.4404530324976, 126.282287485902
다운타우너제주애월,경양식,영업,제주특별자치도 제주시 애월읍 애월리 2527-3 ,"제주특별자치도 제주시 애월읍 애월로1길 24-9, 1동 1~2층",256,4.4,2986,4.51,제주시,애월,33.463216978403, 126.309713460168
월정리곳간,경양식,영업,제주특별자치도 제주시 구좌읍 행원리 1482 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 584-2, 1층",41,4.6,149,4.73,제주시,구좌,33.5563261913932, 126.806912780434
그레이베이스,카페,영업,제주특별자치도 제주시 도두일동 1733-4 ,"제주특별자치도 제주시 서해안로 238, 1~2층 (도두일동)",72,4.7,502,4.61,제주시,제주,33.5087911888959, 126.471507789813
조식,경양식,영업,제주특별자치도 제주시 애월읍 어음리 3459-1 ,"제주특별자치도 제주시 애월읍 어림비로 272, 1층",37,4.4,0,0.0,제주시,애월,33.4105833954792, 126.333158567236
스니프,경양식,영업,제주특별자치도 제주시 아라일동 6105-2 ,"제주특별자치도 제주시 중앙로 543, 1층 (아라일동)",37,4.1,131,4.86,제주시,제주,33.4750318725022, 126.545769409446
꽁순이네,한식,영업,제주특별자치도 제주시 애월읍 상가리 1980-2 ,"제주특별자치도 제주시 애월읍 중산간서로 5642, 1층",60,4.5,475,4.44,제주시,애월,33.446952228104, 126.338734882435
회심,일식,영업,제주특별자치도 제주시 영평동 2458-19 ,"제주특별자치도 제주시 아봉로 200, 1층 (영평동)",222,4.5,691,4.67,제주시,제주,33.478412240571, 126.56443505593
보말이네,한식,영업,제주특별자치도 제주시 애월읍 유수암리 1041-1 ,"제주특별자치도 제주시 애월읍 유수암평화5길 51, 가동 1층",40,4.3,448,4.61,제주시,애월,33.4234944048847, 126.404236769202
빗소리,일식,영업,제주특별자치도 제주시 구좌읍 김녕리 1207-1 ,"제주특별자치도 제주시 구좌읍 김녕로 151, 1층",67,4.0,333,4.69,제주시,구좌,33.5556603553149, 126.753937250813
내도음악상가,경양식,영업,제주특별자치도 제주시 내도동 452-14 ,"제주특별자치도 제주시 테우해안로 106, 2층 (내도동)",58,4.3,163,4.74,제주시,제주,33.4978751101146, 126.445633506558
바다를본돼지,고기,영업,제주특별자치도 서귀포시 서귀동 42 2층 ,"제주특별자치도 서귀포시 칠십리로 123, 2층 (서귀동)",272,4.1,2093,4.49,서귀포시,서귀포,33.2430979672011, 126.567595323578
휴일로,경양식,영업,제주특별자치도 서귀포시 안덕면 창천리 786 ,"제주특별자치도 서귀포시 안덕면 난드르로 49-65, 가동",332,4.3,2386,4.46,서귀포시,안덕,33.2323176863944, 126.366381822379
까사디노아,경양식,영업,제주특별자치도 서귀포시 안덕면 창천리 901-1 ,제주특별자치도 서귀포시 안덕면 대평로 42,51,3.6,237,4.24,서귀포시,안덕,33.2373548168104, 126.363107020382
성산짬뽕,중식,영업,제주특별자치도 서귀포시 성산읍 성산리 171-7 1층 ,"제주특별자치도 서귀포시 성산읍 성산중앙로25번길 13, 1층",74,4.5,0,0.0,서귀포시,성산,33.4629232342802, 126.931564080835
성산해나,카페,영업,제주특별자치도 서귀포시 성산읍 성산리 174-11 ,제주특별자치도 서귀포시 성산읍 성산중앙로 30-1,57,4.9,453,4.65,서귀포시,성산,33.4625322137499, 126.932897397541
페를로,경양식,영업,제주특별자치도 서귀포시 안덕면 덕수리 2155-4 1층 ,"제주특별자치도 서귀포시 안덕면 덕수회관로74번길 33, 1층",76,3.7,745,4.52,서귀포시,안덕,33.2565180578029, 126.306178769939
허니문하우스,경양식,영업,"제주특별자치도 서귀포시 토평동 511 , 1층 ","제주특별자치도 서귀포시 칠십리로 228-13, 1층 (토평동)",334,4.4,3062,4.45,서귀포시,서귀포,33.2458830351106, 126.578580795275
빽가한우불고기,한식,영업,"제주특별자치도 서귀포시 안덕면 덕수리 735-9 , 1층 ","제주특별자치도 서귀포시 안덕면 덕수회관로61번길 40, 1층",104,4.0,0,0.0,서귀포시,안덕,33.2510379058519, 126.308289354434
트라몬토제주모슬포,경양식,영업,제주특별자치도 서귀포시 대정읍 하모리 770-59 ,제주특별자치도 서귀포시 대정읍 하모항구로 38,320,3.9,2023,4.86,서귀포시,대정,33.2174208536507, 126.249812418638
산방산우리동네,한식,영업,제주특별자치도 서귀포시 안덕면 사계리 1898-2 ,제주특별자치도 서귀포시 안덕면 산방로 289,30,4.9,0,0.0,서귀포시,안덕,33.233844409728, 126.305335668826
똣똣,외국요리,영업,제주특별자치도 서귀포시 성산읍 온평리 741 ,제주특별자치도 서귀포시 성산읍 환해장성로 559,34,4.5,178,4.43,서귀포시,성산,33.4052906660227, 126.904920389741
장군오리,한식,영업,제주특별자치도 서귀포시 대정읍 상모리 3415 1층 ,"제주특별자치도 서귀포시 대정읍 일주서로2498번길 28, 1층",40,5.0,366,4.89,서귀포시,대정,33.2327980601599, 126.26188678126
블라썸,경양식,영업,제주특별자치도 서귀포시 서홍동 744-9 1층 ,"제주특별자치도 서귀포시 남성로 136, 1층 (서홍동)",235,4.6,316,4.41,서귀포시,서귀포,33.2430329019399, 126.554674556063
불특정식당,외국요리,영업,제주특별자치도 서귀포시 성산읍 삼달리 1164-3 ,"제주특별자치도 서귀포시 성산읍 삼달로 239, 1층",133,4.2,1929,4.67,서귀포시,성산,33.3753478545139, 126.844658167728
석경초밥,일식,영업,제주특별자치도 서귀포시 서귀동 295-28 ,"제주특별자치도 서귀포시 천지로 18, 1층 (서귀동)",46,3.6,402,4.48,서귀포시,서귀포,33.2491884184212, 126.560936882239
천짓골식당,한식,영업,제주특별자치도 서귀포시 서귀동 294-10 ,제주특별자치도 서귀포시 중앙로41번길 4 (서귀동),183,4.0,841,4.48,서귀포시,서귀포,33.2482464224622, 126.561302354233
틈새식당,한식,영업,제주특별자치도 서귀포시 중문동 2007-1 ,제주특별자치도 서귀포시 천제연로207번길 4 (중문동),96,3.9,274,4.27,서귀포시,중문,33.2521345204676, 126.427016454946
조림명가,한식,영업,제주특별자치도 서귀포시 서귀동 311-5 ,제주특별자치도 서귀포시 중앙로47번길 19 (서귀동),94,3.9,325,4.16,서귀포시,서귀포,33.2483121272212, 126.559688147659
윌라라,한식,영업,제주특별자치도 서귀포시 성산읍 성산리 178-10 ,제주특별자치도 서귀포시 성산읍 성산중앙로 33,77,4.7,380,4.55,서귀포시,성산,33.4630383534936, 126.932687029397
비스트로낭,경양식,영업,제주특별자치도 서귀포시 안덕면 감산리 95-1 1층 ,"제주특별자치도 서귀포시 안덕면 일주서로 1479, 1층",74,4.2,230,4.65,서귀포시,안덕,33.25974849762, 126.357202070008
일출제주흑돼지,한식,영업,제주특별자치도 서귀포시 성산읍 고성리 1117-4 1층 ,"제주특별자치도 서귀포시 성산읍 일출로15번길 2, 1층",43,4.4,0,0.0,서귀포시,성산,33.4477624623061, 126.914288739433
이비가짬뽕신화월드,중식,영업,제주특별자치도 서귀포시 안덕면 동광리 810 2층 ,"제주특별자치도 서귀포시 안덕면 신화역사로 502, 2층",45,3.7,493,4.37,서귀포시,안덕,33.3098527029307, 126.341217798414
중문맛집,한식,영업,제주특별자치도 서귀포시 중문동 2025-1 ,제주특별자치도 서귀포시 천제연로 193 (중문동),265,4.7,0,0.0,서귀포시,중문,33.2519014566794, 126.425239647476
행운숯불갈비,한식,영업,제주특별자치도 서귀포시 서귀동 575-4 ,제주특별자치도 서귀포시 부두로 12 (서귀동),30,4.5,119,4.88,서귀포시,서귀포,33.2441390804839, 126.565061013344
웨이브,경양식,영업,제주특별자치도 서귀포시 표선면 표선리 40-46 ,"제주특별자치도 서귀포시 표선면 표선당포로 10-4, 3층",88,3.8,106,0.0,서귀포시,표선,33.3252860588682, 126.843743066895
남양수산,해산물,영업,제주특별자치도 서귀포시 성산읍 고성리 1191-6 ,제주특별자치도 서귀포시 성산읍 고성동서로56번길 11,100,4.0,495,4.65,서귀포시,성산,33.4501388395445, 126.914158304148
형제섬보말칼국수,한식,영업,제주특별자치도 서귀포시 대정읍 상모리 76 1층 101호 ,"제주특별자치도 서귀포시 대정읍 형제해안로 258, 1층 101호",62,3.6,470,4.55,서귀포시,대정,33.2117200528319, 126.292025365094
중문예지원,한식,영업,제주특별자치도 서귀포시 중문동 1489-4 ,제주특별자치도 서귀포시 천제연로 129 (중문동),170,3.8,1114,4.61,서귀포시,중문,33.2540404525441, 126.419278958955
동성수산,해산물,영업,제주특별자치도 서귀포시 대정읍 하모리 2133-1 ,제주특별자치도 서귀포시 대정읍 최남단해안로 46,214,3.7,0,0.0,서귀포시,대정,33.2164677644767, 126.252060125996
흑돼지박스,고기,영업,제주특별자치도 서귀포시 성산읍 고성리 203-5 ,제주특별자치도 서귀포시 성산읍 신양로 100,52,3.7,468,4.52,서귀포시,성산,33.4364123891853, 126.920321807644
로이앤메이,중식,영업,제주특별자치도 서귀포시 성산읍 온평리 811-1 ,제주특별자치도 서귀포시 성산읍 온평상하로15번길 12-7,41,4.8,93,4.75,서귀포시,성산,33.409539980596, 126.900990546413
표선수산마트,일식,영업,제주특별자치도 서귀포시 표선면 표선리 843 ,"제주특별자치도 서귀포시 표선면 표선중앙로110번길 3-4, 2층",114,3.6,1090,4.22,서귀포시,표선,33.3253928203253, 126.835985823427
제주돈아서귀포,고기,영업,제주특별자치도 서귀포시 상효동 2210 ,제주특별자치도 서귀포시 돈내코로 191 (상효동),31,3.8,164,4.47,서귀포시,서귀포,33.3022858673705, 126.576933019358
미도식당,한식,영업,제주특별자치도 서귀포시 안덕면 사계리 129-3 ,제주특별자치도 서귀포시 안덕면 사계남로216번길 11,45,3.8,817,4.65,서귀포시,안덕,33.2326438931093, 126.30947873391
천일만두,고기,영업,제주특별자치도 서귀포시 서귀동 306-5 ,"제주특별자치도 서귀포시 서문로 25, 1층 (서귀동)",69,4.2,474,4.33,서귀포시,서귀포,33.2505439134963, 126.559148354108
스모크하우스인구억,양식,영업,제주특별자치도 서귀포시 대정읍 보성리 465-15 ,제주특별자치도 서귀포시 대정읍 보성구억로 223,57,4.1,387,4.71,서귀포시,대정,33.2707915684723, 126.278350734629
뽈살집,한식,영업,제주특별자치도 서귀포시 서귀동 278-5 ,제주특별자치도 서귀포시 중정로91번길 37 (서귀동),260,4.4,1331,4.63,서귀포시,서귀포,33.2506902591877, 126.563163108908
제주한라국수,한식,영업,제주특별자치도 서귀포시 중문동 2048-1 ,제주특별자치도 서귀포시 천제연로188번길 17 (중문동),127,3.7,1004,4.26,서귀포시,중문,33.250339114763, 126.424457518165
하모어촌식당,한식,영업,제주특별자치도 서귀포시 대정읍 하모리 646-20 1층 ,"제주특별자치도 서귀포시 대정읍 최남단해안로 120, 1층",68,4.3,0,0.0,서귀포시,대정,33.2105460728876, 126.257605181651
시흥리해녀의집,한식,영업,제주특별자치도 서귀포시 성산읍 시흥리 12-64 ,제주특별자치도 서귀포시 성산읍 시흥하동로 114,102,4.5,0,0.0,서귀포시,성산,33.47793671828, 126.908369607362
화순한가네식당,중식,영업,제주특별자치도 서귀포시 안덕면 화순리 775-6 ,제주특별자치도 서귀포시 안덕면 화순해안로 109,53,4.9,426,4.71,서귀포시,안덕,33.2391961647273, 126.336605794801
가스름식당,한식,영업,제주특별자치도 서귀포시 표선면 가시리 1900-4 ,제주특별자치도 서귀포시 표선면 가시로565번길 19,57,3.6,503,4.36,서귀포시,표선,33.3531198240064, 126.771965655682
흑돼지제주정,한식,영업,제주특별자치도 서귀포시 표선면 표선리 40-41 ,제주특별자치도 서귀포시 표선면 민속해안로 577,727,4.5,991,4.67,서귀포시,표선,33.3248376718398, 126.843880802846
듀크,경양식,영업,제주특별자치도 서귀포시 안덕면 창천리 953-5 ,제주특별자치도 서귀포시 안덕면 소기왓로 81-44,38,4.7,191,4.7,서귀포시,안덕,33.2402754455604, 126.365720567353
뽕끄랑,경양식,영업,제주특별자치도 서귀포시 서홍동 644-10 ,"제주특별자치도 서귀포시 남성로138번길 1, 1층 (서홍동)",162,3.9,0,0.0,서귀포시,서귀포,33.2430684405096, 126.555031253323
달팽이,한식,영업,제주특별자치도 서귀포시 안덕면 창천리 155-14 ,제주특별자치도 서귀포시 안덕면 한창로 2,61,3.7,50,4.69,서귀포시,안덕,33.2654228315184, 126.371578690137
의귀리부부막국수,분식,영업,제주특별자치도 서귀포시 남원읍 의귀리 841 ,제주특별자치도 서귀포시 남원읍 한신로 252-6,39,4.4,174,4.44,서귀포시,남원,33.311192510349, 126.71766319148
산방산초가집,한식,영업,제주특별자치도 서귀포시 안덕면 화순리 421-1 ,제주특별자치도 서귀포시 안덕면 화순해안로 189,159,4.4,711,4.6,서귀포시,안덕,33.245551452801, 126.33873266623
금박돈,한식,영업,제주특별자치도 서귀포시 성산읍 성산리 148 1층 ,"제주특별자치도 서귀포시 성산읍 일출로 261, 1층",131,4.1,636,4.43,서귀포시,성산,33.4613733952916, 126.933605339614
올레길밥상,한식,영업,제주특별자치도 서귀포시 강정동 599-2 1층 ,"제주특별자치도 서귀포시 월드컵로 171, 1층 (강정동)",35,4.3,257,4.43,서귀포시,중문,33.2342690499095, 126.506733817877
함쉐프키친,경양식,영업,제주특별자치도 서귀포시 대포동 1893 ,"제주특별자치도 서귀포시 대포중앙로 116, 1층 (대포동)",116,4.1,647,4.47,서귀포시,서귀포,33.2408717068378, 126.431218683407
까망돼지서귀포,고기,영업,제주특별자치도 서귀포시 토평동 865-1 ,"제주특별자치도 서귀포시 일주동로 8524, 1층 (토평동)",120,4.3,2536,4.67,서귀포시,서귀포,33.255207782154, 126.577647688348
착한전복,한식,영업,제주특별자치도 서귀포시 색달동 2481-10 ,제주특별자치도 서귀포시 천제연로 119 (색달동),111,4.0,1613,4.44,서귀포시,중문,33.2545355728637, 126.418207281395
대포어촌횟집,해산물,영업,제주특별자치도 서귀포시 대포동 2536 산호초회마당 ,"제주특별자치도 서귀포시 이어도로 75, 산호초회마당 1층 (대포동)",96,4.3,83,4.19,서귀포시,서귀포,33.238697709214, 126.431060770393
심야식당,호프,영업,제주특별자치도 서귀포시 강정동 595-7 ,제주특별자치도 서귀포시 월드컵로 157 (강정동),48,3.8,116,4.29,서귀포시,중문,33.2357790999587, 126.506847757121
호림식당,한식,영업,제주특별자치도 서귀포시 서귀동 782-26 ,"제주특별자치도 서귀포시 부두로 45,  (서귀동)",31,3.6,314,4.17,서귀포시,서귀포,33.241046540168, 126.564741776578
더고팡,경양식,영업,제주특별자치도 서귀포시 안덕면 상천리 476-5 ,"제주특별자치도 서귀포시 안덕면 신화역사로 863, 1층",62,4.0,0,0.0,서귀포시,안덕,33.3107611146106, 126.377924555021
강해일횟집,해산물,영업,"제주특별자치도 서귀포시 표선면 표선리 42 ,40-31 () ",제주특별자치도 서귀포시 표선면 표선당포로 14,53,4.1,194,4.51,서귀포시,표선,33.3257153982927, 126.84430476291
제주스럽닭서귀포올레,호프,영업,제주특별자치도 서귀포시 서귀동 587-17 ,"제주특별자치도 서귀포시 태평로 396, 1층 (서귀동)",103,4.4,0,0.0,서귀포시,서귀포,33.2442507955074, 126.562670549469
빌라드아토,카페,영업,제주특별자치도 서귀포시 서귀동 551-3 ,"제주특별자치도 서귀포시 태평로 413, 1층 (서귀동)",30,4.2,0,0.0,서귀포시,서귀포,33.2449988185258, 126.564555012505
체면,한식,영업,"제주특별자치도 서귀포시 대정읍 안성리 1562-6 , 1층 ","제주특별자치도 서귀포시 대정읍 인안성로 23-1, 1층",41,4.3,210,4.61,서귀포시,대정,33.2483164872711, 126.284404697153
플레이커피랩,카페,영업,제주특별자치도 서귀포시 서귀동 305-15 ,"제주특별자치도 서귀포시 서문로28번길 2, 1층 (서귀동)",44,4.4,170,4.51,서귀포시,서귀포,33.2506090710616, 126.558860118137
나운터횟집,해산물,영업,제주특별자치도 서귀포시 서귀동 667-35 ,제주특별자치도 서귀포시 칠십리로 42 (서귀동),216,4.2,690,4.77,서귀포시,서귀포,33.2410142000975, 126.56138751588
해미원횟집,해산물,영업,제주특별자치도 서귀포시 표선면 표선리 40-55 () ,제주특별자치도 서귀포시 표선면 민속해안로 578-2,413,4.6,658,4.75,서귀포시,표선,33.32499418762, 126.84423440918
그리울땐제주,카페,영업,제주특별자치도 서귀포시 남원읍 신흥리 125-6 ,"제주특별자치도 서귀포시 남원읍 태신해안로 271, 1층",78,3.7,250,0.0,서귀포시,남원,33.3009784571519, 126.770679624171
동백정원,한식,영업,제주특별자치도 서귀포시 대포동 1048 외1필지 ,제주특별자치도 서귀포시 이어도로343번길 117 (대포동),72,4.8,140,4.7,서귀포시,서귀포,33.2496373362692, 126.446373790406
흑돼지패밀리,한식,영업,제주특별자치도 서귀포시 남원읍 위미리 3935-1 ,제주특별자치도 서귀포시 남원읍 중산간동로 6924,267,4.6,0,0.0,서귀포시,남원,33.2882923198986, 126.651029730071
모슬포한라전복,일식,영업,제주특별자치도 서귀포시 대정읍 동일리 2904-2 1층 ,"제주특별자치도 서귀포시 대정읍 대한로 33, 1층",137,4.0,0,0.0,서귀포시,대정,33.2305076256651, 126.245152822397
오르막가든,한식,영업,제주특별자치도 서귀포시 대포동 743-3 ,제주특별자치도 서귀포시 대포중앙로 12 (대포동),51,4.5,205,4.48,서귀포시,서귀포,33.2503152246005, 126.433233695979
칠돈가서광직영,한식,영업,"제주특별자치도 서귀포시 안덕면 서광리 1818-4 , 1층 ","제주특별자치도 서귀포시 안덕면 서광사수동로20번길 27, 1층",137,4.2,400,4.31,서귀포시,안덕,33.2864250464881, 126.303519941384
